Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
48;1;0.250;-0.750;-3.388;-0.32;-0.11;-0.15;-1.41;-0.74;-11.21;-28.33;-8.17
49;1;0.250;-0.850;-3.412;-0.19;-0.06;-0.13;-1.13;-0.53;-9.62;-26.68;-7.82
50;1;0.250;-0.950;-3.435;-0.11;-0.02;-0.11;-0.87;-0.40;-8.29;-25.23;-7.39
51;1;0.250;-1.050;-3.459;-0.06;0.00;-0.09;-0.64;-0.31;-7.17;-23.81;-6.96
52;1;0.250;-1.150;-3.482;-0.03;0.01;-0.07;-0.48;-0.24;-6.16;-22.37;-6.53
53;1;0.250;-1.250;-3.505;-0.01;0.03;-0.05;-0.42;-0.14;-5.19;-21.00;-6.12
54;1;0.250;-1.350;-3.529;0.01;0.03;-0.05;-0.40;-0.02;-4.28;-19.88;-5.75
55;1;0.250;-1.450;-3.552;0.02;0.04;-0.04;-0.33;0.11;-3.61;-19.07;-5.45
56;1;0.250;-1.550;-3.576;0.03;0.03;-0.04;-0.20;0.16;-3.23;-18.39;-5.18
57;1;0.250;-1.650;-3.599;0.03;0.03;-0.04;-0.13;0.12;-3.01;-17.44;-4.92
58;1;0.250;-1.750;-3.623;0.04;0.02;-0.03;-0.15;0.07;-2.81;-16.16;-4.64
59;1;0.250;-1.850;-3.646;0.05;0.01;-0.03;-0.19;0.06;-2.61;-14.77;-4.26
60;1;0.250;-1.950;-3.670;0.06;0.00;-0.03;-0.19;0.04;-2.34;-13.47;-3.79
61;1;0.350;-0.050;-3.249;-2.12;-1.64;0.09;8.63;-4.95;-36.32;-47.36;17.85
62;1;0.350;-0.150;-3.272;-2.24;-1.13;0.07;4.68;-5.13;-27.74;-46.15;11.39
63;1;0.350;-0.250;-3.295;-1.86;-0.73;0.04;1.62;-3.93;-21.02;-42.07;4.70
64;1;0.350;-0.350;-3.317;-1.41;-0.46;0.00;0.00;-2.74;-16.61;-37.67;0.01
65;1;0.350;-0.450;-3.340;-1.01;-0.29;-0.04;-0.70;-1.87;-13.52;-34.01;-2.77
66;1;0.350;-0.550;-3.363;-0.69;-0.17;-0.07;-0.93;-1.25;-11.15;-31.00;-4.30
67;1;0.350;-0.650;-3.386;-0.45;-0.10;-0.09;-0.92;-0.84;-9.29;-28.50;-5.08
68;1;0.350;-0.750;-3.409;-0.28;-0.05;-0.09;-0.81;-0.58;-7.84;-26.52;-5.37
69;1;0.350;-0.850;-3.431;-0.17;-0.02;-0.08;-0.67;-0.40;-6.73;-24.99;-5.37
70;1;0.350;-0.950;-3.454;-0.11;0.00;-0.07;-0.53;-0.27;-5.84;-23.78;-5.25
71;1;0.350;-1.050;-3.477;-0.07;0.01;-0.06;-0.40;-0.19;-5.09;-22.69;-5.07
72;1;0.350;-1.150;-3.500;-0.04;0.02;-0.05;-0.32;-0.14;-4.37;-21.58;-4.86
73;1;0.350;-1.250;-3.523;-0.02;0.03;-0.04;-0.28;-0.07;-3.69;-20.39;-4.69
74;1;0.350;-1.350;-3.545;-0.01;0.03;-0.04;-0.26;0.04;-3.16;-19.22;-4.56
75;1;0.350;-1.450;-3.568;0.00;0.02;-0.04;-0.23;0.14;-2.84;-18.33;-4.41
76;1;0.350;-1.550;-3.591;0.01;0.02;-0.04;-0.21;0.18;-2.64;-17.75;-4.21
77;1;0.350;-1.650;-3.614;0.01;0.01;-0.04;-0.20;0.16;-2.44;-17.22;-3.97
78;1;0.350;-1.750;-3.637;0.02;0.01;-0.04;-0.20;0.10;-2.18;-16.42;-3.71
79;1;0.350;-1.850;-3.660;0.03;0.00;-0.03;-0.22;0.08;-1.89;-15.37;-3.36
80;1;0.350;-1.950;-3.682;0.04;-0.01;-0.03;-0.25;0.07;-1.57;-14.16;-2.91
81;1;0.450;-0.050;-3.274;-1.30;-1.13;0.32;6.33;-3.01;-31.73;-41.95;18.03
82;1;0.450;-0.150;-3.296;-1.41;-0.77;0.19;3.97;-3.09;-24.19;-40.00;12.39
83;1;0.450;-0.250;-3.318;-1.27;-0.49;0.10;1.97;-2.51;-17.97;-37.20;6.96
84;1;0.450;-0.350;-3.340;-1.01;-0.29;0.04;0.70;-1.87;-13.53;-34.01;2.77
85;1;0.450;-0.450;-3.362;-0.75;-0.17;0.00;0.00;-1.34;-10.44;-31.15;0.00
86;1;0.450;-0.550;-3.385;-0.52;-0.09;-0.03;-0.34;-0.93;-8.24;-28.77;-1.72
87;1;0.450;-0.650;-3.407;-0.35;-0.04;-0.04;-0.44;-0.64;-6.67;-26.76;-2.75
88;1;0.450;-0.750;-3.429;-0.23;-0.01;-0.05;-0.42;-0.45;-5.57;-25.05;-3.30
89;1;0.450;-0.850;-3.451;-0.15;0.01;-0.05;-0.37;-0.31;-4.78;-23.62;-3.55
90;1;0.450;-0.950;-3.473;-0.10;0.01;-0.04;-0.31;-0.19;-4.18;-22.47;-3.62
91;1;0.450;-1.050;-3.495;-0.07;0.02;-0.04;-0.26;-0.10;-3.66;-21.52;-3.63
92;1;0.450;-1.150;-3.518;-0.05;0.02;-0.04;-0.23;-0.02;-3.18;-20.68;-3.63
93;1;0.450;-1.250;-3.540;-0.04;0.02;-0.04;-0.21;0.05;-2.76;-19.82;-3.62
94;1;0.450;-1.350;-3.562;-0.03;0.02;-0.03;-0.19;0.09;-2.42;-18.89;-3.56
95;1;0.450;-1.450;-3.584;-0.02;0.01;-0.03;-0.19;0.10;-2.14;-17.89;-3.41
96;1;0.450;-1.550;-3.606;-0.01;0.01;-0.03;-0.23;0.10;-1.87;-16.97;-3.15
97;1;0.450;-1.650;-3.629;0.00;0.00;-0.03;-0.24;0.11;-1.58;-16.21;-2.83
98;1;0.450;-1.750;-3.651;0.01;0.00;-0.03;-0.24;0.12;-1.27;-15.53;-2.49
99;1;0.450;-1.850;-3.673;0.02;-0.01;-0.03;-0.23;0.12;-0.98;-14.79;-2.17
100;1;0.450;-1.950;-3.695;0.02;-0.02;-0.02;-0.24;0.14;-0.74;-13.95;-1.85
101;1;0.550;-0.050;-3.298;-0.80;-0.77;0.42;4.86;-2.05;-27.92;-38.28;17.86
102;1;0.550;-0.150;-3.320;-0.89;-0.51;0.25;3.29;-1.98;-21.06;-35.80;12.62
103;1;0.550;-0.250;-3.341;-0.83;-0.31;0.14;1.89;-1.64;-15.38;-33.40;7.98
104;1;0.550;-0.350;-3.363;-0.69;-0.17;0.07;0.92;-1.25;-11.15;-31.00;4.31
105;1;0.550;-0.450;-3.385;-0.52;-0.09;0.03;0.33;-0.93;-8.24;-28.77;1.72
106;1;0.550;-0.550;-3.406;-0.37;-0.04;0.00;0.00;-0.68;-6.28;-26.84;0.00
107;1;0.550;-0.650;-3.428;-0.26;-0.01;-0.02;-0.15;-0.48;-4.96;-25.19;-1.11
108;1;0.550;-0.750;-3.449;-0.18;0.01;-0.02;-0.19;-0.34;-4.10;-23.76;-1.80
109;1;0.550;-0.850;-3.471;-0.12;0.01;-0.03;-0.19;-0.21;-3.54;-22.50;-2.22
110;1;0.550;-0.950;-3.492;-0.09;0.02;-0.03;-0.17;-0.10;-3.12;-21.43;-2.45
111;1;0.550;-1.050;-3.514;-0.07;0.02;-0.03;-0.17;-0.01;-2.75;-20.55;-2.59
112;1;0.550;-1.150;-3.535;-0.06;0.02;-0.03;-0.17;0.06;-2.39;-19.80;-2.67
113;1;0.550;-1.250;-3.557;-0.05;0.01;-0.03;-0.17;0.11;-2.04;-19.12;-2.69
114;1;0.550;-1.350;-3.579;-0.05;0.01;-0.03;-0.18;0.11;-1.68;-18.40;-2.63
115;1;0.550;-1.450;-3.600;-0.04;0.01;-0.03;-0.20;0.09;-1.33;-17.55;-2.47
116;1;0.550;-1.550;-3.622;-0.03;0.00;-0.03;-0.22;0.08;-1.01;-16.60;-2.23
117;1;0.550;-1.650;-3.643;-0.02;-0.01;-0.03;-0.23;0.09;-0.73;-15.70;-1.92
118;1;0.550;-1.750;-3.665;-0.01;-0.01;-0.02;-0.23;0.12;-0.48;-14.93;-1.58
119;1;0.550;-1.850;-3.686;0.00;-0.02;-0.02;-0.22;0.14;-0.27;-14.23;-1.28
120;1;0.550;-1.950;-3.708;0.00;-0.03;-0.02;-0.21;0.16;-0.12;-13.55;-1.00
121;1;0.650;-0.050;-3.323;-0.48;-0.54;0.43;3.87;-1.52;-24.67;-35.51;17.34
122;1;0.650;-0.150;-3.344;-0.55;-0.34;0.27;2.73;-1.35;-18.33;-32.83;12.41
123;1;0.650;-0.250;-3.365;-0.53;-0.19;0.16;1.68;-1.09;-13.12;-30.49;8.29
124;1;0.650;-0.350;-3.386;-0.45;-0.10;0.09;0.92;-0.84;-9.29;-28.50;5.09
125;1;0.650;-0.450;-3.407;-0.35;-0.04;0.04;0.43;-0.64;-6.68;-26.76;2.75
126;1;0.650;-0.550;-3.428;-0.26;-0.01;0.02;0.15;-0.48;-4.96;-25.19;1.11
127;1;0.650;-0.650;-3.449;-0.19;0.01;0.00;0.00;-0.34;-3.87;-23.80;0.00
128;1;0.650;-0.750;-3.470;-0.13;0.02;-0.01;-0.07;-0.22;-3.21;-22.58;-0.75
129;1;0.650;-0.850;-3.490;-0.10;0.02;-0.01;-0.09;-0.10;-2.77;-21.51;-1.25
130;1;0.650;-0.950;-3.511;-0.09;0.02;-0.02;-0.10;0.00;-2.43;-20.59;-1.59
131;1;0.650;-1.050;-3.532;-0.08;0.01;-0.02;-0.11;0.06;-2.09;-19.79;-1.79
132;1;0.650;-1.150;-3.553;-0.07;0.01;-0.02;-0.13;0.10;-1.73;-19.08;-1.89
133;1;0.650;-1.250;-3.574;-0.07;0.01;-0.03;-0.15;0.11;-1.34;-18.42;-1.92
134;1;0.650;-1.350;-3.595;-0.06;0.00;-0.03;-0.18;0.10;-0.96;-17.79;-1.86
135;1;0.650;-1.450;-3.616;-0.05;0.00;-0.03;-0.19;0.10;-0.62;-17.14;-1.74
136;1;0.650;-1.550;-3.637;-0.05;-0.01;-0.03;-0.20;0.11;-0.33;-16.43;-1.56
137;1;0.650;-1.650;-3.658;-0.04;-0.02;-0.03;-0.20;0.12;-0.10;-15.67;-1.32
138;1;0.650;-1.750;-3.679;-0.03;-0.02;-0.02;-0.21;0.13;0.09;-14.91;-1.04
139;1;0.650;-1.850;-3.700;-0.02;-0.03;-0.02;-0.21;0.14;0.24;-14.18;-0.73
140;1;0.650;-1.950;-3.721;-0.01;-0.04;-0.02;-0.20;0.14;0.37;-13.45;-0.42
141;1;0.750;-0.050;-3.348;-0.27;-0.37;0.39;3.14;-1.21;-21.81;-33.20;16.51
142;1;0.750;-0.150;-3.368;-0.33;-0.22;0.25;2.24;-0.99;-15.92;-30.58;11.87
143;1;0.750;-0.250;-3.388;-0.32;-0.11;0.15;1.41;-0.74;-11.21;-28.33;8.17
144;1;0.750;-0.350;-3.409;-0.28;-0.05;0.09;0.81;-0.58;-7.85;-26.52;5.37
145;1;0.750;-0.450;-3.429;-0.23;-0.01;0.05;0.42;-0.45;-5.57;-25.05;3.30
146;1;0.750;-0.550;-3.449;-0.18;0.01;0.02;0.19;-0.34;-4.10;-23.76;1.80
147;1;0.750;-0.650;-3.470;-0.13;0.02;0.01;0.06;-0.22;-3.21;-22.58;0.75
148;1;0.750;-0.750;-3.490;-0.11;0.02;0.00;0.00;-0.10;-2.66;-21.53;0.00
149;1;0.750;-0.850;-3.510;-0.10;0.01;-0.01;-0.03;0.00;-2.26;-20.63;-0.53
150;1;0.750;-0.950;-3.530;-0.09;0.01;-0.01;-0.06;0.07;-1.89;-19.84;-0.91
151;1;0.750;-1.050;-3.551;-0.09;0.01;-0.01;-0.08;0.10;-1.50;-19.13;-1.15
152;1;0.750;-1.150;-3.571;-0.09;0.00;-0.02;-0.10;0.11;-1.10;-18.47;-1.27
153;1;0.750;-1.250;-3.591;-0.08;0.00;-0.02;-0.13;0.11;-0.70;-17.83;-1.31
154;1;0.750;-1.350;-3.612;-0.08;-0.01;-0.02;-0.15;0.11;-0.35;-17.21;-1.28
155;1;0.750;-1.450;-3.632;-0.07;-0.01;-0.02;-0.17;0.12;-0.05;-16.66;-1.18
156;1;0.750;-1.550;-3.652;-0.06;-0.02;-0.02;-0.18;0.14;0.20;-16.13;-1.03
157;1;0.750;-1.650;-3.673;-0.05;-0.03;-0.02;-0.18;0.14;0.41;-15.56;-0.83
158;1;0.750;-1.750;-3.693;-0.05;-0.04;-0.02;-0.19;0.14;0.58;-14.93;-0.58
159;1;0.750;-1.850;-3.713;-0.04;-0.05;-0.02;-0.20;0.14;0.72;-14.26;-0.28
160;1;0.750;-1.950;-3.734;-0.03;-0.06;-0.02;-0.20;0.13;0.86;-13.55;0.05
161;1;0.850;-0.050;-3.372;-0.13;-0.24;0.33;2.55;-1.00;-19.23;-31.07;15.51
162;1;0.850;-0.150;-3.392;-0.18;-0.13;0.21;1.79;-0.77;-13.78;-28.63;11.12
163;1;0.850;-0.250;-3.412;-0.19;-0.06;0.13;1.13;-0.53;-9.62;-26.68;7.82
164;1;0.850;-0.350;-3.431;-0.17;-0.02;0.08;0.67;-0.40;-6.73;-25.00;5.38
165;1;0.850;-0.450;-3.451;-0.15;0.01;0.05;0.37;-0.31;-4.79;-23.63;3.55
166;1;0.850;-0.550;-3.471;-0.12;0.01;0.03;0.18;-0.21;-3.54;-22.50;2.22
167;1;0.850;-0.650;-3.490;-0.10;0.02;0.01;0.09;-0.10;-2.78;-21.51;1.25
168;1;0.850;-0.750;-3.510;-0.10;0.01;0.01;0.03;0.00;-2.26;-20.63;0.53
169;1;0.850;-0.850;-3.530;-0.09;0.01;0.00;0.00;0.07;-1.82;-19.85;0.00
170;1;0.850;-0.950;-3.550;-0.10;0.01;0.00;-0.03;0.10;-1.38;-19.14;-0.38
171;1;0.850;-1.050;-3.569;-0.10;0.00;-0.01;-0.05;0.11;-0.94;-18.49;-0.64
172;1;0.850;-1.150;-3.589;-0.10;0.00;-0.01;-0.08;0.11;-0.52;-17.88;-0.78
173;1;0.850;-1.250;-3.609;-0.09;-0.01;-0.02;-0.10;0.11;-0.14;-17.30;-0.84
174;1;0.850;-1.350;-3.628;-0.09;-0.02;-0.02;-0.12;0.12;0.19;-16.74;-0.82
175;1;0.850;-1.450;-3.648;-0.08;-0.02;-0.02;-0.14;0.14;0.47;-16.21;-0.72
176;1;0.850;-1.550;-3.668;-0.08;-0.03;-0.02;-0.16;0.14;0.72;-15.71;-0.57
177;1;0.850;-1.650;-3.687;-0.07;-0.04;-0.02;-0.17;0.14;0.92;-15.23;-0.36
178;1;0.850;-1.750;-3.707;-0.06;-0.05;-0.02;-0.18;0.14;1.09;-14.71;-0.11
179;1;0.850;-1.850;-3.727;-0.05;-0.06;-0.02;-0.19;0.14;1.24;-14.16;0.17
180;1;0.850;-1.950;-3.746;-0.05;-0.07;-0.02;-0.20;0.14;1.37;-13.55;0.50
181;1;0.950;-0.050;-3.397;-0.04;-0.15;0.26;2.04;-0.80;-16.86;-29.04;14.42
182;1;0.950;-0.150;-3.416;-0.09;-0.07;0.17;1.40;-0.62;-11.86;-26.76;10.27
183;1;0.950;-0.250;-3.435;-0.11;-0.02;0.11;0.87;-0.40;-8.30;-25.24;7.40
184;1;0.950;-0.350;-3.454;-0.11;0.00;0.07;0.53;-0.27;-5.85;-23.78;5.25
185;1;0.950;-0.450;-3.473;-0.10;0.01;0.04;0.31;-0.19;-4.19;-22.47;3.62
186;1;0.950;-0.550;-3.492;-0.09;0.02;0.03;0.17;-0.10;-3.12;-21.43;2.45
187;1;0.950;-0.650;-3.511;-0.09;0.02;0.02;0.10;0.00;-2.43;-20.59;1.59
188;1;0.950;-0.750;-3.530;-0.09;0.01;0.01;0.06;0.07;-1.89;-19.84;0.91
189;1;0.950;-0.850;-3.550;-0.10;0.01;0.00;0.03;0.10;-1.38;-19.15;0.38
190;1;0.950;-0.950;-3.569;-0.10;0.00;0.00;0.00;0.11;-0.88;-18.51;0.00
191;1;0.950;-1.050;-3.588;-0.10;0.00;0.00;-0.02;0.11;-0.42;-17.90;-0.26
192;1;0.950;-1.150;-3.607;-0.10;-0.01;-0.01;-0.05;0.12;0.00;-17.33;-0.41
193;1;0.950;-1.250;-3.626;-0.10;-0.02;-0.01;-0.08;0.13;0.37;-16.81;-0.47
194;1;0.950;-1.350;-3.645;-0.10;-0.03;-0.01;-0.10;0.14;0.70;-16.32;-0.45
195;1;0.950;-1.450;-3.664;-0.09;-0.03;-0.02;-0.11;0.14;0.98;-15.83;-0.35
196;1;0.950;-1.550;-3.683;-0.09;-0.04;-0.02;-0.13;0.14;1.22;-15.35;-0.19
197;1;0.950;-1.650;-3.702;-0.08;-0.05;-0.02;-0.15;0.14;1.42;-14.89;0.02
198;1;0.950;-1.750;-3.721;-0.08;-0.06;-0.02;-0.17;0.15;1.59;-14.43;0.27
199;1;0.950;-1.850;-3.740;-0.07;-0.07;-0.02;-0.17;0.15;1.73;-13.94;0.55
200;1;0.950;-1.950;-3.759;-0.06;-0.08;-0.01;-0.18;0.15;1.85;-13.44;0.86
201;1;1.050;-0.050;-3.422;0.01;-0.08;0.19;1.62;-0.62;-14.67;-27.07;13.29
202;1;1.050;-0.150;-3.440;-0.04;-0.03;0.12;1.06;-0.47;-10.15;-24.93;9.44
203;1;1.050;-0.250;-3.459;-0.06;0.00;0.09;0.64;-0.31;-7.17;-23.81;6.96
204;1;1.050;-0.350;-3.477;-0.07;0.01;0.06;0.40;-0.19;-5.09;-22.69;5.07
205;1;1.050;-0.450;-3.495;-0.07;0.02;0.04;0.26;-0.10;-3.67;-21.52;3.63
206;1;1.050;-0.550;-3.514;-0.07;0.02;0.03;0.17;-0.01;-2.75;-20.55;2.59
207;1;1.050;-0.650;-3.532;-0.08;0.01;0.02;0.11;0.06;-2.09;-19.79;1.79
208;1;1.050;-0.750;-3.551;-0.09;0.01;0.01;0.08;0.10;-1.50;-19.13;1.15
209;1;1.050;-0.850;-3.569;-0.10;0.00;0.01;0.05;0.11;-0.94;-18.49;0.64
210;1;1.050;-0.950;-3.588;-0.10;0.00;0.00;0.02;0.11;-0.42;-17.90;0.26
211;1;1.050;-1.050;-3.606;-0.11;-0.01;0.00;0.00;0.12;0.04;-17.36;0.00
212;1;1.050;-1.150;-3.625;-0.11;-0.02;0.00;-0.02;0.13;0.45;-16.85;-0.16
213;1;1.050;-1.250;-3.643;-0.11;-0.03;-0.01;-0.05;0.14;0.82;-16.38;-0.22
214;1;1.050;-1.350;-3.661;-0.11;-0.04;-0.01;-0.07;0.14;1.15;-15.95;-0.20
215;1;1.050;-1.450;-3.680;-0.10;-0.04;-0.01;-0.09;0.14;1.44;-15.52;-0.10
216;1;1.050;-1.550;-3.698;-0.10;-0.05;-0.01;-0.11;0.15;1.68;-15.10;0.05
217;1;1.050;-1.650;-3.717;-0.09;-0.06;-0.01;-0.13;0.15;1.87;-14.66;0.27
218;1;1.050;-1.750;-3.735;-0.09;-0.07;-0.01;-0.15;0.15;2.03;-14.23;0.53
219;1;1.050;-1.850;-3.754;-0.08;-0.08;-0.01;-0.16;0.15;2.16;-13.78;0.81
220;1;1.050;-1.950;-3.772;-0.07;-0.09;-0.01;-0.16;0.15;2.29;-13.32;1.11
221;1;1.150;-0.050;-3.446;0.04;-0.03;0.13;1.26;-0.44;-12.60;-25.14;12.08
222;1;1.150;-0.150;-3.464;0.00;0.00;0.09;0.77;-0.30;-8.66;-23.31;8.72
223;1;1.150;-0.250;-3.482;-0.03;0.01;0.07;0.48;-0.24;-6.17;-22.37;6.53
224;1;1.150;-0.350;-3.500;-0.04;0.02;0.05;0.32;-0.14;-4.37;-21.58;4.86
225;1;1.150;-0.450;-3.518;-0.05;0.02;0.04;0.23;-0.02;-3.19;-20.68;3.63
226;1;1.150;-0.550;-3.535;-0.06;0.02;0.03;0.17;0.06;-2.40;-19.80;2.67
227;1;1.150;-0.650;-3.553;-0.07;0.01;0.02;0.13;0.10;-1.73;-19.08;1.89
228;1;1.150;-0.750;-3.571;-0.09;0.00;0.02;0.10;0.11;-1.10;-18.47;1.28
229;1;1.150;-0.850;-3.589;-0.10;0.00;0.01;0.08;0.11;-0.52;-17.88;0.78
230;1;1.150;-0.950;-3.607;-0.10;-0.01;0.01;0.05;0.12;0.00;-17.33;0.41
231;1;1.150;-1.050;-3.625;-0.11;-0.02;0.00;0.02;0.13;0.45;-16.85;0.16
232;1;1.150;-1.150;-3.642;-0.11;-0.03;0.00;0.00;0.14;0.87;-16.41;0.00
233;1;1.150;-1.250;-3.660;-0.11;-0.04;0.00;-0.02;0.14;1.24;-16.00;-0.06
234;1;1.150;-1.350;-3.678;-0.11;-0.05;-0.01;-0.05;0.15;1.56;-15.61;-0.05
235;1;1.150;-1.450;-3.696;-0.11;-0.05;-0.01;-0.07;0.15;1.83;-15.24;0.04
236;1;1.150;-1.550;-3.714;-0.11;-0.06;-0.01;-0.09;0.15;2.07;-14.87;0.19
237;1;1.150;-1.650;-3.731;-0.10;-0.07;-0.01;-0.11;0.16;2.26;-14.51;0.40
238;1;1.150;-1.750;-3.749;-0.10;-0.08;-0.01;-0.12;0.16;2.42;-14.12;0.67
239;1;1.150;-1.850;-3.767;-0.09;-0.09;-0.01;-0.14;0.15;2.57;-13.70;0.96
240;1;1.150;-1.950;-3.785;-0.09;-0.10;-0.01;-0.14;0.15;2.71;-13.27;1.27
241;1;1.250;-0.050;-3.471;0.07;0.01;0.10;0.96;-0.28;-10.67;-23.13;10.82
242;1;1.250;-0.150;-3.488;0.02;0.02;0.07;0.60;-0.13;-7.37;-22.03;8.09
243;1;1.250;-0.250;-3.505;-0.01;0.03;0.06;0.42;-0.14;-5.19;-21.01;6.12
244;1;1.250;-0.350;-3.523;-0.02;0.03;0.04;0.28;-0.07;-3.70;-20.39;4.69
245;1;1.250;-0.450;-3.540;-0.04;0.02;0.04;0.20;0.05;-2.77;-19.82;3.62
246;1;1.250;-0.550;-3.557;-0.05;0.01;0.03;0.17;0.11;-2.04;-19.12;2.69
247;1;1.250;-0.650;-3.574;-0.07;0.01;0.03;0.15;0.11;-1.35;-18.42;1.91
248;1;1.250;-0.750;-3.591;-0.08;0.00;0.02;0.13;0.11;-0.71;-17.83;1.31
