Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
24;1;0.150;-0.350;-3.272;-5.25;-6.00;-1.18;-17.93;-22.76;-67.11;-39.61;-11.01
25;1;0.150;-0.450;-3.296;-3.54;-3.80;-1.03;-14.87;-12.74;-59.82;-37.16;-12.02
26;1;0.150;-0.550;-3.320;-2.28;-2.53;-0.92;-11.68;-7.60;-53.29;-35.52;-12.71
27;1;0.150;-0.650;-3.344;-1.40;-1.75;-0.81;-9.14;-4.89;-47.10;-34.33;-13.18
28;1;0.150;-0.750;-3.368;-0.81;-1.23;-0.67;-7.13;-3.39;-41.17;-33.20;-13.35
29;1;0.150;-0.850;-3.392;-0.44;-0.86;-0.52;-5.49;-2.49;-35.60;-31.90;-13.17
30;1;0.150;-0.950;-3.416;-0.21;-0.57;-0.37;-4.17;-1.85;-30.45;-30.32;-12.76
31;1;0.150;-1.050;-3.440;-0.08;-0.36;-0.25;-3.08;-1.30;-25.86;-28.49;-12.27
32;1;0.150;-1.150;-3.464;0.00;-0.21;-0.17;-2.18;-0.83;-22.04;-26.65;-11.83
33;1;0.150;-1.250;-3.488;0.05;-0.12;-0.12;-1.57;-0.44;-18.92;-25.12;-11.42
34;1;0.150;-1.350;-3.512;0.10;-0.06;-0.10;-1.27;-0.17;-16.08;-23.86;-10.89
35;1;0.150;-1.450;-3.536;0.11;-0.01;-0.08;-1.03;-0.12;-13.40;-22.30;-10.25
36;1;0.150;-1.550;-3.560;0.11;0.01;-0.06;-0.71;-0.16;-11.30;-20.13;-9.62
37;1;0.150;-1.650;-3.585;0.10;0.02;-0.05;-0.44;-0.10;-10.05;-17.91;-9.09
38;1;0.150;-1.750;-3.609;0.11;0.03;-0.04;-0.32;0.03;-9.37;-16.25;-8.69
39;1;0.150;-1.850;-3.633;0.13;0.02;-0.05;-0.25;0.11;-8.95;-15.20;-8.35
40;1;0.150;-1.950;-3.657;0.14;0.02;-0.05;-0.13;0.18;-8.65;-14.63;-8.05
41;1;0.250;-0.050;-3.224;-6.91;-6.26;2.24;25.96;-11.55;-59.98;-46.90;13.95
42;1;0.250;-0.150;-3.248;-6.90;-7.69;1.52;21.03;-28.89;-65.41;-48.12;5.12
43;1;0.250;-0.250;-3.271;-5.72;-5.93;0.23;4.57;-25.23;-61.72;-41.07;-0.74
44;1;0.250;-0.350;-3.295;-4.41;-4.06;-0.29;-4.06;-16.95;-56.19;-36.26;-4.51
45;1;0.250;-0.450;-3.318;-3.21;-2.77;-0.43;-6.54;-10.76;-50.40;-33.27;-6.49
46;1;0.250;-0.550;-3.341;-2.17;-1.87;-0.47;-6.52;-6.82;-44.44;-31.30;-7.60
47;1;0.250;-0.650;-3.365;-1.38;-1.27;-0.44;-5.66;-4.39;-38.59;-29.83;-8.27
48;1;0.250;-0.750;-3.388;-0.84;-0.89;-0.37;-4.54;-2.89;-33.20;-28.67;-8.63
49;1;0.250;-0.850;-3.412;-0.50;-0.62;-0.29;-3.48;-1.97;-28.38;-27.72;-8.76
50;1;0.250;-0.950;-3.435;-0.29;-0.43;-0.22;-2.58;-1.40;-24.15;-26.73;-8.78
51;1;0.250;-1.050;-3.459;-0.16;-0.29;-0.16;-1.87;-1.05;-20.61;-25.54;-8.75
52;1;0.250;-1.150;-3.482;-0.08;-0.17;-0.11;-1.39;-0.80;-17.69;-24.21;-8.65
53;1;0.250;-1.250;-3.505;-0.02;-0.09;-0.08;-1.12;-0.51;-15.10;-22.89;-8.49
54;1;0.250;-1.350;-3.529;0.02;-0.04;-0.06;-0.92;-0.20;-12.79;-21.78;-8.35
55;1;0.250;-1.450;-3.552;0.04;-0.01;-0.05;-0.68;0.03;-11.08;-20.89;-8.35
56;1;0.250;-1.550;-3.576;0.06;0.01;-0.05;-0.43;0.09;-10.14;-20.08;-8.44
57;1;0.250;-1.650;-3.599;0.07;0.01;-0.05;-0.30;0.04;-9.61;-19.15;-8.45
58;1;0.250;-1.750;-3.623;0.09;0.01;-0.05;-0.30;0.01;-9.06;-18.05;-8.30
59;1;0.250;-1.850;-3.646;0.10;0.00;-0.05;-0.33;0.03;-8.52;-16.85;-7.95
60;1;0.250;-1.950;-3.670;0.12;0.00;-0.05;-0.31;0.00;-7.92;-15.73;-7.34
61;1;0.350;-0.050;-3.249;-4.93;-4.25;1.67;17.63;-2.83;-61.96;-37.44;17.68
62;1;0.350;-0.150;-3.272;-4.79;-4.55;1.06;18.06;-13.21;-59.42;-41.72;8.92
63;1;0.350;-0.250;-3.295;-4.16;-3.68;0.36;9.19;-14.00;-53.72;-36.58;4.00
64;1;0.350;-0.350;-3.317;-3.42;-2.66;0.00;2.03;-10.91;-47.99;-32.53;0.20
65;1;0.350;-0.450;-3.340;-2.59;-1.88;-0.15;-1.54;-7.65;-42.36;-29.84;-2.21
66;1;0.350;-0.550;-3.363;-1.82;-1.32;-0.21;-2.80;-5.18;-36.81;-27.98;-3.71
67;1;0.350;-0.650;-3.386;-1.20;-0.92;-0.22;-2.89;-3.47;-31.57;-26.51;-4.69
68;1;0.350;-0.750;-3.409;-0.76;-0.64;-0.20;-2.50;-2.32;-26.90;-25.35;-5.31
69;1;0.350;-0.850;-3.431;-0.48;-0.46;-0.16;-1.98;-1.57;-22.87;-24.47;-5.71
70;1;0.350;-0.950;-3.454;-0.30;-0.32;-0.12;-1.49;-1.10;-19.51;-23.72;-5.98
71;1;0.350;-1.050;-3.477;-0.19;-0.22;-0.09;-1.12;-0.84;-16.76;-22.95;-6.17
72;1;0.350;-1.150;-3.500;-0.12;-0.14;-0.07;-0.88;-0.64;-14.47;-22.09;-6.29
73;1;0.350;-1.250;-3.523;-0.07;-0.07;-0.05;-0.73;-0.44;-12.51;-21.09;-6.43
74;1;0.350;-1.350;-3.545;-0.03;-0.03;-0.04;-0.60;-0.21;-10.99;-20.03;-6.67
75;1;0.350;-1.450;-3.568;0.00;-0.01;-0.04;-0.49;-0.02;-10.02;-19.18;-6.96
76;1;0.350;-1.550;-3.591;0.02;0.00;-0.04;-0.40;0.09;-9.38;-18.68;-7.14
77;1;0.350;-1.650;-3.614;0.04;0.00;-0.05;-0.36;0.10;-8.73;-18.33;-7.11
78;1;0.350;-1.750;-3.637;0.05;0.00;-0.05;-0.35;0.07;-8.00;-17.77;-6.89
79;1;0.350;-1.850;-3.660;0.07;-0.01;-0.05;-0.37;0.06;-7.24;-16.91;-6.47
80;1;0.350;-1.950;-3.682;0.09;-0.01;-0.05;-0.42;0.06;-6.41;-15.90;-5.81
81;1;0.450;-0.050;-3.274;-3.23;-3.14;1.55;11.84;-1.38;-59.87;-33.24;19.87
82;1;0.450;-0.150;-3.296;-3.04;-3.03;0.88;13.30;-7.38;-54.49;-37.05;10.98
83;1;0.450;-0.250;-3.318;-2.87;-2.47;0.39;8.43;-8.29;-47.76;-32.93;6.52
84;1;0.450;-0.350;-3.340;-2.46;-1.81;0.10;3.65;-6.93;-41.46;-29.58;3.03
85;1;0.450;-0.450;-3.362;-1.92;-1.30;-0.03;0.66;-5.21;-35.74;-27.13;0.61
86;1;0.450;-0.550;-3.385;-1.39;-0.93;-0.08;-0.76;-3.74;-30.56;-25.36;-1.03
87;1;0.450;-0.650;-3.407;-0.95;-0.67;-0.10;-1.23;-2.63;-25.95;-23.99;-2.18
88;1;0.450;-0.750;-3.429;-0.63;-0.48;-0.10;-1.24;-1.84;-21.99;-22.88;-2.97
89;1;0.450;-0.850;-3.451;-0.41;-0.34;-0.08;-1.06;-1.29;-18.70;-21.97;-3.52
90;1;0.450;-0.950;-3.473;-0.27;-0.24;-0.06;-0.84;-0.92;-16.07;-21.22;-3.93
91;1;0.450;-1.050;-3.495;-0.19;-0.16;-0.05;-0.66;-0.68;-13.98;-20.59;-4.27
92;1;0.450;-1.150;-3.518;-0.13;-0.11;-0.04;-0.56;-0.49;-12.31;-20.01;-4.61
93;1;0.450;-1.250;-3.540;-0.10;-0.06;-0.04;-0.49;-0.33;-10.97;-19.38;-4.98
94;1;0.450;-1.350;-3.562;-0.07;-0.03;-0.04;-0.44;-0.18;-9.93;-18.66;-5.33
95;1;0.450;-1.450;-3.584;-0.04;-0.01;-0.04;-0.41;-0.08;-9.02;-17.88;-5.55
96;1;0.450;-1.550;-3.606;-0.02;0.00;-0.04;-0.41;-0.02;-8.12;-17.18;-5.54
97;1;0.450;-1.650;-3.629;0.00;0.00;-0.04;-0.41;0.04;-7.22;-16.59;-5.33
98;1;0.450;-1.750;-3.651;0.02;0.00;-0.05;-0.39;0.09;-6.40;-16.04;-5.01
99;1;0.450;-1.850;-3.673;0.04;-0.01;-0.05;-0.37;0.13;-5.63;-15.44;-4.61
100;1;0.450;-1.950;-3.695;0.05;-0.01;-0.05;-0.39;0.19;-4.92;-14.79;-4.13
101;1;0.550;-0.050;-3.298;-2.04;-2.32;1.41;8.26;-1.03;-55.91;-31.19;21.19
102;1;0.550;-0.150;-3.320;-1.89;-2.12;0.79;9.92;-4.86;-49.44;-34.01;12.25
103;1;0.550;-0.250;-3.341;-1.87;-1.68;0.40;6.87;-5.29;-42.16;-30.27;7.99
104;1;0.550;-0.350;-3.363;-1.66;-1.25;0.16;3.61;-4.51;-35.72;-27.31;4.73
105;1;0.550;-0.450;-3.385;-1.33;-0.91;0.04;1.40;-3.53;-30.18;-25.04;2.42
106;1;0.550;-0.550;-3.406;-0.99;-0.67;-0.02;0.18;-2.66;-25.46;-23.33;0.77
107;1;0.550;-0.650;-3.428;-0.70;-0.49;-0.04;-0.36;-1.96;-21.47;-22.00;-0.42
108;1;0.550;-0.750;-3.449;-0.49;-0.36;-0.05;-0.52;-1.42;-18.19;-20.93;-1.29
109;1;0.550;-0.850;-3.471;-0.34;-0.26;-0.04;-0.51;-1.04;-15.62;-20.01;-1.94
110;1;0.550;-0.950;-3.492;-0.24;-0.18;-0.03;-0.45;-0.76;-13.65;-19.25;-2.46
111;1;0.550;-1.050;-3.514;-0.19;-0.13;-0.03;-0.40;-0.56;-12.13;-18.64;-2.92
112;1;0.550;-1.150;-3.535;-0.15;-0.08;-0.03;-0.38;-0.39;-10.88;-18.16;-3.36
113;1;0.550;-1.250;-3.557;-0.12;-0.05;-0.03;-0.38;-0.25;-9.80;-17.74;-3.75
114;1;0.550;-1.350;-3.579;-0.10;-0.03;-0.03;-0.37;-0.15;-8.75;-17.30;-4.02
115;1;0.550;-1.450;-3.600;-0.08;-0.01;-0.03;-0.37;-0.10;-7.68;-16.75;-4.12
116;1;0.550;-1.550;-3.622;-0.05;-0.01;-0.04;-0.36;-0.05;-6.64;-16.04;-4.04
117;1;0.550;-1.650;-3.643;-0.03;0.00;-0.04;-0.37;0.02;-5.74;-15.29;-3.84
118;1;0.550;-1.750;-3.665;-0.01;-0.01;-0.04;-0.36;0.10;-4.99;-14.64;-3.53
119;1;0.550;-1.850;-3.686;0.00;-0.01;-0.04;-0.35;0.16;-4.35;-14.07;-3.19
120;1;0.550;-1.950;-3.708;0.01;-0.02;-0.04;-0.33;0.23;-3.82;-13.55;-2.84
121;1;0.650;-0.050;-3.323;-1.23;-1.70;1.23;6.08;-0.82;-51.09;-29.94;21.87
122;1;0.650;-0.150;-3.344;-1.13;-1.52;0.70;7.71;-3.48;-44.15;-32.01;13.03
123;1;0.650;-0.250;-3.365;-1.16;-1.16;0.38;5.46;-3.52;-36.73;-28.28;8.86
124;1;0.650;-0.350;-3.386;-1.06;-0.87;0.18;3.10;-2.98;-30.55;-25.47;5.81
125;1;0.650;-0.450;-3.407;-0.89;-0.65;0.07;1.47;-2.41;-25.48;-23.36;3.61
126;1;0.650;-0.550;-3.428;-0.68;-0.49;0.02;0.53;-1.88;-21.31;-21.72;2.01
127;1;0.650;-0.650;-3.449;-0.50;-0.36;-0.01;0.05;-1.43;-17.94;-20.39;0.82
128;1;0.650;-0.750;-3.470;-0.37;-0.27;-0.02;-0.15;-1.08;-15.36;-19.29;-0.08
129;1;0.650;-0.850;-3.490;-0.28;-0.20;-0.02;-0.22;-0.82;-13.45;-18.40;-0.79
130;1;0.650;-0.950;-3.511;-0.22;-0.14;-0.02;-0.24;-0.62;-11.99;-17.68;-1.38
131;1;0.650;-1.050;-3.532;-0.19;-0.10;-0.02;-0.25;-0.45;-10.79;-17.12;-1.89
132;1;0.650;-1.150;-3.553;-0.17;-0.06;-0.02;-0.27;-0.30;-9.68;-16.68;-2.32
133;1;0.650;-1.250;-3.574;-0.15;-0.04;-0.03;-0.30;-0.20;-8.56;-16.32;-2.65
134;1;0.650;-1.350;-3.595;-0.13;-0.02;-0.03;-0.32;-0.13;-7.42;-15.98;-2.86
135;1;0.650;-1.450;-3.616;-0.10;-0.01;-0.03;-0.33;-0.07;-6.33;-15.60;-2.95
136;1;0.650;-1.550;-3.637;-0.08;-0.01;-0.03;-0.32;0.00;-5.38;-15.10;-2.93
137;1;0.650;-1.650;-3.658;-0.06;-0.01;-0.03;-0.31;0.07;-4.59;-14.52;-2.80
138;1;0.650;-1.750;-3.679;-0.04;-0.01;-0.04;-0.31;0.12;-3.91;-13.94;-2.56
139;1;0.650;-1.850;-3.700;-0.03;-0.02;-0.04;-0.31;0.17;-3.34;-13.38;-2.23
140;1;0.650;-1.950;-3.721;-0.02;-0.04;-0.04;-0.29;0.21;-2.84;-12.83;-1.85
141;1;0.750;-0.050;-3.348;-0.69;-1.23;1.01;4.67;-0.70;-45.94;-28.89;21.99
142;1;0.750;-0.150;-3.368;-0.64;-1.09;0.59;6.08;-2.61;-38.83;-30.44;13.37
143;1;0.750;-0.250;-3.388;-0.70;-0.81;0.32;4.23;-2.39;-31.70;-26.78;9.33
144;1;0.750;-0.350;-3.409;-0.67;-0.61;0.16;2.47;-2.00;-26.03;-24.04;6.47
145;1;0.750;-0.450;-3.429;-0.57;-0.46;0.07;1.29;-1.66;-21.54;-22.00;4.40
146;1;0.750;-0.550;-3.449;-0.46;-0.35;0.03;0.59;-1.33;-17.99;-20.40;2.87
147;1;0.750;-0.650;-3.470;-0.36;-0.27;0.00;0.21;-1.05;-15.29;-19.06;1.71
148;1;0.750;-0.750;-3.490;-0.28;-0.20;-0.01;0.02;-0.83;-13.34;-17.95;0.82
149;1;0.750;-0.850;-3.510;-0.24;-0.15;-0.01;-0.07;-0.64;-11.91;-17.08;0.10
150;1;0.750;-0.950;-3.530;-0.21;-0.11;-0.01;-0.12;-0.48;-10.72;-16.41;-0.52
151;1;0.750;-1.050;-3.551;-0.20;-0.07;-0.02;-0.16;-0.34;-9.59;-15.91;-1.04
152;1;0.750;-1.150;-3.571;-0.18;-0.05;-0.02;-0.20;-0.24;-8.44;-15.51;-1.44
153;1;0.750;-1.250;-3.591;-0.17;-0.03;-0.02;-0.23;-0.17;-7.26;-15.16;-1.74
154;1;0.750;-1.350;-3.612;-0.14;-0.02;-0.02;-0.26;-0.10;-6.14;-14.80;-1.93
155;1;0.750;-1.450;-3.632;-0.12;-0.01;-0.03;-0.28;-0.02;-5.15;-14.46;-2.03
156;1;0.750;-1.550;-3.652;-0.11;-0.01;-0.03;-0.28;0.06;-4.29;-14.13;-2.03
157;1;0.750;-1.650;-3.673;-0.09;-0.02;-0.03;-0.28;0.11;-3.54;-13.77;-1.92
158;1;0.750;-1.750;-3.693;-0.08;-0.03;-0.04;-0.28;0.15;-2.87;-13.35;-1.70
159;1;0.750;-1.850;-3.713;-0.06;-0.04;-0.04;-0.28;0.18;-2.29;-12.88;-1.37
160;1;0.750;-1.950;-3.734;-0.05;-0.05;-0.04;-0.28;0.20;-1.75;-12.38;-0.94
161;1;0.850;-0.050;-3.372;-0.34;-0.87;0.79;3.64;-0.64;-40.76;-27.77;21.60
162;1;0.850;-0.150;-3.392;-0.33;-0.77;0.46;4.75;-2.03;-33.73;-28.92;13.30
163;1;0.850;-0.250;-3.412;-0.41;-0.58;0.26;3.18;-1.66;-27.19;-25.60;9.51
164;1;0.850;-0.350;-3.431;-0.41;-0.43;0.13;1.88;-1.36;-22.17;-22.95;6.85
165;1;0.850;-0.450;-3.451;-0.37;-0.33;0.07;1.04;-1.15;-18.31;-20.90;4.91
166;1;0.850;-0.550;-3.471;-0.31;-0.25;0.03;0.53;-0.95;-15.41;-19.28;3.47
167;1;0.850;-0.650;-3.490;-0.27;-0.20;0.01;0.25;-0.78;-13.35;-17.97;2.38
168;1;0.850;-0.750;-3.510;-0.24;-0.15;0.00;0.10;-0.63;-11.87;-16.89;1.52
169;1;0.850;-0.850;-3.530;-0.22;-0.11;0.00;0.02;-0.49;-10.67;-16.06;0.80
170;1;0.850;-0.950;-3.550;-0.21;-0.08;-0.01;-0.04;-0.36;-9.53;-15.42;0.19
171;1;0.850;-1.050;-3.569;-0.20;-0.05;-0.01;-0.09;-0.27;-8.36;-14.93;-0.31
172;1;0.850;-1.150;-3.589;-0.19;-0.03;-0.01;-0.14;-0.19;-7.16;-14.53;-0.70
173;1;0.850;-1.250;-3.609;-0.18;-0.02;-0.02;-0.17;-0.12;-6.01;-14.16;-0.99
174;1;0.850;-1.350;-3.628;-0.16;-0.02;-0.02;-0.19;-0.04;-4.96;-13.81;-1.17
175;1;0.850;-1.450;-3.648;-0.14;-0.01;-0.02;-0.22;0.03;-4.01;-13.48;-1.26
176;1;0.850;-1.550;-3.668;-0.13;-0.02;-0.03;-0.24;0.09;-3.17;-13.19;-1.23
177;1;0.850;-1.650;-3.687;-0.11;-0.03;-0.03;-0.25;0.13;-2.42;-12.92;-1.09
178;1;0.850;-1.750;-3.707;-0.10;-0.04;-0.04;-0.25;0.17;-1.75;-12.61;-0.86
179;1;0.850;-1.850;-3.727;-0.09;-0.05;-0.04;-0.26;0.19;-1.16;-12.26;-0.53
180;1;0.850;-1.950;-3.746;-0.07;-0.07;-0.04;-0.27;0.21;-0.61;-11.89;-0.10
181;1;0.950;-0.050;-3.397;-0.13;-0.59;0.58;2.86;-0.57;-35.71;-26.50;20.84
182;1;0.950;-0.150;-3.416;-0.15;-0.52;0.33;3.65;-1.55;-28.97;-27.31;12.95
183;1;0.950;-0.250;-3.435;-0.23;-0.40;0.19;2.34;-1.20;-23.23;-24.48;9.52
184;1;0.950;-0.350;-3.454;-0.26;-0.30;0.10;1.39;-0.96;-18.95;-22.06;7.08
185;1;0.950;-0.450;-3.473;-0.24;-0.23;0.05;0.81;-0.81;-15.73;-20.01;5.25
186;1;0.950;-0.550;-3.492;-0.22;-0.18;0.02;0.45;-0.70;-13.46;-18.38;3.91
187;1;0.950;-0.650;-3.511;-0.21;-0.14;0.01;0.26;-0.58;-11.88;-17.11;2.91
188;1;0.950;-0.750;-3.530;-0.21;-0.11;0.01;0.15;-0.46;-10.66;-16.08;2.08
189;1;0.950;-0.850;-3.550;-0.21;-0.08;0.00;0.07;-0.36;-9.51;-15.27;1.37
190;1;0.950;-0.950;-3.569;-0.21;-0.06;0.00;0.01;-0.27;-8.32;-14.65;0.77
191;1;0.950;-1.050;-3.588;-0.20;-0.04;-0.01;-0.04;-0.20;-7.11;-14.13;0.28
192;1;0.950;-1.150;-3.607;-0.19;-0.03;-0.01;-0.08;-0.14;-5.92;-13.69;-0.11
193;1;0.950;-1.250;-3.626;-0.18;-0.02;-0.01;-0.12;-0.06;-4.82;-13.32;-0.38
194;1;0.950;-1.350;-3.645;-0.17;-0.02;-0.02;-0.14;0.01;-3.81;-12.99;-0.55
195;1;0.950;-1.450;-3.664;-0.16;-0.02;-0.02;-0.16;0.06;-2.88;-12.69;-0.61
196;1;0.950;-1.550;-3.683;-0.15;-0.03;-0.02;-0.19;0.10;-2.05;-12.41;-0.55
197;1;0.950;-1.650;-3.702;-0.13;-0.03;-0.03;-0.21;0.14;-1.31;-12.15;-0.39
198;1;0.950;-1.750;-3.721;-0.12;-0.05;-0.03;-0.22;0.18;-0.66;-11.89;-0.15
199;1;0.950;-1.850;-3.740;-0.11;-0.06;-0.03;-0.24;0.21;-0.10;-11.61;0.17
200;1;0.950;-1.950;-3.759;-0.10;-0.08;-0.03;-0.25;0.24;0.42;-11.31;0.56
201;1;1.050;-0.050;-3.422;0.00;-0.39;0.40;2.25;-0.47;-30.88;-25.08;19.80
202;1;1.050;-0.150;-3.440;-0.04;-0.33;0.22;2.71;-1.11;-24.69;-25.58;12.49
203;1;1.050;-0.250;-3.459;-0.13;-0.27;0.14;1.69;-0.91;-19.90;-23.28;9.46
204;1;1.050;-0.350;-3.477;-0.16;-0.21;0.08;1.03;-0.73;-16.32;-21.21;7.21
205;1;1.050;-0.450;-3.495;-0.17;-0.16;0.04;0.63;-0.60;-13.70;-19.28;5.51
206;1;1.050;-0.550;-3.514;-0.17;-0.12;0.02;0.39;-0.51;-11.94;-17.68;4.29
207;1;1.050;-0.650;-3.532;-0.18;-0.10;0.01;0.26;-0.42;-10.68;-16.44;3.35
208;1;1.050;-0.750;-3.551;-0.19;-0.07;0.01;0.18;-0.33;-9.53;-15.47;2.53
209;1;1.050;-0.850;-3.569;-0.20;-0.05;0.00;0.11;-0.26;-8.33;-14.67;1.81
210;1;1.050;-0.950;-3.588;-0.20;-0.04;0.00;0.05;-0.20;-7.10;-14.02;1.20
211;1;1.050;-1.050;-3.606;-0.20;-0.03;0.00;0.01;-0.14;-5.90;-13.48;0.72
212;1;1.050;-1.150;-3.625;-0.19;-0.02;-0.01;-0.03;-0.07;-4.76;-13.02;0.34
213;1;1.050;-1.250;-3.643;-0.19;-0.02;-0.01;-0.07;-0.01;-3.69;-12.64;0.08
214;1;1.050;-1.350;-3.661;-0.18;-0.02;-0.01;-0.10;0.05;-2.70;-12.33;-0.07
215;1;1.050;-1.450;-3.680;-0.17;-0.03;-0.02;-0.12;0.09;-1.80;-12.06;-0.11
216;1;1.050;-1.550;-3.698;-0.16;-0.03;-0.02;-0.14;0.13;-0.99;-11.82;-0.05
217;1;1.050;-1.650;-3.717;-0.15;-0.05;-0.02;-0.17;0.16;-0.29;-11.57;0.11
218;1;1.050;-1.750;-3.735;-0.14;-0.06;-0.03;-0.19;0.20;0.33;-11.33;0.36
219;1;1.050;-1.850;-3.754;-0.13;-0.08;-0.03;-0.20;0.23;0.87;-11.08;0.68
220;1;1.050;-1.950;-3.772;-0.12;-0.09;-0.03;-0.21;0.25;1.37;-10.82;1.06
221;1;1.150;-0.050;-3.446;0.07;-0.23;0.27;1.73;-0.33;-26.41;-23.41;18.51
222;1;1.150;-0.150;-3.464;0.02;-0.20;0.14;1.92;-0.72;-21.10;-23.94;12.04
223;1;1.150;-0.250;-3.482;-0.06;-0.16;0.10;1.25;-0.70;-17.15;-22.01;9.31
224;1;1.150;-0.350;-3.500;-0.10;-0.13;0.06;0.81;-0.57;-14.12;-20.34;7.24
225;1;1.150;-0.450;-3.518;-0.12;-0.10;0.04;0.52;-0.44;-12.06;-18.67;5.75
226;1;1.150;-0.550;-3.535;-0.13;-0.08;0.02;0.36;-0.36;-10.72;-17.15;4.64
227;1;1.150;-0.650;-3.553;-0.15;-0.06;0.02;0.27;-0.29;-9.58;-15.94;3.69
228;1;1.150;-0.750;-3.571;-0.17;-0.05;0.01;0.21;-0.23;-8.39;-15.00;2.85
229;1;1.150;-0.850;-3.589;-0.18;-0.03;0.01;0.15;-0.19;-7.14;-14.20;2.12
230;1;1.150;-0.950;-3.607;-0.19;-0.02;0.01;0.09;-0.13;-5.92;-13.50;1.52
231;1;1.150;-1.050;-3.625;-0.19;-0.02;0.00;0.04;-0.07;-4.76;-12.94;1.04
232;1;1.150;-1.150;-3.642;-0.19;-0.02;0.00;0.01;-0.01;-3.65;-12.48;0.67
233;1;1.150;-1.250;-3.660;-0.19;-0.02;-0.01;-0.03;0.04;-2.62;-12.10;0.41
234;1;1.150;-1.350;-3.678;-0.18;-0.03;-0.01;-0.06;0.08;-1.66;-11.80;0.27
235;1;1.150;-1.450;-3.696;-0.18;-0.03;-0.01;-0.09;0.12;-0.79;-11.55;0.23
236;1;1.150;-1.550;-3.714;-0.17;-0.04;-0.02;-0.11;0.16;-0.03;-11.33;0.30
237;1;1.150;-1.650;-3.731;-0.16;-0.06;-0.02;-0.13;0.19;0.66;-11.14;0.46
238;1;1.150;-1.750;-3.749;-0.15;-0.07;-0.02;-0.15;0.22;1.26;-10.93;0.71
239;1;1.150;-1.850;-3.767;-0.15;-0.09;-0.03;-0.17;0.24;1.79;-10.71;1.04
240;1;1.150;-1.950;-3.785;-0.14;-0.11;-0.03;-0.18;0.26;2.29;-10.47;1.42
241;1;1.250;-0.050;-3.471;0.12;-0.12;0.19;1.28;-0.18;-22.41;-21.41;17.06
242;1;1.250;-0.150;-3.488;0.06;-0.11;0.10;1.37;-0.38;-18.15;-22.64;11.60
243;1;1.250;-0.250;-3.505;-0.01;-0.09;0.07;1.00;-0.45;-14.66;-20.84;9.07
244;1;1.250;-0.350;-3.523;-0.05;-0.07;0.04;0.66;-0.39;-12.23;-19.40;7.28
245;1;1.250;-0.450;-3.540;-0.08;-0.06;0.03;0.45;-0.30;-10.78;-18.05;6.02
