Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
69;1;0.350;-0.850;-3.431;-0.40;0.09;-0.22;-1.60;-1.10;-15.38;-58.02;-13.81
70;1;0.350;-0.950;-3.454;-0.24;0.13;-0.20;-1.26;-0.78;-13.46;-55.18;-13.49
71;1;0.350;-1.050;-3.477;-0.14;0.15;-0.18;-0.95;-0.57;-11.83;-52.72;-13.00
72;1;0.350;-1.150;-3.500;-0.08;0.16;-0.16;-0.75;-0.41;-10.30;-50.30;-12.43
73;1;0.350;-1.250;-3.523;-0.04;0.15;-0.15;-0.66;-0.22;-8.87;-47.72;-11.89
74;1;0.350;-1.350;-3.545;-0.01;0.14;-0.13;-0.62;0.11;-7.83;-45.23;-11.45
75;1;0.350;-1.450;-3.568;0.01;0.13;-0.14;-0.58;0.46;-7.33;-43.39;-10.98
76;1;0.350;-1.550;-3.591;0.03;0.11;-0.15;-0.55;0.64;-7.20;-42.32;-10.36
77;1;0.350;-1.650;-3.614;0.05;0.09;-0.17;-0.54;0.54;-7.11;-41.34;-9.64
78;1;0.350;-1.750;-3.637;0.07;0.06;-0.17;-0.55;0.33;-6.91;-39.73;-8.85
79;1;0.350;-1.850;-3.660;0.10;0.04;-0.16;-0.65;0.20;-6.70;-37.46;-7.84
80;1;0.350;-1.950;-3.682;0.13;0.02;-0.14;-0.80;0.14;-6.47;-34.79;-6.56
81;1;0.450;-0.050;-3.274;-3.21;-2.75;0.72;15.32;-8.18;-74.83;-100.23;44.80
82;1;0.450;-0.150;-3.296;-3.44;-1.83;0.42;9.59;-8.26;-56.51;-95.56;30.98
83;1;0.450;-0.250;-3.318;-3.09;-1.11;0.23;4.73;-6.70;-41.52;-88.52;17.52
84;1;0.450;-0.350;-3.340;-2.46;-0.60;0.10;1.68;-4.99;-30.90;-80.45;7.03
85;1;0.450;-0.450;-3.362;-1.80;-0.28;0.00;0.00;-3.59;-23.60;-73.18;0.01
86;1;0.450;-0.550;-3.385;-1.25;-0.07;-0.07;-0.81;-2.50;-18.50;-67.13;-4.41
87;1;0.450;-0.650;-3.407;-0.82;0.06;-0.11;-1.04;-1.74;-14.90;-62.07;-7.06
88;1;0.450;-0.750;-3.429;-0.53;0.12;-0.13;-1.00;-1.24;-12.42;-57.84;-8.50
89;1;0.450;-0.850;-3.451;-0.34;0.15;-0.13;-0.87;-0.87;-10.70;-54.39;-9.15
90;1;0.450;-0.950;-3.473;-0.22;0.16;-0.13;-0.74;-0.56;-9.43;-51.68;-9.34
91;1;0.450;-1.050;-3.495;-0.15;0.16;-0.13;-0.62;-0.28;-8.34;-49.53;-9.32
92;1;0.450;-1.150;-3.518;-0.11;0.16;-0.13;-0.55;-0.03;-7.37;-47.69;-9.23
93;1;0.450;-1.250;-3.540;-0.08;0.15;-0.13;-0.47;0.19;-6.56;-45.87;-9.11
94;1;0.450;-1.350;-3.562;-0.06;0.13;-0.13;-0.40;0.34;-5.99;-43.91;-8.85
95;1;0.450;-1.450;-3.584;-0.05;0.10;-0.13;-0.44;0.36;-5.59;-41.82;-8.36
96;1;0.450;-1.550;-3.606;-0.02;0.08;-0.14;-0.58;0.35;-5.27;-39.89;-7.60
97;1;0.450;-1.650;-3.629;0.00;0.06;-0.14;-0.70;0.36;-4.96;-38.33;-6.65
98;1;0.450;-1.750;-3.651;0.03;0.04;-0.14;-0.71;0.37;-4.66;-36.94;-5.65
99;1;0.450;-1.850;-3.673;0.05;0.02;-0.14;-0.72;0.38;-4.41;-35.42;-4.70
100;1;0.450;-1.950;-3.695;0.07;-0.01;-0.13;-0.78;0.44;-4.34;-33.64;-3.71
101;1;0.550;-0.050;-3.298;-1.95;-1.85;0.96;11.58;-5.59;-65.56;-91.09;44.37
102;1;0.550;-0.150;-3.320;-2.16;-1.18;0.59;7.86;-5.34;-49.08;-85.02;31.62
103;1;0.550;-0.250;-3.341;-2.01;-0.65;0.35;4.52;-4.39;-35.46;-78.97;20.15
104;1;0.550;-0.350;-3.363;-1.65;-0.29;0.18;2.21;-3.36;-25.39;-72.85;10.96
105;1;0.550;-0.450;-3.385;-1.25;-0.07;0.07;0.80;-2.50;-18.50;-67.13;4.41
106;1;0.550;-0.550;-3.406;-0.89;0.07;0.00;0.00;-1.82;-13.89;-62.19;0.00
107;1;0.550;-0.650;-3.428;-0.60;0.14;-0.04;-0.36;-1.31;-10.85;-58.03;-2.87
108;1;0.550;-0.750;-3.449;-0.40;0.17;-0.07;-0.45;-0.94;-8.92;-54.47;-4.66
109;1;0.550;-0.850;-3.471;-0.28;0.17;-0.08;-0.43;-0.60;-7.70;-51.41;-5.72
110;1;0.550;-0.950;-3.492;-0.20;0.17;-0.08;-0.40;-0.27;-6.83;-48.90;-6.31
111;1;0.550;-1.050;-3.514;-0.16;0.16;-0.09;-0.39;0.02;-6.09;-46.89;-6.62
112;1;0.550;-1.150;-3.535;-0.14;0.15;-0.10;-0.40;0.26;-5.41;-45.26;-6.75
113;1;0.550;-1.250;-3.557;-0.13;0.13;-0.11;-0.40;0.40;-4.76;-43.81;-6.71
114;1;0.550;-1.350;-3.579;-0.12;0.11;-0.12;-0.42;0.40;-4.15;-42.33;-6.43
115;1;0.550;-1.450;-3.600;-0.10;0.09;-0.13;-0.47;0.30;-3.60;-40.56;-5.91
116;1;0.550;-1.550;-3.622;-0.07;0.06;-0.13;-0.55;0.24;-3.15;-38.56;-5.16
117;1;0.550;-1.650;-3.643;-0.04;0.04;-0.12;-0.63;0.29;-2.84;-36.65;-4.25
118;1;0.550;-1.750;-3.665;-0.02;0.01;-0.12;-0.68;0.39;-2.65;-35.05;-3.25
119;1;0.550;-1.850;-3.686;0.00;-0.01;-0.11;-0.69;0.47;-2.60;-33.61;-2.32
120;1;0.550;-1.950;-3.708;0.02;-0.04;-0.10;-0.68;0.58;-2.73;-32.19;-1.46
121;1;0.650;-0.050;-3.323;-1.15;-1.25;1.00;9.09;-4.15;-57.77;-84.34;43.10
122;1;0.650;-0.150;-3.344;-1.32;-0.74;0.65;6.46;-3.66;-42.67;-77.68;31.17
123;1;0.650;-0.250;-3.365;-1.26;-0.34;0.39;3.99;-2.94;-30.25;-71.72;21.00
124;1;0.650;-0.350;-3.386;-1.06;-0.09;0.22;2.18;-2.28;-21.12;-66.59;12.99
125;1;0.650;-0.450;-3.407;-0.82;0.06;0.11;1.03;-1.74;-14.91;-62.08;7.07
126;1;0.650;-0.550;-3.428;-0.60;0.14;0.04;0.36;-1.31;-10.85;-58.03;2.87
127;1;0.650;-0.650;-3.449;-0.43;0.18;0.00;0.00;-0.96;-8.32;-54.49;0.00
128;1;0.650;-0.750;-3.470;-0.31;0.18;-0.03;-0.15;-0.61;-6.82;-51.44;-1.93
129;1;0.650;-0.850;-3.490;-0.23;0.18;-0.04;-0.20;-0.26;-5.87;-48.85;-3.22
130;1;0.650;-0.950;-3.511;-0.20;0.16;-0.06;-0.22;0.05;-5.15;-46.67;-4.06
131;1;0.650;-1.050;-3.532;-0.18;0.15;-0.07;-0.25;0.28;-4.47;-44.83;-4.53
132;1;0.650;-1.150;-3.553;-0.18;0.13;-0.08;-0.29;0.40;-3.76;-43.27;-4.72
133;1;0.650;-1.250;-3.574;-0.17;0.11;-0.10;-0.35;0.42;-3.04;-41.87;-4.68
134;1;0.650;-1.350;-3.595;-0.16;0.09;-0.11;-0.44;0.39;-2.37;-40.57;-4.43
135;1;0.650;-1.450;-3.616;-0.14;0.06;-0.11;-0.50;0.37;-1.83;-39.24;-3.99
136;1;0.650;-1.550;-3.637;-0.12;0.04;-0.12;-0.51;0.38;-1.46;-37.79;-3.39
137;1;0.650;-1.650;-3.658;-0.10;0.01;-0.11;-0.53;0.41;-1.25;-36.23;-2.64
138;1;0.650;-1.750;-3.679;-0.08;-0.02;-0.11;-0.58;0.45;-1.21;-34.65;-1.76
139;1;0.650;-1.850;-3.700;-0.06;-0.05;-0.10;-0.62;0.49;-1.29;-33.13;-0.81
140;1;0.650;-1.950;-3.721;-0.04;-0.09;-0.10;-0.60;0.52;-1.46;-31.61;0.12
141;1;0.750;-0.050;-3.348;-0.62;-0.83;0.93;7.30;-3.30;-51.04;-78.84;41.15
142;1;0.750;-0.150;-3.368;-0.77;-0.44;0.62;5.25;-2.68;-37.10;-72.20;29.91
143;1;0.750;-0.250;-3.388;-0.75;-0.15;0.38;3.34;-2.02;-25.90;-66.42;20.78
144;1;0.750;-0.350;-3.409;-0.66;0.02;0.23;1.92;-1.58;-17.86;-61.71;13.76
145;1;0.750;-0.450;-3.429;-0.53;0.12;0.13;0.99;-1.24;-12.43;-57.84;8.51
146;1;0.750;-0.550;-3.449;-0.40;0.17;0.07;0.44;-0.94;-8.93;-54.47;4.66
147;1;0.750;-0.650;-3.470;-0.31;0.18;0.03;0.15;-0.61;-6.82;-51.44;1.93
148;1;0.750;-0.750;-3.490;-0.25;0.18;0.00;0.00;-0.25;-5.55;-48.81;0.00
149;1;0.750;-0.850;-3.510;-0.22;0.17;-0.02;-0.08;0.07;-4.66;-46.60;-1.36
150;1;0.750;-0.950;-3.530;-0.21;0.15;-0.04;-0.13;0.30;-3.86;-44.72;-2.30
151;1;0.750;-1.050;-3.551;-0.21;0.13;-0.05;-0.18;0.41;-3.05;-43.09;-2.87
152;1;0.750;-1.150;-3.571;-0.22;0.11;-0.07;-0.23;0.43;-2.23;-41.63;-3.11
153;1;0.750;-1.250;-3.591;-0.21;0.08;-0.08;-0.30;0.40;-1.47;-40.27;-3.10
154;1;0.750;-1.350;-3.612;-0.20;0.06;-0.09;-0.39;0.41;-0.85;-38.99;-2.90
155;1;0.750;-1.450;-3.632;-0.18;0.03;-0.10;-0.45;0.46;-0.40;-37.86;-2.53
156;1;0.750;-1.550;-3.652;-0.17;0.00;-0.10;-0.48;0.51;-0.11;-36.82;-1.99
157;1;0.750;-1.650;-3.673;-0.15;-0.03;-0.11;-0.49;0.52;0.03;-35.70;-1.31
158;1;0.750;-1.750;-3.693;-0.14;-0.06;-0.11;-0.52;0.51;0.05;-34.42;-0.52
159;1;0.750;-1.850;-3.713;-0.12;-0.10;-0.10;-0.56;0.51;-0.05;-33.04;0.41
160;1;0.750;-1.950;-3.734;-0.10;-0.13;-0.10;-0.59;0.49;-0.19;-31.56;1.41
161;1;0.850;-0.050;-3.372;-0.28;-0.53;0.80;5.89;-2.71;-45.09;-73.95;38.76
162;1;0.850;-0.150;-3.392;-0.42;-0.23;0.54;4.18;-2.10;-32.23;-67.60;28.11
163;1;0.850;-0.250;-3.412;-0.44;-0.02;0.35;2.67;-1.46;-22.33;-62.47;19.97
164;1;0.850;-0.350;-3.431;-0.40;0.09;0.22;1.59;-1.10;-15.40;-58.03;13.81
165;1;0.850;-0.450;-3.451;-0.34;0.15;0.13;0.87;-0.87;-10.71;-54.40;9.15
166;1;0.850;-0.550;-3.471;-0.28;0.17;0.08;0.43;-0.60;-7.71;-51.42;5.72
167;1;0.850;-0.650;-3.490;-0.23;0.18;0.04;0.19;-0.26;-5.88;-48.85;3.22
168;1;0.850;-0.750;-3.510;-0.22;0.17;0.02;0.07;0.07;-4.66;-46.60;1.36
169;1;0.850;-0.850;-3.530;-0.22;0.15;0.00;0.00;0.31;-3.64;-44.66;0.00
170;1;0.850;-0.950;-3.550;-0.23;0.13;-0.02;-0.06;0.42;-2.66;-42.98;-0.95
171;1;0.850;-1.050;-3.569;-0.24;0.11;-0.03;-0.12;0.45;-1.71;-41.47;-1.55
172;1;0.850;-1.150;-3.589;-0.25;0.08;-0.05;-0.19;0.43;-0.84;-40.13;-1.85
173;1;0.850;-1.250;-3.609;-0.24;0.06;-0.06;-0.25;0.44;-0.11;-38.89;-1.89
174;1;0.850;-1.350;-3.628;-0.23;0.03;-0.07;-0.31;0.47;0.46;-37.73;-1.72
175;1;0.850;-1.450;-3.648;-0.23;0.00;-0.08;-0.37;0.51;0.88;-36.67;-1.34
176;1;0.850;-1.550;-3.668;-0.22;-0.03;-0.09;-0.43;0.53;1.15;-35.70;-0.80
177;1;0.850;-1.650;-3.687;-0.20;-0.06;-0.09;-0.47;0.54;1.30;-34.77;-0.11
178;1;0.850;-1.750;-3.707;-0.19;-0.10;-0.10;-0.50;0.54;1.32;-33.76;0.68
179;1;0.850;-1.850;-3.727;-0.17;-0.14;-0.09;-0.54;0.53;1.24;-32.65;1.57
180;1;0.850;-1.950;-3.746;-0.15;-0.18;-0.09;-0.59;0.53;1.10;-31.41;2.56
181;1;0.950;-0.050;-3.397;-0.08;-0.32;0.64;4.72;-2.20;-39.72;-69.40;36.17
182;1;0.950;-0.150;-3.416;-0.20;-0.09;0.44;3.27;-1.71;-27.90;-63.31;26.04
183;1;0.950;-0.250;-3.435;-0.24;0.05;0.30;2.05;-1.13;-19.38;-59.12;18.91
184;1;0.950;-0.350;-3.454;-0.24;0.13;0.20;1.25;-0.78;-13.48;-55.18;13.48
185;1;0.950;-0.450;-3.473;-0.22;0.16;0.13;0.74;-0.56;-9.44;-51.68;9.34
186;1;0.950;-0.550;-3.492;-0.20;0.17;0.08;0.40;-0.27;-6.84;-48.91;6.30
187;1;0.950;-0.650;-3.511;-0.20;0.16;0.06;0.22;0.05;-5.16;-46.67;4.05
188;1;0.950;-0.750;-3.530;-0.21;0.15;0.04;0.12;0.30;-3.86;-44.72;2.30
189;1;0.950;-0.850;-3.550;-0.23;0.13;0.02;0.06;0.42;-2.66;-42.98;0.95
190;1;0.950;-0.950;-3.569;-0.25;0.11;0.00;0.00;0.45;-1.53;-41.44;0.00
191;1;0.950;-1.050;-3.588;-0.26;0.08;-0.02;-0.06;0.45;-0.51;-40.05;-0.61
192;1;0.950;-1.150;-3.607;-0.27;0.06;-0.03;-0.13;0.45;0.36;-38.79;-0.93
193;1;0.950;-1.250;-3.626;-0.27;0.03;-0.05;-0.19;0.49;1.08;-37.69;-0.98
194;1;0.950;-1.350;-3.645;-0.27;0.00;-0.06;-0.24;0.51;1.65;-36.70;-0.81
195;1;0.950;-1.450;-3.664;-0.26;-0.03;-0.07;-0.30;0.52;2.08;-35.74;-0.43
196;1;0.950;-1.550;-3.683;-0.25;-0.06;-0.07;-0.36;0.53;2.36;-34.80;0.13
197;1;0.950;-1.650;-3.702;-0.24;-0.10;-0.08;-0.42;0.54;2.50;-33.91;0.84
198;1;0.950;-1.750;-3.721;-0.22;-0.14;-0.08;-0.47;0.55;2.52;-33.03;1.64
199;1;0.950;-1.850;-3.740;-0.21;-0.17;-0.08;-0.50;0.56;2.44;-32.10;2.51
200;1;0.950;-1.950;-3.759;-0.19;-0.21;-0.08;-0.54;0.59;2.29;-31.09;3.45
201;1;1.050;-0.050;-3.422;0.05;-0.17;0.49;3.78;-1.74;-34.80;-65.11;33.42
202;1;1.050;-0.150;-3.440;-0.06;0.00;0.34;2.50;-1.34;-24.06;-59.22;23.99
203;1;1.050;-0.250;-3.459;-0.12;0.10;0.25;1.50;-0.91;-16.91;-55.92;17.80
204;1;1.050;-0.350;-3.477;-0.14;0.15;0.18;0.94;-0.57;-11.85;-52.72;13.00
205;1;1.050;-0.450;-3.495;-0.15;0.16;0.13;0.62;-0.28;-8.35;-49.54;9.31
206;1;1.050;-0.550;-3.514;-0.16;0.16;0.09;0.39;0.02;-6.10;-46.90;6.61
207;1;1.050;-0.650;-3.532;-0.18;0.15;0.07;0.25;0.28;-4.47;-44.84;4.53
208;1;1.050;-0.750;-3.551;-0.21;0.13;0.05;0.17;0.41;-3.05;-43.09;2.87
209;1;1.050;-0.850;-3.569;-0.24;0.11;0.03;0.12;0.45;-1.71;-41.47;1.55
210;1;1.050;-0.950;-3.588;-0.26;0.08;0.02;0.06;0.45;-0.51;-40.05;0.61
211;1;1.050;-1.050;-3.606;-0.28;0.06;0.00;0.00;0.46;0.52;-38.80;0.00
212;1;1.050;-1.150;-3.625;-0.29;0.03;-0.02;-0.06;0.49;1.39;-37.68;-0.32
213;1;1.050;-1.250;-3.643;-0.29;0.00;-0.03;-0.12;0.52;2.12;-36.70;-0.38
214;1;1.050;-1.350;-3.661;-0.29;-0.03;-0.04;-0.19;0.54;2.70;-35.83;-0.21
215;1;1.050;-1.450;-3.680;-0.29;-0.07;-0.05;-0.24;0.54;3.13;-35.02;0.16
216;1;1.050;-1.550;-3.698;-0.29;-0.10;-0.06;-0.30;0.55;3.41;-34.21;0.72
217;1;1.050;-1.650;-3.717;-0.27;-0.14;-0.06;-0.35;0.56;3.54;-33.39;1.42
218;1;1.050;-1.750;-3.735;-0.26;-0.17;-0.07;-0.41;0.57;3.55;-32.59;2.24
219;1;1.050;-1.850;-3.754;-0.25;-0.21;-0.07;-0.45;0.58;3.49;-31.74;3.12
220;1;1.050;-1.950;-3.772;-0.23;-0.25;-0.07;-0.47;0.60;3.39;-30.85;4.04
221;1;1.150;-0.050;-3.446;0.13;-0.05;0.37;3.01;-1.33;-30.19;-60.91;30.50
222;1;1.150;-0.150;-3.464;0.02;0.06;0.26;1.84;-0.91;-20.76;-55.67;22.17
223;1;1.150;-0.250;-3.482;-0.05;0.12;0.21;1.11;-0.72;-14.71;-52.76;16.66
224;1;1.150;-0.350;-3.500;-0.08;0.16;0.16;0.75;-0.41;-10.31;-50.31;12.42
225;1;1.150;-0.450;-3.518;-0.11;0.16;0.13;0.54;-0.03;-7.38;-47.69;9.23
226;1;1.150;-0.550;-3.535;-0.14;0.15;0.10;0.39;0.26;-5.42;-45.26;6.74
227;1;1.150;-0.650;-3.553;-0.18;0.13;0.08;0.29;0.40;-3.77;-43.27;4.72
228;1;1.150;-0.750;-3.571;-0.22;0.11;0.07;0.23;0.43;-2.24;-41.63;3.11
229;1;1.150;-0.850;-3.589;-0.25;0.08;0.05;0.19;0.43;-0.84;-40.13;1.85
230;1;1.150;-0.950;-3.607;-0.27;0.06;0.03;0.13;0.45;0.36;-38.79;0.93
231;1;1.150;-1.050;-3.625;-0.29;0.03;0.02;0.06;0.49;1.39;-37.68;0.33
232;1;1.150;-1.150;-3.642;-0.30;0.00;0.00;0.00;0.53;2.27;-36.72;0.00
233;1;1.150;-1.250;-3.660;-0.31;-0.03;-0.01;-0.06;0.54;3.00;-35.87;-0.07
234;1;1.150;-1.350;-3.678;-0.32;-0.07;-0.03;-0.12;0.56;3.58;-35.12;0.10
235;1;1.150;-1.450;-3.696;-0.32;-0.10;-0.04;-0.18;0.57;4.00;-34.42;0.46
236;1;1.150;-1.550;-3.714;-0.31;-0.14;-0.05;-0.24;0.58;4.28;-33.77;1.00
237;1;1.150;-1.650;-3.731;-0.31;-0.18;-0.05;-0.29;0.59;4.43;-33.12;1.70
238;1;1.150;-1.750;-3.749;-0.30;-0.21;-0.06;-0.34;0.59;4.46;-32.42;2.53
239;1;1.150;-1.850;-3.767;-0.29;-0.25;-0.06;-0.39;0.60;4.43;-31.65;3.44
240;1;1.150;-1.950;-3.785;-0.28;-0.29;-0.06;-0.41;0.59;4.39;-30.81;4.38
241;1;1.250;-0.050;-3.471;0.19;0.05;0.29;2.37;-0.95;-25.86;-56.53;27.42
242;1;1.250;-0.150;-3.488;0.07;0.11;0.22;1.47;-0.45;-17.91;-52.99;20.57
243;1;1.250;-0.250;-3.505;0.00;0.14;0.18;1.01;-0.48;-12.58;-49.80;15.56
244;1;1.250;-0.350;-3.523;-0.04;0.15;0.15;0.66;-0.22;-8.89;-47.73;11.89
245;1;1.250;-0.450;-3.540;-0.08;0.15;0.13;0.47;0.19;-6.57;-45.88;9.11
246;1;1.250;-0.550;-3.557;-0.13;0.13;0.11;0.40;0.40;-4.78;-43.82;6.70
247;1;1.250;-0.650;-3.574;-0.17;0.11;0.10;0.35;0.42;-3.05;-41.87;4.67
248;1;1.250;-0.750;-3.591;-0.21;0.08;0.08;0.30;0.40;-1.48;-40.27;3.10
249;1;1.250;-0.850;-3.609;-0.24;0.06;0.06;0.25;0.44;-0.12;-38.89;1.89
