205	-0.28	1.25	-1.82	0.00	0.03	0.02
205	-0.28	7.07	-1.65	0.00	0.04	0.02
206	-0.17	5.99	-2.06	0.00	0.03	0.03
206	-0.17	1.04	-2.26	-0.00	0.03	0.03
206	-0.30	1.04	-2.18	0.00	0.03	0.03
206	-0.30	5.99	-1.99	0.00	0.03	0.03
207	-0.13	4.72	-2.39	-0.00	0.02	0.03
207	-0.13	0.80	-2.62	-0.00	0.02	0.03
207	-0.32	0.80	-2.55	-0.00	0.02	0.03
207	-0.32	4.72	-2.32	0.00	0.03	0.03
208	-0.11	3.24	-2.72	-0.00	0.01	0.03
208	-0.11	0.55	-2.99	-0.01	0.01	0.03
208	-0.30	0.55	-2.92	-0.01	0.01	0.03
208	-0.30	3.24	-2.65	-0.00	0.02	0.03
209	-0.11	1.54	-3.06	-0.01	-0.01	0.03
209	-0.11	0.24	-3.33	-0.02	-0.00	0.03
209	-0.31	0.24	-3.27	-0.01	0.01	0.03
209	-0.31	1.54	-3.00	-0.00	0.01	0.03
210	-0.01	-0.69	-3.64	-0.01	-0.02	0.02
210	-0.01	-0.12	-4.20	-0.03	-0.02	0.03
210	-0.37	-0.12	-3.90	-0.02	-0.01	0.03
210	-0.37	-0.69	-3.33	-0.01	-0.00	0.03
211	-6.71	-5.59	-5.93	-0.02	-0.04	0.02
211	-6.71	1.44	-5.92	-0.05	-0.04	0.03
211	-0.34	1.44	-5.58	-0.03	-0.03	0.03
211	-0.34	-5.59	-5.58	-0.01	-0.02	0.02
212	-11.21	-0.14	-3.26	-0.02	-0.04	0.02
212	-11.21	2.24	-3.09	-0.06	-0.05	0.03
212	-6.08	2.24	-4.26	-0.05	-0.04	0.02
212	-6.08	-0.14	-4.43	-0.02	-0.03	0.02
213	-6.00	-0.58	2.96	-0.02	-0.04	0.03
213	-6.00	2.07	2.63	-0.05	-0.04	0.03
213	-11.27	2.07	1.45	-0.06	-0.05	0.03
213	-11.27	-0.58	1.78	-0.02	-0.04	0.03
214	-0.20	-6.91	4.14	-0.02	-0.03	0.03
214	-0.20	0.89	3.96	-0.04	-0.03	0.02
214	-6.75	0.89	4.30	-0.05	-0.04	0.02
214	-6.75	-6.91	4.48	-0.02	-0.04	0.03
215	-0.21	-2.98	1.89	-0.02	-0.02	0.02
215	-0.21	-1.06	2.28	-0.03	-0.02	0.02
215	-0.01	-1.06	2.59	-0.04	-0.03	0.02
215	-0.01	-2.98	2.20	-0.02	-0.03	0.02
216	-0.58	-1.86	1.54	-0.02	-0.01	0.02
216	-0.58	-1.07	1.62	-0.03	-0.01	0.02
216	-0.09	-1.07	1.66	-0.03	-0.01	0.02
216	-0.09	-1.86	1.57	-0.02	-0.02	0.02
217	-0.52	-1.13	1.43	-0.03	-0.01	0.02
217	-0.52	-1.17	1.39	-0.02	-0.01	0.02
217	-1.46	-1.17	1.22	-0.03	-0.01	0.02
217	-1.46	-1.13	1.26	-0.03	-0.01	0.02
218	-2.06	-0.81	1.56	-0.03	-0.01	0.02
218	-1.37	-0.67	1.05	-0.03	-0.01	0.02
218	-1.72	-2.44	1.44	-0.03	-0.01	0.02
300	-0.48	1.78	-0.22	0.01	0.04	0.00
300	-0.48	-1.30	-0.22	0.00	0.03	0.00
300	-0.48	-1.30	-0.15	0.00	0.03	0.00
300	-0.48	1.78	-0.15	0.01	0.04	0.00
301	-0.49	1.73	-0.59	0.01	0.04	0.01
301	-0.49	-1.28	-0.59	0.00	0.03	0.01
301	-0.48	-1.28	-0.52	0.00	0.03	0.01
301	-0.48	1.73	-0.51	0.01	0.04	0.01
302	-0.50	1.65	-0.96	0.01	0.04	0.01
302	-0.50	-1.24	-0.97	0.00	0.03	0.01
302	-0.49	-1.24	-0.89	0.00	0.03	0.01
302	-0.49	1.65	-0.88	0.01	0.04	0.01
303	-0.52	1.52	-1.33	0.00	0.03	0.02
303	-0.52	-1.18	-1.34	0.00	0.03	0.02
303	-0.51	-1.18	-1.27	0.00	0.03	0.01
303	-0.51	1.52	-1.26	0.01	0.04	0.01
304	-0.54	1.35	-1.72	0.00	0.03	0.02
304	-0.54	-1.08	-1.73	0.00	0.03	0.02
304	-0.53	-1.08	-1.65	0.00	0.03	0.02
304	-0.53	1.35	-1.64	0.00	0.03	0.02
305	-0.56	1.16	-2.11	0.00	0.03	0.02
305	-0.56	-0.95	-2.12	-0.00	0.02	0.02
305	-0.55	-0.95	-2.04	0.00	0.03	0.02
305	-0.55	1.16	-2.03	0.00	0.03	0.02
306	-0.56	0.95	-2.50	-0.00	0.02	0.03
306	-0.56	-0.78	-2.50	-0.00	0.02	0.03
306	-0.56	-0.78	-2.43	-0.00	0.02	0.03
306	-0.56	0.95	-2.42	0.00	0.03	0.02
307	-0.54	0.72	-2.89	-0.01	0.01	0.03
307	-0.54	-0.57	-2.89	-0.01	0.01	0.03
307	-0.56	-0.57	-2.82	-0.00	0.02	0.03
307	-0.56	0.72	-2.81	-0.00	0.02	0.03
308	-0.53	0.48	-3.28	-0.01	0.01	0.03
308	-0.53	-0.32	-3.29	-0.01	0.01	0.03
308	-0.54	-0.32	-3.21	-0.01	0.01	0.03
308	-0.54	0.48	-3.20	-0.00	0.02	0.03
309	-0.60	0.16	-3.73	-0.02	-0.01	0.03
309	-0.60	-0.01	-3.77	-0.02	-0.00	0.03
309	-0.52	-0.01	-3.65	-0.01	0.01	0.03
309	-0.52	0.16	-3.62	-0.01	0.01	0.03
310	-2.18	-0.36	-4.49	-0.03	-0.02	0.03
310	-2.18	0.76	-4.41	-0.03	-0.02	0.03
310	-0.57	0.76	-4.26	-0.02	-0.00	0.03
310	-0.57	-0.36	-4.34	-0.02	-0.00	0.03
311	-4.47	1.46	-4.24	-0.05	-0.05	0.03
311	-4.47	1.64	-3.88	-0.03	-0.03	0.03
311	-1.91	1.64	-4.21	-0.03	-0.02	0.03
311	-1.91	1.46	-4.57	-0.03	-0.02	0.03
312	-5.33	2.92	-2.23	-0.06	-0.05	0.02
312	-5.33	2.23	-1.98	-0.03	-0.04	0.03
312	-4.26	2.23	-2.41	-0.03	-0.03	0.03
312	-4.26	2.92	-2.66	-0.05	-0.04	0.03
313	-4.21	2.75	0.73	-0.05	-0.04	0.02
313	-4.21	2.21	0.43	-0.03	-0.04	0.02
313	-5.35	2.21	0.00	-0.03	-0.04	0.02
313	-5.35	2.75	0.29	-0.06	-0.05	0.02
314	-1.81	0.93	2.63	-0.04	-0.02	0.02
314	-1.81	1.57	2.22	-0.03	-0.02	0.02
314	-4.45	1.57	1.89	-0.03	-0.03	0.02
314	-4.45	0.93	2.30	-0.05	-0.05	0.02
315	-0.53	-1.28	2.37	-0.03	-0.01	0.02
315	-0.53	0.65	2.23	-0.03	-0.01	0.02
315	-2.12	0.65	2.39	-0.03	-0.02	0.02
315	-2.12	-1.28	2.53	-0.04	-0.03	0.02
316	-0.79	-1.11	1.65	-0.03	-0.01	0.02
316	-0.79	-0.18	1.64	-0.03	-0.01	0.02
316	-0.60	-0.18	1.74	-0.03	-0.01	0.02
316	-0.60	-1.11	1.74	-0.03	-0.02	0.02
317	-0.80	-1.12	1.40	-0.03	-0.01	0.02
317	-1.29	-1.12	1.30	-0.03	-0.01	0.02
317	-1.36	-0.53	1.29	-0.03	-0.01	0.02
317	-0.84	-0.52	1.40	-0.03	-0.01	0.02
318	-1.46	-1.44	1.41	-0.03	-0.01	0.02
318	-1.82	-0.53	1.32	-0.02	-0.01	0.02
318	-1.22	-0.42	1.04	-0.03	-0.01	0.02
319	-1.72	-0.67	1.31	-0.03	-0.01	0.02
319	-2.17	-0.89	1.64	-0.03	-0.01	0.02
319	-2.30	-0.93	1.67	-0.02	-0.01	0.02
319	-1.80	-0.70	1.34	-0.02	-0.01	0.02
400	-0.79	-1.33	-0.21	0.00	0.03	0.00
400	-0.79	-4.35	-0.21	-0.01	0.02	0.00
400	-0.78	-4.35	-0.14	-0.01	0.02	0.00
400	-0.78	-1.33	-0.14	0.00	0.03	0.00
401	-0.81	-1.32	-0.57	0.00	0.03	0.01
401	-0.81	-4.28	-0.56	-0.01	0.02	0.01
401	-0.78	-4.28	-0.48	-0.01	0.02	0.01
401	-0.78	-1.32	-0.50	0.00	0.03	0.01
402	-0.83	-1.28	-0.92	0.00	0.03	0.01
402	-0.83	-4.12	-0.90	-0.01	0.02	0.01
402	-0.79	-4.12	-0.83	-0.01	0.02	0.01
402	-0.79	-1.28	-0.85	0.00	0.03	0.01
403	-0.86	-1.22	-1.28	0.00	0.03	0.02
403	-0.86	-3.89	-1.25	-0.01	0.02	0.02
403	-0.80	-3.89	-1.18	-0.01	0.02	0.01
403	-0.80	-1.22	-1.21	0.00	0.03	0.01
404	-0.89	-1.12	-1.63	0.00	0.02	0.02
404	-0.89	-3.56	-1.59	-0.01	0.02	0.02
404	-0.82	-3.56	-1.52	-0.01	0.02	0.02
404	-0.82	-1.12	-1.56	0.00	0.03	0.02
405	-0.91	-1.00	-1.99	-0.00	0.02	0.02
405	-0.91	-3.14	-1.94	-0.01	0.02	0.02
405	-0.83	-3.14	-1.87	-0.01	0.02	0.02
405	-0.83	-1.00	-1.92	0.00	0.02	0.02
406	-0.91	-0.83	-2.34	-0.00	0.02	0.03
406	-0.91	-2.62	-2.28	-0.01	0.01	0.03
406	-0.84	-2.62	-2.21	-0.01	0.01	0.03
406	-0.84	-0.83	-2.27	-0.00	0.02	0.02
407	-0.90	-0.62	-2.69	-0.01	0.01	0.03
407	-0.90	-1.98	-2.61	-0.01	0.01	0.03
407	-0.83	-1.98	-2.54	-0.01	0.01	0.03
407	-0.83	-0.62	-2.62	-0.00	0.02	0.03
408	-0.91	-0.38	-3.04	-0.01	0.01	0.03
408	-0.91	-1.19	-2.95	-0.02	0.00	0.03
408	-0.80	-1.19	-2.88	-0.02	0.01	0.03
408	-0.80	-0.38	-2.97	-0.01	0.01	0.03
409	-1.23	-0.10	-3.42	-0.02	-0.00	0.03
409	-1.23	-0.17	-3.29	-0.02	-0.00	0.03
409	-0.77	-0.17	-3.22	-0.02	0.00	0.03
409	-0.77	-0.10	-3.35	-0.01	0.01	0.03
410	-1.90	0.72	-3.52	-0.03	-0.02	0.03
410	-1.90	1.02	-3.30	-0.03	-0.02	0.03
410	-1.03	1.02	-3.35	-0.02	-0.01	0.03
410	-1.03	0.72	-3.57	-0.02	-0.00	0.03
411	-2.64	1.79	-2.97	-0.03	-0.03	0.03
411	-2.64	2.15	-2.78	-0.03	-0.02	0.03
411	-1.68	2.15	-2.92	-0.03	-0.02	0.03
411	-1.68	1.79	-3.11	-0.03	-0.02	0.03
412	-2.95	2.57	-1.63	-0.03	-0.04	0.03
412	-2.95	2.97	-1.57	-0.03	-0.03	0.03
412	-2.48	2.97	-1.88	-0.03	-0.03	0.03
412	-2.48	2.57	-1.94	-0.03	-0.03	0.03
413	-2.47	2.55	-0.06	-0.03	-0.03	0.02
413	-2.47	3.11	-0.11	-0.03	-0.03	0.02
413	-2.94	3.11	-0.41	-0.03	-0.03	0.02
413	-2.94	2.55	-0.36	-0.03	-0.04	0.02
414	-1.65	1.72	1.10	-0.03	-0.02	0.02
414	-1.65	2.59	0.92	-0.03	-0.02	0.02
414	-2.60	2.59	0.78	-0.03	-0.03	0.02
414	-2.60	1.72	0.96	-0.03	-0.03	0.02
415	-1.05	0.61	1.53	-0.03	-0.01	0.01
415	-1.05	1.78	1.33	-0.03	-0.01	0.01
415	-1.84	1.78	1.28	-0.03	-0.02	0.02
415	-1.84	0.61	1.48	-0.03	-0.02	0.02
416	-0.95	-0.25	1.31	-0.03	-0.01	0.02
416	-0.95	0.98	1.20	-0.03	-0.01	0.01
416	-1.22	0.98	1.27	-0.03	-0.01	0.01
416	-1.22	-0.25	1.38	-0.03	-0.01	0.02
417	-1.21	-0.51	1.26	-0.03	-0.01	0.02
417	-1.55	-0.53	1.30	-0.03	-0.01	0.01
417	-1.18	0.45	0.99	-0.03	-0.01	0.01
417	-0.94	0.45	0.87	-0.03	-0.01	0.01
418	-1.57	-0.47	1.27	-0.03	-0.01	0.02
418	-2.00	-0.52	1.36	-0.02	-0.01	0.02
418	-1.52	0.08	1.08	-0.03	-0.01	0.01
418	-1.23	0.10	0.94	-0.03	-0.01	0.01
419	-1.99	-0.84	1.28	-0.02	-0.01	0.02
419	-2.86	-0.89	1.47	-0.02	-0.01	0.02
419	-2.16	-0.39	1.34	-0.03	-0.01	0.02
419	-1.58	-0.39	1.12	-0.02	-0.01	0.02
500	-1.09	-4.31	-0.17	-0.01	0.02	0.00
500	-1.09	-4.40	-0.17	-0.01	0.02	0.00
500	-1.07	-4.40	-0.11	-0.01	0.02	0.00
500	-1.07	-4.31	-0.12	-0.01	0.02	0.00
501	-1.10	-4.24	-0.46	-0.01	0.02	0.01
501	-1.10	-4.31	-0.44	-0.01	0.01	0.01
501	-1.07	-4.31	-0.38	-0.01	0.02	0.01
501	-1.07	-4.24	-0.41	-0.01	0.02	0.01
502	-1.13	-4.08	-0.75	-0.01	0.02	0.01
502	-1.13	-4.14	-0.71	-0.01	0.01	0.01
502	-1.07	-4.14	-0.66	-0.01	0.01	0.01
502	-1.07	-4.08	-0.69	-0.01	0.02	0.01
503	-1.16	-3.85	-1.03	-0.01	0.02	0.02
503	-1.16	-3.87	-0.98	-0.01	0.01	0.02
503	-1.08	-3.87	-0.92	-0.01	0.01	0.01
503	-1.08	-3.85	-0.98	-0.01	0.02	0.01
504	-1.18	-3.54	-1.31	-0.01	0.02	0.02
504	-1.18	-3.52	-1.24	-0.01	0.01	0.02
504	-1.09	-3.52	-1.19	-0.01	0.01	0.02
504	-1.09	-3.54	-1.25	-0.01	0.02	0.02
505	-1.20	-3.13	-1.58	-0.01	0.01	0.02
505	-1.20	-3.07	-1.49	-0.01	0.01	0.02
505	-1.09	-3.07	-1.44	-0.01	0.01	0.02
505	-1.09	-3.13	-1.52	-0.01	0.02	0.02
506	-1.19	-2.62	-1.83	-0.01	0.01	0.03
506	-1.19	-2.51	-1.73	-0.01	0.01	0.03
506	-1.09	-2.51	-1.68	-0.01	0.01	0.02
506	-1.09	-2.62	-1.78	-0.01	0.02	0.02
507	-1.17	-1.99	-2.08	-0.02	0.01	0.03
507	-1.17	-1.86	-1.95	-0.01	0.01	0.03
507	-1.06	-1.86	-1.90	-0.01	0.01	0.03
507	-1.06	-1.99	-2.03	-0.01	0.01	0.03
508	-1.17	-1.22	-2.30	-0.02	0.00	0.03
508	-1.17	-1.10	-2.14	-0.01	0.00	0.03
508	-1.01	-1.10	-2.11	-0.01	0.01	0.03
508	-1.01	-1.22	-2.26	-0.01	0.01	0.03
509	-1.25	-0.20	-2.42	-0.02	-0.01	0.03
509	-1.25	-0.26	-2.24	-0.01	-0.00	0.03
509	-0.99	-0.26	-2.23	-0.01	0.00	0.03
509	-0.99	-0.20	-2.42	-0.02	0.00	0.03
510	-1.41	1.03	-2.34	-0.03	-0.02	0.03
510	-1.41	0.58	-2.15	-0.01	-0.01	0.03
510	-1.05	0.58	-2.19	-0.01	-0.00	0.03
510	-1.05	1.03	-2.38	-0.02	-0.00	0.03
511	-1.57	2.25	-1.94	-0.03	-0.03	0.03
511	-1.57	1.34	-1.77	-0.01	-0.02	0.03
511	-1.21	1.34	-1.88	-0.01	-0.01	0.03
511	-1.21	2.25	-2.05	-0.03	-0.01	0.03
512	-1.59	3.12	-1.23	-0.03	-0.03	0.02
512	-1.59	1.85	-1.15	-0.02	-0.02	0.02
512	-1.43	1.85	-1.29	-0.02	-0.02	0.03
512	-1.43	3.12	-1.38	-0.03	-0.02	0.03
513	-1.45	3.26	-0.40	-0.03	-0.03	0.02
513	-1.45	2.05	-0.43	-0.02	-0.02	0.02
513	-1.56	2.05	-0.58	-0.02	-0.02	0.02
513	-1.56	3.26	-0.54	-0.03	-0.03	0.02
514	-1.22	2.66	0.27	-0.03	-0.02	0.02
514	-1.22	1.93	0.16	-0.02	-0.01	0.02
514	-1.52	1.93	0.05	-0.02	-0.02	0.02
514	-1.52	2.66	0.16	-0.03	-0.03	0.02
515	-1.04	1.78	0.61	-0.03	-0.01	0.01
515	-1.04	1.56	0.48	-0.02	-0.01	0.01
515	-1.34	1.56	0.44	-0.02	-0.01	0.01
515	-1.34	1.78	0.57	-0.03	-0.02	0.01
516	-1.13	0.94	0.72	-0.03	-0.01	0.01
516	-1.13	1.08	0.60	-0.01	-0.01	0.01
516	-1.17	1.08	0.58	-0.02	-0.01	0.01
516	-1.17	0.94	0.70	-0.03	-0.01	0.01
517	-1.33	0.62	0.73	-0.01	-0.01	0.01
517	-1.30	0.62	0.71	-0.01	-0.01	0.01
517	-1.15	0.38	0.65	-0.03	-0.01	0.01
517	-1.18	0.38	0.67	-0.03	-0.01	0.01
518	-1.08	0.32	0.95	-0.02	-0.01	0.01
518	-1.31	0.28	0.70	-0.01	-0.01	0.01
518	-1.44	-0.51	0.62	-0.03	-0.01	0.01
519	-1.51	-0.44	0.59	-0.01	-0.00	0.01
519	-0.99	0.14	0.97	-0.02	-0.01	0.01
519	-1.54	0.03	0.80	-0.03	-0.01	0.01
520	-2.04	-0.31	0.77	-0.01	-0.01	0.01
520	-1.77	-0.28	0.86	-0.01	-0.01	0.01
520	-1.57	-0.36	1.04	-0.03	-0.01	0.01
520	-1.80	-0.38	0.95	-0.02	-0.01	0.01
521	-3.03	-0.37	1.02	-0.01	-0.01	0.01
521	-1.60	-0.08	0.47	-0.01	-0.01	0.01
521	-2.50	-1.95	1.41	-0.02	-0.02	0.01
600	-1.28	-4.33	-0.12	-0.01	0.01	0.00
600	-1.28	-4.58	-0.11	-0.02	0.01	0.00
600	-1.27	-4.58	-0.07	-0.02	0.01	0.00
600	-1.27	-4.33	-0.08	-0.01	0.01	0.00
601	-1.30	-4.25	-0.33	-0.01	0.01	0.01
601	-1.30	-4.49	-0.30	-0.02	0.01	0.01
601	-1.27	-4.49	-0.26	-0.02	0.01	0.00
601	-1.27	-4.25	-0.29	-0.01	0.01	0.00
602	-1.32	-4.08	-0.53	-0.01	0.01	0.01
602	-1.32	-4.31	-0.48	-0.02	0.01	0.01
602	-1.27	-4.31	-0.45	-0.02	0.01	0.01
602	-1.27	-4.08	-0.49	-0.01	0.01	0.01
603	-1.34	-3.82	-0.72	-0.01	0.01	0.01
603	-1.34	-4.03	-0.66	-0.02	0.01	0.01
603	-1.27	-4.03	-0.62	-0.02	0.01	0.01
603	-1.27	-3.82	-0.68	-0.01	0.01	0.01
604	-1.35	-3.47	-0.90	-0.01	0.01	0.02
604	-1.35	-3.66	-0.83	-0.02	0.00	0.02
604	-1.27	-3.66	-0.79	-0.02	0.01	0.02
604	-1.27	-3.47	-0.87	-0.01	0.01	0.02
605	-1.35	-3.03	-1.07	-0.01	0.01	0.02
605	-1.35	-3.19	-0.98	-0.02	0.00	0.02
605	-1.26	-3.19	-0.95	-0.02	0.00	0.02
605	-1.26	-3.03	-1.04	-0.01	0.01	0.02
606	-1.33	-2.49	-1.23	-0.01	0.01	0.02
606	-1.33	-2.63	-1.11	-0.02	0.00	0.02
606	-1.24	-2.63	-1.09	-0.02	0.00	0.02
606	-1.24	-2.49	-1.20	-0.01	0.01	0.02
607	-1.29	-1.85	-1.36	-0.01	0.01	0.03
607	-1.29	-1.97	-1.23	-0.02	0.00	0.03
607	-1.20	-1.97	-1.21	-0.02	0.00	0.03
607	-1.20	-1.85	-1.34	-0.01	0.01	0.03
608	-1.22	-1.10	-1.46	-0.01	0.00	0.03
608	-1.22	-1.22	-1.31	-0.02	-0.00	0.03
608	-1.14	-1.22	-1.30	-0.02	0.00	0.03
608	-1.14	-1.10	-1.45	-0.01	0.00	0.03
609	-1.14	-0.26	-1.49	-0.01	-0.00	0.03
609	-1.14	-0.43	-1.33	-0.01	-0.00	0.03
609	-1.05	-0.43	-1.33	-0.02	-0.00	0.03
609	-1.05	-0.26	-1.49	-0.01	0.00	0.03
610	-1.06	0.61	-1.41	-0.01	-0.01	0.03
610	-1.06	0.36	-1.25	-0.01	-0.01	0.03
610	-0.97	0.36	-1.28	-0.01	-0.00	0.03
610	-0.97	0.61	-1.44	-0.01	-0.00	0.03
611	-1.00	1.39	-1.19	-0.01	-0.01	0.03
611	-1.00	1.05	-1.07	-0.01	-0.01	0.03
611	-0.92	1.05	-1.12	-0.01	-0.01	0.03
611	-0.92	1.39	-1.24	-0.01	-0.01	0.03
612	-0.95	1.92	-0.86	-0.02	-0.02	0.02
612	-0.95	1.54	-0.79	-0.01	-0.01	0.02
612	-0.90	1.54	-0.85	-0.01	-0.01	0.02
612	-0.90	1.92	-0.92	-0.02	-0.02	0.02
613	-0.92	2.11	-0.48	-0.02	-0.02	0.02
613	-0.92	1.77	-0.48	-0.01	-0.01	0.02
613	-0.91	1.77	-0.54	-0.01	-0.01	0.02
613	-0.91	2.11	-0.55	-0.02	-0.02	0.02
614	-0.91	1.96	-0.16	-0.02	-0.01	0.01
614	-0.91	1.74	-0.20	-0.01	-0.01	0.01
614	-0.94	1.74	-0.25	-0.01	-0.01	0.02
614	-0.94	1.96	-0.21	-0.02	-0.02	0.02
615	-0.94	1.56	0.06	-0.02	-0.01	0.01
615	-0.94	1.54	-0.01	-0.01	-0.01	0.01
615	-0.97	1.54	-0.05	-0.01	-0.01	0.01
615	-0.97	1.56	0.03	-0.02	-0.01	0.01
616	-0.99	1.08	0.19	-0.01	-0.01	0.01
616	-0.99	1.24	0.11	-0.01	-0.01	0.01
616	-1.02	1.24	0.08	-0.01	-0.01	0.01
616	-1.02	1.08	0.16	-0.02	-0.01	0.01
617	-1.14	0.64	0.30	-0.01	-0.01	0.01
617	-1.18	0.64	0.27	-0.01	-0.01	0.01
617	-1.02	0.93	0.12	-0.01	-0.01	0.01
617	-0.99	0.92	0.14	-0.01	-0.01	0.01
618	-1.24	0.29	0.31	-0.01	-0.01	0.01
618	-1.40	0.25	0.41	-0.01	-0.01	0.01
618	-1.20	0.66	0.27	-0.01	-0.01	0.01
618	-1.08	0.69	0.14	-0.01	-0.01	0.01
619	-1.43	-0.21	0.39	-0.01	-0.01	0.01
619	-2.00	-0.26	0.51	-0.01	-0.01	0.01
619	-1.71	0.42	0.47	-0.01	-0.01	0.01
619	-1.26	0.45	0.31	-0.01	-0.00	0.01
620	-1.81	-0.05	0.67	-0.01	-0.01	0.01
620	-2.11	-0.27	0.98	-0.01	-0.01	0.01
620	-1.81	-0.16	0.99	-0.01	-0.01	0.01
620	-1.59	0.04	0.68	-0.01	-0.01	0.01
700	-1.42	-4.49	-0.07	-0.02	0.01	0.00
