Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
19;1;0.050;-1.850;-3.619;0.09;-0.03;-0.01;-0.24;-0.36;-6.45;9.23;0.23
20;1;0.050;-1.950;-3.644;0.10;-0.03;-0.02;-0.16;-0.31;-6.70;8.25;-0.20
21;1;0.150;-0.050;-3.200;-0.68;-13.81;9.17;25.43;-51.96;21.75;86.43;-51.32
22;1;0.150;-0.150;-3.224;3.20;-8.04;-1.06;-12.67;-19.86;7.72;78.66;-30.32
23;1;0.150;-0.250;-3.248;2.09;-2.48;-1.86;-14.40;-1.11;4.45;66.69;-17.67
24;1;0.150;-0.350;-3.272;1.43;-1.14;-1.31;-9.27;3.02;-0.28;56.22;-10.30
25;1;0.150;-0.450;-3.296;1.04;-0.84;-0.89;-5.20;2.30;-4.26;47.83;-5.46
26;1;0.150;-0.550;-3.320;0.79;-0.76;-0.62;-2.95;1.10;-6.94;41.03;-2.30
27;1;0.150;-0.650;-3.344;0.58;-0.70;-0.43;-1.93;0.31;-8.49;35.66;-0.37
28;1;0.150;-0.750;-3.368;0.42;-0.63;-0.29;-1.49;-0.12;-9.11;31.42;0.68
29;1;0.150;-0.850;-3.392;0.29;-0.54;-0.19;-1.27;-0.34;-9.09;27.92;1.15
30;1;0.150;-0.950;-3.416;0.20;-0.44;-0.11;-1.10;-0.39;-8.62;24.84;1.32
31;1;0.150;-1.050;-3.440;0.14;-0.34;-0.06;-0.91;-0.33;-7.90;22.10;1.36
32;1;0.150;-1.150;-3.464;0.10;-0.26;-0.03;-0.67;-0.27;-7.16;19.78;1.35
33;1;0.150;-1.250;-3.488;0.09;-0.21;-0.01;-0.44;-0.21;-6.58;18.01;1.30
34;1;0.150;-1.350;-3.512;0.10;-0.17;0.00;-0.36;-0.13;-6.11;16.64;1.16
35;1;0.150;-1.450;-3.536;0.09;-0.14;0.00;-0.40;-0.11;-5.67;15.23;0.90
36;1;0.150;-1.550;-3.560;0.07;-0.09;0.00;-0.38;-0.19;-5.35;13.59;0.58
37;1;0.150;-1.650;-3.585;0.07;-0.05;0.00;-0.23;-0.26;-5.24;11.89;0.26
38;1;0.150;-1.750;-3.609;0.08;-0.03;0.00;-0.09;-0.22;-5.32;10.39;-0.06
39;1;0.150;-1.850;-3.633;0.09;-0.03;-0.01;-0.01;-0.17;-5.46;9.15;-0.37
40;1;0.150;-1.950;-3.657;0.11;-0.02;-0.01;0.07;-0.14;-5.67;8.13;-0.62
41;1;0.250;-0.050;-3.224;-1.49;-5.44;3.47;15.58;-26.34;21.86;58.44;-44.10
42;1;0.250;-0.150;-3.248;0.65;-4.60;0.48;-3.49;-17.73;8.91;58.40;-35.94
43;1;0.250;-0.250;-3.271;0.78;-2.39;-0.71;-10.33;-7.11;1.26;54.23;-24.36
44;1;0.250;-0.350;-3.295;0.67;-1.34;-0.72;-8.76;-1.98;-3.78;48.69;-15.97
45;1;0.250;-0.450;-3.318;0.60;-0.94;-0.56;-5.83;-0.57;-7.14;43.29;-10.17
46;1;0.250;-0.550;-3.341;0.49;-0.75;-0.41;-3.73;-0.41;-9.14;38.13;-6.20
47;1;0.250;-0.650;-3.365;0.37;-0.63;-0.29;-2.45;-0.40;-10.02;33.61;-3.59
48;1;0.250;-0.750;-3.388;0.26;-0.53;-0.20;-1.66;-0.36;-10.09;29.97;-1.96
49;1;0.250;-0.850;-3.412;0.17;-0.45;-0.13;-1.16;-0.32;-9.61;27.05;-0.99
50;1;0.250;-0.950;-3.435;0.12;-0.38;-0.08;-0.83;-0.30;-8.82;24.53;-0.42
51;1;0.250;-1.050;-3.459;0.08;-0.30;-0.04;-0.62;-0.31;-7.98;22.21;-0.07
52;1;0.250;-1.150;-3.482;0.06;-0.23;-0.02;-0.49;-0.33;-7.27;20.06;0.14
53;1;0.250;-1.250;-3.505;0.06;-0.17;-0.01;-0.37;-0.26;-6.68;18.10;0.28
54;1;0.250;-1.350;-3.529;0.06;-0.13;0.00;-0.21;-0.15;-6.13;16.51;0.35
55;1;0.250;-1.450;-3.552;0.06;-0.10;0.00;-0.05;-0.14;-5.71;15.38;0.27
56;1;0.250;-1.550;-3.576;0.06;-0.09;0.00;0.01;-0.25;-5.58;14.50;0.05
57;1;0.250;-1.650;-3.599;0.07;-0.07;0.00;-0.02;-0.31;-5.68;13.39;-0.23
58;1;0.250;-1.750;-3.623;0.09;-0.05;0.00;-0.05;-0.27;-5.80;11.94;-0.49
59;1;0.250;-1.850;-3.646;0.10;-0.03;-0.01;-0.06;-0.21;-5.89;10.43;-0.75
60;1;0.250;-1.950;-3.670;0.11;-0.02;-0.01;-0.07;-0.22;-6.09;9.12;-0.99
61;1;0.350;-0.050;-3.249;-1.37;-2.67;1.09;9.50;-13.08;19.45;47.26;-39.47
62;1;0.350;-0.150;-3.272;-0.50;-2.41;0.15;0.25;-10.57;8.93;46.12;-34.63
63;1;0.350;-0.250;-3.295;-0.10;-1.61;-0.36;-4.90;-6.09;0.93;45.00;-25.87
64;1;0.350;-0.350;-3.317;0.08;-1.06;-0.42;-5.40;-2.86;-4.35;42.01;-18.39
65;1;0.350;-0.450;-3.340;0.18;-0.79;-0.35;-4.16;-1.31;-7.60;38.58;-12.75
66;1;0.350;-0.550;-3.363;0.20;-0.64;-0.27;-2.84;-0.75;-9.40;35.04;-8.61
67;1;0.350;-0.650;-3.386;0.16;-0.52;-0.19;-1.89;-0.52;-10.06;31.60;-5.71
68;1;0.350;-0.750;-3.409;0.12;-0.43;-0.13;-1.24;-0.36;-9.91;28.57;-3.78
69;1;0.350;-0.850;-3.431;0.08;-0.36;-0.08;-0.80;-0.26;-9.24;26.05;-2.53
70;1;0.350;-0.950;-3.454;0.06;-0.30;-0.05;-0.51;-0.24;-8.39;23.93;-1.71
71;1;0.350;-1.050;-3.477;0.04;-0.25;-0.03;-0.36;-0.29;-7.62;22.05;-1.14
72;1;0.350;-1.150;-3.500;0.04;-0.19;-0.02;-0.28;-0.32;-7.02;20.24;-0.73
73;1;0.350;-1.250;-3.523;0.04;-0.14;-0.01;-0.22;-0.32;-6.56;18.43;-0.45
74;1;0.350;-1.350;-3.545;0.05;-0.10;0.00;-0.10;-0.30;-6.17;16.75;-0.33
75;1;0.350;-1.450;-3.568;0.05;-0.08;0.00;0.04;-0.29;-5.93;15.44;-0.40
76;1;0.350;-1.550;-3.591;0.07;-0.07;0.00;0.11;-0.27;-5.88;14.50;-0.61
77;1;0.350;-1.650;-3.614;0.08;-0.05;-0.01;0.06;-0.23;-5.95;13.62;-0.81
78;1;0.350;-1.750;-3.637;0.09;-0.04;-0.01;-0.01;-0.21;-6.05;12.57;-0.96
79;1;0.350;-1.850;-3.660;0.10;-0.02;-0.01;-0.06;-0.19;-6.13;11.36;-1.09
80;1;0.350;-1.950;-3.682;0.10;-0.01;-0.02;-0.11;-0.16;-6.22;10.12;-1.21
81;1;0.450;-0.050;-3.274;-1.02;-1.41;0.19;5.91;-6.63;17.58;41.46;-35.62
82;1;0.450;-0.150;-3.296;-0.67;-1.31;-0.14;1.21;-5.73;8.54;38.96;-31.79
83;1;0.450;-0.250;-3.318;-0.40;-1.04;-0.30;-1.97;-4.01;1.33;38.71;-24.88
84;1;0.450;-0.350;-3.340;-0.19;-0.78;-0.30;-2.90;-2.36;-3.75;36.92;-18.59
85;1;0.450;-0.450;-3.362;-0.04;-0.61;-0.25;-2.55;-1.28;-6.86;34.61;-13.56
86;1;0.450;-0.550;-3.385;0.03;-0.51;-0.19;-1.85;-0.74;-8.52;32.17;-9.73
87;1;0.450;-0.650;-3.407;0.04;-0.43;-0.14;-1.26;-0.49;-9.14;29.70;-6.88
88;1;0.450;-0.750;-3.429;0.04;-0.36;-0.09;-0.85;-0.34;-8.98;27.32;-4.87
89;1;0.450;-0.850;-3.451;0.03;-0.29;-0.06;-0.55;-0.26;-8.36;25.16;-3.50
90;1;0.450;-0.950;-3.473;0.03;-0.24;-0.04;-0.33;-0.26;-7.64;23.30;-2.56
91;1;0.450;-1.050;-3.495;0.03;-0.19;-0.02;-0.19;-0.31;-7.04;21.67;-1.87
92;1;0.450;-1.150;-3.518;0.03;-0.15;-0.01;-0.10;-0.36;-6.64;20.17;-1.36
93;1;0.450;-1.250;-3.540;0.04;-0.11;-0.01;-0.05;-0.39;-6.42;18.71;-1.05
94;1;0.450;-1.350;-3.562;0.05;-0.08;-0.01;-0.02;-0.39;-6.34;17.26;-0.94
95;1;0.450;-1.450;-3.584;0.06;-0.06;-0.01;0.00;-0.34;-6.30;15.84;-1.00
96;1;0.450;-1.550;-3.606;0.07;-0.04;-0.01;0.02;-0.26;-6.25;14.55;-1.13
97;1;0.450;-1.650;-3.629;0.08;-0.03;-0.01;0.02;-0.19;-6.20;13.51;-1.28
98;1;0.450;-1.750;-3.651;0.08;-0.01;-0.01;0.01;-0.16;-6.21;12.62;-1.39
99;1;0.450;-1.850;-3.673;0.08;0.00;-0.02;-0.01;-0.14;-6.26;11.72;-1.44
100;1;0.450;-1.950;-3.695;0.08;0.01;-0.02;-0.04;-0.11;-6.25;10.74;-1.49
101;1;0.550;-0.050;-3.298;-0.67;-0.76;-0.13;3.63;-3.40;16.24;38.11;-32.11
102;1;0.550;-0.150;-3.320;-0.56;-0.74;-0.25;1.12;-2.99;8.16;34.72;-28.61
103;1;0.550;-0.250;-3.341;-0.40;-0.66;-0.28;-0.75;-2.34;1.98;34.28;-22.90
104;1;0.550;-0.350;-3.363;-0.24;-0.56;-0.25;-1.49;-1.62;-2.66;33.14;-17.62
105;1;0.550;-0.450;-3.385;-0.12;-0.47;-0.19;-1.47;-1.04;-5.56;31.57;-13.28
106;1;0.550;-0.550;-3.406;-0.05;-0.40;-0.14;-1.15;-0.65;-7.12;29.81;-9.89
107;1;0.550;-0.650;-3.428;-0.01;-0.34;-0.10;-0.81;-0.43;-7.72;28.00;-7.30
108;1;0.550;-0.750;-3.449;0.00;-0.29;-0.07;-0.55;-0.32;-7.65;26.19;-5.39
109;1;0.550;-0.850;-3.471;0.01;-0.24;-0.05;-0.36;-0.30;-7.24;24.42;-4.01
110;1;0.550;-0.950;-3.492;0.01;-0.19;-0.03;-0.20;-0.33;-6.80;22.81;-3.03
111;1;0.550;-1.050;-3.514;0.02;-0.15;-0.02;-0.09;-0.38;-6.51;21.36;-2.32
112;1;0.550;-1.150;-3.535;0.03;-0.12;-0.02;-0.02;-0.41;-6.39;20.04;-1.83
113;1;0.550;-1.250;-3.557;0.04;-0.09;-0.01;0.01;-0.40;-6.41;18.81;-1.53
114;1;0.550;-1.350;-3.579;0.05;-0.06;-0.01;0.01;-0.36;-6.49;17.59;-1.39
115;1;0.550;-1.450;-3.600;0.06;-0.04;-0.01;-0.01;-0.30;-6.51;16.32;-1.36
116;1;0.550;-1.550;-3.622;0.07;-0.02;-0.01;-0.02;-0.25;-6.45;15.03;-1.41
117;1;0.550;-1.650;-3.643;0.07;0.00;-0.01;0.00;-0.20;-6.37;13.88;-1.50
118;1;0.550;-1.750;-3.665;0.07;0.01;-0.02;0.02;-0.16;-6.33;12.92;-1.61
119;1;0.550;-1.850;-3.686;0.08;0.02;-0.02;0.03;-0.12;-6.33;12.04;-1.69
120;1;0.550;-1.950;-3.708;0.08;0.03;-0.03;0.03;-0.08;-6.30;11.17;-1.75
121;1;0.650;-0.050;-3.323;-0.40;-0.41;-0.25;2.07;-1.69;15.46;35.93;-28.80
122;1;0.650;-0.150;-3.344;-0.38;-0.43;-0.28;0.70;-1.49;8.06;32.13;-25.46
123;1;0.650;-0.250;-3.365;-0.30;-0.42;-0.25;-0.37;-1.29;2.64;31.26;-20.51
124;1;0.650;-0.350;-3.386;-0.20;-0.39;-0.21;-0.80;-1.00;-1.44;30.34;-16.09
125;1;0.650;-0.450;-3.407;-0.12;-0.36;-0.16;-0.83;-0.73;-4.09;29.25;-12.40
126;1;0.650;-0.550;-3.428;-0.06;-0.31;-0.12;-0.69;-0.51;-5.56;27.97;-9.48
127;1;0.650;-0.650;-3.449;-0.03;-0.27;-0.08;-0.50;-0.37;-6.18;26.58;-7.21
128;1;0.650;-0.750;-3.470;-0.01;-0.23;-0.06;-0.33;-0.33;-6.27;25.16;-5.50
129;1;0.650;-0.850;-3.490;0.00;-0.19;-0.04;-0.20;-0.36;-6.18;23.78;-4.21
130;1;0.650;-0.950;-3.511;0.01;-0.15;-0.03;-0.10;-0.41;-6.10;22.44;-3.26
131;1;0.650;-1.050;-3.532;0.02;-0.11;-0.03;-0.03;-0.44;-6.14;21.17;-2.58
132;1;0.650;-1.150;-3.553;0.03;-0.09;-0.02;0.00;-0.42;-6.27;19.97;-2.12
133;1;0.650;-1.250;-3.574;0.05;-0.06;-0.02;0.01;-0.37;-6.40;18.82;-1.81
134;1;0.650;-1.350;-3.595;0.06;-0.04;-0.02;0.00;-0.31;-6.47;17.72;-1.61
135;1;0.650;-1.450;-3.616;0.06;-0.02;-0.02;0.00;-0.26;-6.46;16.66;-1.51
136;1;0.650;-1.550;-3.637;0.07;0.00;-0.02;0.01;-0.23;-6.43;15.61;-1.50
137;1;0.650;-1.650;-3.658;0.07;0.01;-0.02;0.02;-0.20;-6.39;14.58;-1.55
138;1;0.650;-1.750;-3.679;0.07;0.02;-0.02;0.03;-0.16;-6.36;13.58;-1.65
139;1;0.650;-1.850;-3.700;0.07;0.03;-0.02;0.04;-0.12;-6.34;12.63;-1.77
140;1;0.650;-1.950;-3.721;0.08;0.04;-0.03;0.06;-0.09;-6.34;11.73;-1.86
141;1;0.750;-0.050;-3.348;-0.23;-0.20;-0.28;0.96;-0.71;15.03;34.25;-25.71
142;1;0.750;-0.150;-3.368;-0.24;-0.25;-0.26;0.26;-0.65;8.12;30.40;-22.44
143;1;0.750;-0.250;-3.388;-0.20;-0.28;-0.22;-0.29;-0.69;3.24;29.28;-18.08
144;1;0.750;-0.350;-3.409;-0.14;-0.28;-0.17;-0.49;-0.59;-0.35;28.34;-14.35
145;1;0.750;-0.450;-3.429;-0.09;-0.27;-0.13;-0.49;-0.47;-2.71;27.44;-11.26
146;1;0.750;-0.550;-3.449;-0.06;-0.24;-0.10;-0.41;-0.37;-4.10;26.49;-8.78
147;1;0.750;-0.650;-3.470;-0.03;-0.21;-0.07;-0.29;-0.34;-4.81;25.42;-6.86
148;1;0.750;-0.750;-3.490;-0.01;-0.18;-0.05;-0.18;-0.37;-5.14;24.31;-5.36
149;1;0.750;-0.850;-3.510;0.00;-0.14;-0.04;-0.09;-0.43;-5.37;23.20;-4.21
150;1;0.750;-0.950;-3.530;0.01;-0.11;-0.04;-0.04;-0.45;-5.62;22.10;-3.32
151;1;0.750;-1.050;-3.551;0.03;-0.08;-0.03;-0.01;-0.43;-5.89;21.00;-2.67
152;1;0.750;-1.150;-3.571;0.04;-0.06;-0.03;-0.01;-0.38;-6.13;19.91;-2.20
153;1;0.750;-1.250;-3.591;0.05;-0.04;-0.03;-0.01;-0.33;-6.27;18.83;-1.88
154;1;0.750;-1.350;-3.612;0.06;-0.02;-0.02;0.00;-0.28;-6.32;17.79;-1.66
155;1;0.750;-1.450;-3.632;0.06;0.00;-0.02;0.02;-0.24;-6.32;16.85;-1.55
156;1;0.750;-1.550;-3.652;0.07;0.02;-0.02;0.03;-0.20;-6.31;15.99;-1.52
157;1;0.750;-1.650;-3.673;0.07;0.03;-0.02;0.04;-0.18;-6.32;15.12;-1.56
158;1;0.750;-1.750;-3.693;0.07;0.04;-0.02;0.04;-0.15;-6.31;14.22;-1.63
159;1;0.750;-1.850;-3.713;0.08;0.05;-0.03;0.05;-0.12;-6.29;13.31;-1.73
160;1;0.750;-1.950;-3.734;0.08;0.05;-0.03;0.05;-0.10;-6.29;12.41;-1.84
161;1;0.850;-0.050;-3.372;-0.13;-0.07;-0.26;0.21;-0.14;14.66;32.79;-22.91
162;1;0.850;-0.150;-3.392;-0.15;-0.15;-0.23;-0.06;-0.13;8.11;29.03;-19.64
163;1;0.850;-0.250;-3.412;-0.13;-0.19;-0.19;-0.29;-0.33;3.71;27.94;-15.80
164;1;0.850;-0.350;-3.431;-0.10;-0.21;-0.15;-0.34;-0.35;0.55;26.95;-12.63
165;1;0.850;-0.450;-3.451;-0.07;-0.20;-0.11;-0.32;-0.31;-1.58;26.07;-10.04
166;1;0.850;-0.550;-3.471;-0.04;-0.18;-0.08;-0.24;-0.30;-2.94;25.28;-7.98
167;1;0.850;-0.650;-3.490;-0.03;-0.16;-0.07;-0.16;-0.35;-3.77;24.49;-6.37
168;1;0.850;-0.750;-3.510;-0.01;-0.13;-0.05;-0.09;-0.41;-4.34;23.61;-5.07
169;1;0.850;-0.850;-3.530;0.00;-0.11;-0.05;-0.04;-0.44;-4.83;22.71;-4.04
170;1;0.850;-0.950;-3.550;0.02;-0.08;-0.04;-0.02;-0.43;-5.28;21.76;-3.22
171;1;0.850;-1.050;-3.569;0.03;-0.06;-0.04;-0.02;-0.38;-5.65;20.77;-2.60
172;1;0.850;-1.150;-3.589;0.04;-0.03;-0.03;-0.02;-0.34;-5.91;19.80;-2.14
173;1;0.850;-1.250;-3.609;0.05;-0.01;-0.03;-0.02;-0.30;-6.05;18.83;-1.82
174;1;0.850;-1.350;-3.628;0.06;0.00;-0.03;0.00;-0.26;-6.13;17.90;-1.62
175;1;0.850;-1.450;-3.648;0.07;0.02;-0.02;0.02;-0.22;-6.18;17.02;-1.53
176;1;0.850;-1.550;-3.668;0.07;0.03;-0.02;0.03;-0.19;-6.20;16.20;-1.50
177;1;0.850;-1.650;-3.687;0.07;0.04;-0.02;0.04;-0.16;-6.21;15.42;-1.53
178;1;0.850;-1.750;-3.707;0.08;0.05;-0.03;0.04;-0.13;-6.20;14.63;-1.58
179;1;0.850;-1.850;-3.727;0.08;0.06;-0.03;0.05;-0.11;-6.19;13.83;-1.66
180;1;0.850;-1.950;-3.746;0.08;0.06;-0.03;0.05;-0.09;-6.16;13.01;-1.75
181;1;0.950;-0.050;-3.397;-0.08;-0.01;-0.23;-0.26;0.17;14.15;31.42;-20.42
182;1;0.950;-0.150;-3.416;-0.09;-0.09;-0.20;-0.26;0.17;7.92;27.77;-17.10
183;1;0.950;-0.250;-3.435;-0.08;-0.14;-0.16;-0.27;-0.08;4.01;26.87;-13.77
184;1;0.950;-0.350;-3.454;-0.06;-0.15;-0.13;-0.25;-0.20;1.19;25.96;-11.06
185;1;0.950;-0.450;-3.473;-0.05;-0.15;-0.10;-0.21;-0.23;-0.80;25.06;-8.86
186;1;0.950;-0.550;-3.492;-0.03;-0.14;-0.08;-0.14;-0.28;-2.14;24.35;-7.15
187;1;0.950;-0.650;-3.511;-0.02;-0.12;-0.07;-0.08;-0.36;-3.07;23.72;-5.80
188;1;0.950;-0.750;-3.530;0.00;-0.10;-0.06;-0.04;-0.41;-3.82;23.02;-4.66
189;1;0.950;-0.850;-3.550;0.01;-0.07;-0.05;-0.03;-0.41;-4.46;22.24;-3.72
190;1;0.950;-0.950;-3.569;0.02;-0.05;-0.05;-0.04;-0.38;-4.99;21.41;-2.97
191;1;0.950;-1.050;-3.588;0.04;-0.03;-0.04;-0.04;-0.34;-5.38;20.54;-2.40
192;1;0.950;-1.150;-3.607;0.05;-0.01;-0.04;-0.04;-0.30;-5.64;19.66;-1.97
193;1;0.950;-1.250;-3.626;0.06;0.01;-0.03;-0.02;-0.27;-5.82;18.83;-1.68
194;1;0.950;-1.350;-3.645;0.06;0.02;-0.03;-0.01;-0.24;-5.95;18.01;-1.50
195;1;0.950;-1.450;-3.664;0.07;0.03;-0.03;0.01;-0.21;-6.03;17.21;-1.42
196;1;0.950;-1.550;-3.683;0.07;0.05;-0.03;0.02;-0.18;-6.07;16.41;-1.40
197;1;0.950;-1.650;-3.702;0.08;0.05;-0.03;0.03;-0.15;-6.08;15.65;-1.43
198;1;0.950;-1.750;-3.721;0.08;0.06;-0.03;0.04;-0.12;-6.07;14.93;-1.49
199;1;0.950;-1.850;-3.740;0.08;0.07;-0.03;0.05;-0.10;-6.05;14.21;-1.55
200;1;0.950;-1.950;-3.759;0.07;0.07;-0.03;0.05;-0.07;-6.01;13.48;-1.65
201;1;1.050;-0.050;-3.422;-0.06;0.01;-0.19;-0.54;0.30;13.43;30.10;-18.16
202;1;1.050;-0.150;-3.440;-0.06;-0.06;-0.16;-0.34;0.30;7.50;26.56;-14.87
203;1;1.050;-0.250;-3.459;-0.05;-0.10;-0.13;-0.22;0.07;4.08;25.85;-11.98
204;1;1.050;-0.350;-3.477;-0.04;-0.11;-0.11;-0.18;-0.08;1.52;25.15;-9.65
205;1;1.050;-0.450;-3.495;-0.04;-0.11;-0.09;-0.15;-0.19;-0.35;24.33;-7.79
206;1;1.050;-0.550;-3.514;-0.02;-0.10;-0.08;-0.09;-0.29;-1.65;23.64;-6.34
207;1;1.050;-0.650;-3.532;-0.01;-0.09;-0.07;-0.04;-0.35;-2.63;23.07;-5.16
208;1;1.050;-0.750;-3.551;0.00;-0.07;-0.06;-0.03;-0.37;-3.46;22.48;-4.16
209;1;1.050;-0.850;-3.569;0.02;-0.05;-0.06;-0.05;-0.35;-4.16;21.78;-3.31
210;1;1.050;-0.950;-3.588;0.03;-0.03;-0.05;-0.06;-0.32;-4.69;21.04;-2.63
211;1;1.050;-1.050;-3.606;0.04;-0.01;-0.05;-0.06;-0.30;-5.08;20.30;-2.11
212;1;1.050;-1.150;-3.625;0.05;0.01;-0.04;-0.05;-0.27;-5.37;19.54;-1.72
213;1;1.050;-1.250;-3.643;0.06;0.02;-0.04;-0.03;-0.24;-5.58;18.81;-1.46
214;1;1.050;-1.350;-3.661;0.07;0.04;-0.03;-0.02;-0.22;-5.74;18.09;-1.29
215;1;1.050;-1.450;-3.680;0.07;0.05;-0.03;0.00;-0.19;-5.84;17.37;-1.21
216;1;1.050;-1.550;-3.698;0.08;0.06;-0.03;0.01;-0.17;-5.90;16.66;-1.20
217;1;1.050;-1.650;-3.717;0.08;0.07;-0.03;0.02;-0.14;-5.92;15.94;-1.24
218;1;1.050;-1.750;-3.735;0.08;0.07;-0.03;0.04;-0.11;-5.92;15.25;-1.31
219;1;1.050;-1.850;-3.754;0.08;0.08;-0.03;0.05;-0.09;-5.91;14.56;-1.40
220;1;1.050;-1.950;-3.772;0.08;0.08;-0.03;0.06;-0.06;-5.89;13.87;-1.51
221;1;1.150;-0.050;-3.446;-0.06;0.01;-0.15;-0.68;0.33;12.38;28.72;-16.03
222;1;1.150;-0.150;-3.464;-0.05;-0.04;-0.12;-0.32;0.27;6.82;25.57;-12.98
223;1;1.150;-0.250;-3.482;-0.04;-0.07;-0.11;-0.18;0.15;3.85;24.80;-10.43
224;1;1.150;-0.350;-3.500;-0.04;-0.09;-0.10;-0.15;-0.01;1.53;24.30;-8.42
225;1;1.150;-0.450;-3.518;-0.03;-0.09;-0.08;-0.10;-0.19;-0.16;23.71;-6.85
226;1;1.150;-0.550;-3.535;-0.02;-0.07;-0.08;-0.05;-0.29;-1.37;23.07;-5.57
227;1;1.150;-0.650;-3.553;-0.01;-0.06;-0.07;-0.04;-0.32;-2.36;22.50;-4.49
228;1;1.150;-0.750;-3.571;0.01;-0.04;-0.07;-0.06;-0.31;-3.20;21.94;-3.59
229;1;1.150;-0.850;-3.589;0.02;-0.03;-0.06;-0.08;-0.30;-3.88;21.32;-2.83
230;1;1.150;-0.950;-3.607;0.03;-0.01;-0.06;-0.09;-0.28;-4.40;20.67;-2.22
231;1;1.150;-1.050;-3.625;0.04;0.01;-0.05;-0.07;-0.26;-4.79;20.03;-1.75
232;1;1.150;-1.150;-3.642;0.05;0.02;-0.04;-0.06;-0.24;-5.11;19.41;-1.40
233;1;1.150;-1.250;-3.660;0.06;0.04;-0.04;-0.05;-0.22;-5.34;18.76;-1.16
234;1;1.150;-1.350;-3.678;0.07;0.05;-0.04;-0.03;-0.20;-5.51;18.12;-1.02
235;1;1.150;-1.450;-3.696;0.07;0.06;-0.03;-0.02;-0.17;-5.61;17.49;-0.95
236;1;1.150;-1.550;-3.714;0.08;0.07;-0.03;0.00;-0.15;-5.69;16.85;-0.94
237;1;1.150;-1.650;-3.731;0.08;0.08;-0.03;0.02;-0.13;-5.73;16.23;-0.99
238;1;1.150;-1.750;-3.749;0.08;0.08;-0.03;0.03;-0.11;-5.75;15.58;-1.08
239;1;1.150;-1.850;-3.767;0.08;0.09;-0.03;0.05;-0.08;-5.75;14.92;-1.20
240;1;1.150;-1.950;-3.785;0.08;0.09;-0.03;0.06;-0.06;-5.77;14.25;-1.33
241;1;1.250;-0.050;-3.471;-0.07;-0.01;-0.13;-0.69;0.29;11.02;27.09;-13.99
242;1;1.250;-0.150;-3.488;-0.05;-0.04;-0.11;-0.30;0.14;5.99;24.82;-11.42
243;1;1.250;-0.250;-3.505;-0.04;-0.06;-0.09;-0.23;0.13;3.36;23.72;-9.11
244;1;1.250;-0.350;-3.523;-0.03;-0.07;-0.09;-0.14;0.01;1.35;23.31;-7.39
245;1;1.250;-0.450;-3.540;-0.03;-0.06;-0.08;-0.06;-0.18;-0.09;23.05;-6.03
246;1;1.250;-0.550;-3.557;-0.02;-0.05;-0.08;-0.04;-0.27;-1.22;22.55;-4.84
247;1;1.250;-0.650;-3.574;-0.01;-0.04;-0.07;-0.07;-0.27;-2.19;21.94;-3.82
248;1;1.250;-0.750;-3.591;0.01;-0.02;-0.07;-0.10;-0.25;-2.98;21.39;-3.00
249;1;1.250;-0.850;-3.609;0.02;-0.01;-0.06;-0.11;-0.25;-3.62;20.85;-2.33
250;1;1.250;-0.950;-3.626;0.03;0.01;-0.06;-0.10;-0.25;-4.12;20.31;-1.77
