Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
26;1;0.150;-0.550;-3.320;0.07;-2.99;-0.59;-13.02;-0.39;-56.04;15.29;-32.04
27;1;0.150;-0.650;-3.344;0.44;-2.41;-0.51;-8.79;-0.90;-51.68;12.78;-27.96
28;1;0.150;-0.750;-3.368;0.56;-2.00;-0.41;-6.53;-1.17;-46.97;10.29;-24.76
29;1;0.150;-0.850;-3.392;0.56;-1.65;-0.29;-5.21;-1.20;-42.10;8.16;-22.17
30;1;0.150;-0.950;-3.416;0.50;-1.32;-0.17;-4.29;-1.00;-37.21;6.32;-19.98
31;1;0.150;-1.050;-3.440;0.42;-1.01;-0.07;-3.47;-0.66;-32.51;4.66;-18.08
32;1;0.150;-1.150;-3.464;0.36;-0.76;0.00;-2.59;-0.42;-28.35;3.19;-16.44
33;1;0.150;-1.250;-3.488;0.35;-0.62;0.05;-1.75;-0.24;-24.93;2.04;-15.03
34;1;0.150;-1.350;-3.512;0.36;-0.55;0.09;-1.28;0.07;-21.97;1.36;-13.83
35;1;0.150;-1.450;-3.536;0.34;-0.47;0.10;-1.31;0.24;-19.16;1.08;-12.79
36;1;0.150;-1.550;-3.560;0.27;-0.34;0.09;-1.37;-0.09;-16.80;0.94;-11.87
37;1;0.150;-1.650;-3.585;0.25;-0.22;0.08;-0.98;-0.54;-15.34;0.66;-11.10
38;1;0.150;-1.750;-3.609;0.27;-0.16;0.07;-0.38;-0.65;-14.64;0.27;-10.68
39;1;0.150;-1.850;-3.633;0.32;-0.14;0.07;0.04;-0.62;-14.31;-0.15;-10.61
40;1;0.150;-1.950;-3.657;0.35;-0.12;0.08;0.44;-0.61;-14.14;-0.63;-10.65
41;1;0.250;-0.050;-3.224;-14.56;-22.66;11.46;74.36;-100.37;-78.23;-50.74;-23.72
42;1;0.250;-0.150;-3.248;-8.96;-17.38;4.19;3.48;-73.14;-69.00;-33.62;-42.04
43;1;0.250;-0.250;-3.271;-5.75;-9.65;0.75;-24.91;-36.11;-62.64;-13.66;-47.35
44;1;0.250;-0.350;-3.295;-3.44;-5.66;0.06;-24.40;-15.89;-58.97;-1.89;-45.28
45;1;0.250;-0.450;-3.318;-1.80;-3.84;-0.14;-17.71;-7.64;-55.71;3.80;-40.50
46;1;0.250;-0.550;-3.341;-0.79;-2.80;-0.25;-12.13;-4.39;-51.81;5.50;-35.47
47;1;0.250;-0.650;-3.365;-0.24;-2.14;-0.28;-8.41;-2.86;-47.30;5.17;-30.97
48;1;0.250;-0.750;-3.388;0.01;-1.71;-0.24;-5.98;-1.92;-42.56;4.16;-27.25
49;1;0.250;-0.850;-3.412;0.12;-1.41;-0.18;-4.33;-1.28;-37.87;3.05;-24.23
50;1;0.250;-0.950;-3.435;0.15;-1.16;-0.11;-3.22;-0.88;-33.38;1.97;-21.77
51;1;0.250;-1.050;-3.459;0.16;-0.92;-0.05;-2.50;-0.70;-29.36;0.93;-19.73
52;1;0.250;-1.150;-3.482;0.17;-0.71;0.00;-2.05;-0.64;-25.94;-0.05;-17.94
53;1;0.250;-1.250;-3.505;0.19;-0.54;0.04;-1.59;-0.39;-22.83;-1.01;-16.30
54;1;0.250;-1.350;-3.529;0.21;-0.44;0.07;-0.91;-0.06;-19.90;-1.85;-14.90
55;1;0.250;-1.450;-3.552;0.21;-0.40;0.08;-0.30;-0.17;-17.61;-2.39;-13.94
56;1;0.250;-1.550;-3.576;0.24;-0.36;0.09;-0.17;-0.71;-16.49;-2.69;-13.41
57;1;0.250;-1.650;-3.599;0.29;-0.30;0.10;-0.37;-0.99;-16.20;-3.06;-13.07
58;1;0.250;-1.750;-3.623;0.35;-0.24;0.10;-0.45;-0.84;-15.95;-3.62;-12.79
59;1;0.250;-1.850;-3.646;0.40;-0.19;0.10;-0.36;-0.63;-15.57;-4.07;-12.58
60;1;0.250;-1.950;-3.670;0.44;-0.15;0.10;-0.39;-0.55;-15.19;-4.24;-12.29
61;1;0.350;-0.050;-3.249;-10.81;-13.51;6.22;51.59;-52.65;-74.10;-54.30;-19.62
62;1;0.350;-0.150;-3.272;-8.53;-10.63;3.22;16.67;-44.66;-64.06;-41.26;-36.40
63;1;0.350;-0.250;-3.295;-5.95;-6.89;1.26;-5.19;-27.89;-57.01;-23.90;-42.43
64;1;0.350;-0.350;-3.317;-3.90;-4.45;0.48;-11.22;-15.41;-52.70;-12.36;-42.66
65;1;0.350;-0.450;-3.340;-2.36;-3.13;0.14;-10.23;-8.50;-49.08;-5.66;-39.77
66;1;0.350;-0.550;-3.363;-1.32;-2.34;-0.05;-7.80;-4.94;-45.37;-2.29;-35.73
67;1;0.350;-0.650;-3.386;-0.68;-1.80;-0.12;-5.68;-2.99;-41.38;-1.03;-31.67
68;1;0.350;-0.750;-3.409;-0.34;-1.43;-0.13;-4.10;-1.82;-37.24;-0.86;-28.08
69;1;0.350;-0.850;-3.431;-0.15;-1.17;-0.10;-2.92;-1.10;-33.15;-1.18;-25.11
70;1;0.350;-0.950;-3.454;-0.05;-0.97;-0.06;-2.10;-0.76;-29.34;-1.66;-22.66
71;1;0.350;-1.050;-3.477;0.01;-0.80;-0.03;-1.62;-0.68;-26.03;-2.20;-20.55
72;1;0.350;-1.150;-3.500;0.05;-0.64;0.01;-1.38;-0.66;-23.19;-2.80;-18.67
73;1;0.350;-1.250;-3.523;0.09;-0.50;0.04;-1.16;-0.60;-20.74;-3.48;-17.06
74;1;0.350;-1.350;-3.545;0.13;-0.39;0.05;-0.75;-0.65;-18.74;-4.18;-15.90
75;1;0.350;-1.450;-3.568;0.18;-0.33;0.06;-0.23;-0.82;-17.49;-4.82;-15.22
76;1;0.350;-1.550;-3.591;0.25;-0.31;0.07;0.07;-0.89;-16.94;-5.41;-14.81
77;1;0.350;-1.650;-3.614;0.32;-0.28;0.08;-0.03;-0.78;-16.67;-6.00;-14.39
78;1;0.350;-1.750;-3.637;0.36;-0.24;0.09;-0.30;-0.63;-16.27;-6.52;-13.87
79;1;0.350;-1.850;-3.660;0.40;-0.20;0.09;-0.45;-0.45;-15.67;-6.83;-13.28
80;1;0.350;-1.950;-3.682;0.42;-0.17;0.08;-0.62;-0.23;-14.91;-6.85;-12.64
81;1;0.450;-0.050;-3.274;-7.50;-8.78;4.13;38.08;-30.21;-69.08;-54.95;-15.42
82;1;0.450;-0.150;-3.296;-6.57;-6.78;2.30;18.45;-26.77;-58.63;-44.01;-31.39
83;1;0.450;-0.250;-3.318;-5.12;-4.82;1.11;3.73;-19.03;-51.00;-29.35;-37.49
84;1;0.450;-0.350;-3.340;-3.59;-3.32;0.49;-2.84;-11.89;-46.01;-18.95;-38.81
85;1;0.450;-0.450;-3.362;-2.32;-2.42;0.19;-4.42;-7.20;-42.04;-12.19;-37.21
86;1;0.450;-0.550;-3.385;-1.41;-1.87;0.03;-4.07;-4.39;-38.51;-8.12;-34.24
87;1;0.450;-0.650;-3.407;-0.83;-1.48;-0.05;-3.30;-2.70;-35.16;-5.91;-30.88
88;1;0.450;-0.750;-3.429;-0.47;-1.20;-0.07;-2.56;-1.64;-31.79;-4.86;-27.72
89;1;0.450;-0.850;-3.451;-0.27;-0.98;-0.06;-1.93;-1.01;-28.47;-4.46;-24.98
90;1;0.450;-0.950;-3.473;-0.15;-0.81;-0.04;-1.40;-0.75;-25.42;-4.41;-22.66
91;1;0.450;-1.050;-3.495;-0.07;-0.67;-0.01;-1.04;-0.74;-22.84;-4.59;-20.67
92;1;0.450;-1.150;-3.518;-0.01;-0.55;0.01;-0.81;-0.82;-20.81;-4.97;-18.99
93;1;0.450;-1.250;-3.540;0.04;-0.45;0.02;-0.68;-0.94;-19.35;-5.49;-17.67
94;1;0.450;-1.350;-3.562;0.10;-0.37;0.03;-0.61;-1.02;-18.42;-6.02;-16.72
95;1;0.450;-1.450;-3.584;0.17;-0.30;0.03;-0.52;-0.94;-17.74;-6.52;-15.99
96;1;0.450;-1.550;-3.606;0.23;-0.24;0.04;-0.39;-0.70;-17.03;-6.95;-15.30
97;1;0.450;-1.650;-3.629;0.27;-0.20;0.04;-0.28;-0.47;-16.27;-7.31;-14.54
98;1;0.450;-1.750;-3.651;0.31;-0.17;0.05;-0.27;-0.37;-15.55;-7.58;-13.73
99;1;0.450;-1.850;-3.673;0.33;-0.14;0.05;-0.30;-0.28;-14.82;-7.80;-12.94
100;1;0.450;-1.950;-3.695;0.34;-0.12;0.05;-0.30;-0.15;-14.04;-7.94;-12.29
101;1;0.550;-0.050;-3.298;-4.96;-5.92;3.07;29.15;-18.72;-63.19;-53.50;-11.64
102;1;0.550;-0.150;-3.320;-4.68;-4.50;1.72;16.78;-16.33;-52.60;-44.08;-26.72
103;1;0.550;-0.250;-3.341;-3.86;-3.32;0.88;6.82;-12.44;-44.31;-31.84;-32.73
104;1;0.550;-0.350;-3.363;-2.85;-2.44;0.40;1.22;-8.48;-38.97;-22.81;-34.58
105;1;0.550;-0.450;-3.385;-1.94;-1.86;0.15;-1.11;-5.52;-35.11;-16.45;-33.85
106;1;0.550;-0.550;-3.406;-1.25;-1.48;0.03;-1.75;-3.54;-31.99;-12.21;-31.76
107;1;0.550;-0.650;-3.428;-0.78;-1.21;-0.03;-1.73;-2.24;-29.24;-9.53;-29.14
108;1;0.550;-0.750;-3.449;-0.49;-1.00;-0.05;-1.50;-1.41;-26.64;-7.91;-26.52
109;1;0.550;-0.850;-3.471;-0.30;-0.82;-0.04;-1.21;-0.99;-24.19;-6.99;-24.18
110;1;0.550;-0.950;-3.492;-0.19;-0.68;-0.03;-0.93;-0.89;-22.08;-6.52;-22.17
111;1;0.550;-1.050;-3.514;-0.11;-0.57;-0.01;-0.70;-0.96;-20.43;-6.41;-20.47
112;1;0.550;-1.150;-3.535;-0.05;-0.47;0.00;-0.55;-1.03;-19.27;-6.58;-19.06
113;1;0.550;-1.250;-3.557;0.01;-0.40;0.00;-0.49;-1.05;-18.51;-6.92;-17.89
114;1;0.550;-1.350;-3.579;0.08;-0.33;0.01;-0.53;-0.95;-17.91;-7.32;-16.89
115;1;0.550;-1.450;-3.600;0.14;-0.26;0.01;-0.60;-0.76;-17.19;-7.67;-15.94
116;1;0.550;-1.550;-3.622;0.19;-0.20;0.02;-0.61;-0.56;-16.31;-7.89;-15.02
117;1;0.550;-1.650;-3.643;0.22;-0.15;0.02;-0.49;-0.42;-15.43;-8.00;-14.13
118;1;0.550;-1.750;-3.665;0.25;-0.12;0.02;-0.35;-0.33;-14.69;-8.10;-13.29
119;1;0.550;-1.850;-3.686;0.28;-0.10;0.02;-0.24;-0.28;-14.07;-8.25;-12.56
120;1;0.550;-1.950;-3.708;0.30;-0.08;0.02;-0.11;-0.24;-13.52;-8.46;-12.01
121;1;0.650;-0.050;-3.323;-3.15;-4.03;2.36;22.71;-12.26;-56.24;-50.64;-8.46
122;1;0.650;-0.150;-3.344;-3.15;-3.06;1.32;14.24;-10.25;-45.77;-42.69;-22.46
123;1;0.650;-0.250;-3.365;-2.68;-2.29;0.66;7.11;-7.97;-37.35;-32.29;-28.20
124;1;0.650;-0.350;-3.386;-2.06;-1.77;0.29;2.67;-5.77;-32.08;-24.55;-30.31
125;1;0.650;-0.450;-3.407;-1.47;-1.42;0.10;0.43;-4.00;-28.63;-18.88;-30.16
126;1;0.650;-0.550;-3.428;-1.00;-1.17;0.01;-0.50;-2.69;-26.10;-14.80;-28.78
127;1;0.650;-0.650;-3.449;-0.66;-0.98;-0.03;-0.80;-1.77;-24.04;-11.97;-26.87
128;1;0.650;-0.750;-3.470;-0.44;-0.83;-0.04;-0.81;-1.25;-22.26;-10.06;-24.88
129;1;0.650;-0.850;-3.490;-0.30;-0.69;-0.04;-0.72;-1.08;-20.77;-8.83;-23.03
130;1;0.650;-0.950;-3.511;-0.21;-0.58;-0.03;-0.61;-1.09;-19.60;-8.12;-21.40
131;1;0.650;-1.050;-3.532;-0.14;-0.49;-0.03;-0.53;-1.11;-18.77;-7.79;-19.98
132;1;0.650;-1.150;-3.553;-0.08;-0.40;-0.02;-0.48;-1.07;-18.16;-7.74;-18.72
133;1;0.650;-1.250;-3.574;-0.01;-0.33;-0.02;-0.48;-0.95;-17.59;-7.90;-17.58
134;1;0.650;-1.350;-3.595;0.05;-0.27;-0.01;-0.50;-0.77;-16.89;-8.18;-16.51
135;1;0.650;-1.450;-3.616;0.10;-0.22;-0.01;-0.51;-0.62;-16.10;-8.46;-15.51
136;1;0.650;-1.550;-3.637;0.14;-0.17;0.00;-0.50;-0.52;-15.34;-8.66;-14.61
137;1;0.650;-1.650;-3.658;0.18;-0.13;0.00;-0.46;-0.47;-14.69;-8.80;-13.80
138;1;0.650;-1.750;-3.679;0.22;-0.10;0.00;-0.38;-0.40;-14.14;-8.91;-13.06
139;1;0.650;-1.850;-3.700;0.25;-0.08;0.00;-0.30;-0.34;-13.67;-9.01;-12.41
140;1;0.650;-1.950;-3.721;0.28;-0.06;0.00;-0.22;-0.32;-13.28;-9.09;-11.83
141;1;0.750;-0.050;-3.348;-1.90;-2.71;1.77;17.67;-8.37;-48.45;-46.74;-6.06
142;1;0.750;-0.150;-3.368;-2.01;-2.09;0.98;11.45;-6.64;-38.52;-40.39;-18.81
143;1;0.750;-0.250;-3.388;-1.77;-1.60;0.47;6.14;-5.09;-30.70;-31.58;-24.13
144;1;0.750;-0.350;-3.409;-1.41;-1.28;0.19;2.80;-3.82;-25.95;-24.94;-26.30
145;1;0.750;-0.450;-3.429;-1.06;-1.08;0.05;0.97;-2.78;-23.04;-19.99;-26.55
146;1;0.750;-0.550;-3.449;-0.75;-0.92;-0.01;0.08;-1.96;-21.19;-16.24;-25.74
147;1;0.750;-0.650;-3.470;-0.53;-0.79;-0.04;-0.29;-1.43;-19.91;-13.43;-24.45
148;1;0.750;-0.750;-3.490;-0.39;-0.68;-0.05;-0.40;-1.21;-18.97;-11.41;-23.03
149;1;0.750;-0.850;-3.510;-0.29;-0.58;-0.05;-0.41;-1.18;-18.28;-10.05;-21.64
150;1;0.750;-0.950;-3.530;-0.22;-0.49;-0.04;-0.40;-1.17;-17.79;-9.20;-20.33
151;1;0.750;-1.050;-3.551;-0.16;-0.41;-0.04;-0.42;-1.09;-17.40;-8.74;-19.11
152;1;0.750;-1.150;-3.571;-0.10;-0.34;-0.04;-0.45;-0.97;-16.96;-8.55;-17.97
153;1;0.750;-1.250;-3.591;-0.04;-0.28;-0.03;-0.49;-0.82;-16.38;-8.54;-16.87
154;1;0.750;-1.350;-3.612;0.02;-0.23;-0.03;-0.48;-0.68;-15.68;-8.67;-15.86
155;1;0.750;-1.450;-3.632;0.07;-0.18;-0.02;-0.43;-0.57;-15.01;-8.87;-14.94
156;1;0.750;-1.550;-3.652;0.11;-0.15;-0.02;-0.40;-0.50;-14.45;-9.10;-14.13
157;1;0.750;-1.650;-3.673;0.16;-0.12;-0.02;-0.38;-0.45;-13.99;-9.32;-13.39
158;1;0.750;-1.750;-3.693;0.20;-0.09;-0.01;-0.37;-0.39;-13.56;-9.51;-12.69
159;1;0.750;-1.850;-3.713;0.23;-0.07;-0.01;-0.35;-0.33;-13.15;-9.61;-12.03
160;1;0.750;-1.950;-3.734;0.26;-0.05;-0.01;-0.34;-0.29;-12.75;-9.61;-11.36
161;1;0.850;-0.050;-3.372;-1.08;-1.76;1.26;13.49;-5.76;-40.43;-41.92;-4.46
162;1;0.850;-0.150;-3.392;-1.23;-1.40;0.67;8.75;-4.37;-31.50;-37.33;-15.84
163;1;0.850;-0.250;-3.412;-1.14;-1.13;0.30;4.81;-3.27;-24.71;-30.22;-20.60
164;1;0.850;-0.350;-3.431;-0.94;-0.95;0.11;2.39;-2.49;-20.78;-24.55;-22.71
165;1;0.850;-0.450;-3.451;-0.74;-0.82;0.01;1.02;-1.89;-18.58;-20.20;-23.21
166;1;0.850;-0.550;-3.471;-0.56;-0.72;-0.04;0.31;-1.44;-17.45;-16.80;-22.83
167;1;0.850;-0.650;-3.490;-0.43;-0.63;-0.06;-0.02;-1.24;-16.89;-14.14;-22.03
168;1;0.850;-0.750;-3.510;-0.35;-0.55;-0.06;-0.15;-1.20;-16.59;-12.16;-21.06
169;1;0.850;-0.850;-3.530;-0.28;-0.48;-0.06;-0.22;-1.17;-16.40;-10.76;-20.00
170;1;0.850;-0.950;-3.550;-0.23;-0.41;-0.06;-0.29;-1.09;-16.22;-9.83;-18.93
171;1;0.850;-1.050;-3.569;-0.17;-0.34;-0.06;-0.36;-0.97;-15.94;-9.26;-17.88
172;1;0.850;-1.150;-3.589;-0.12;-0.29;-0.06;-0.41;-0.84;-15.53;-8.96;-16.85
173;1;0.850;-1.250;-3.609;-0.06;-0.23;-0.05;-0.44;-0.72;-15.01;-8.83;-15.89
174;1;0.850;-1.350;-3.628;-0.01;-0.19;-0.04;-0.43;-0.63;-14.48;-8.83;-14.99
175;1;0.850;-1.450;-3.648;0.04;-0.15;-0.04;-0.41;-0.55;-13.98;-8.92;-14.16
176;1;0.850;-1.550;-3.668;0.09;-0.12;-0.03;-0.39;-0.47;-13.52;-9.09;-13.38
177;1;0.850;-1.650;-3.687;0.13;-0.09;-0.03;-0.37;-0.39;-13.09;-9.29;-12.64
178;1;0.850;-1.750;-3.707;0.17;-0.07;-0.03;-0.36;-0.33;-12.67;-9.47;-11.91
179;1;0.850;-1.850;-3.727;0.20;-0.05;-0.03;-0.36;-0.27;-12.25;-9.59;-11.19
180;1;0.850;-1.950;-3.746;0.23;-0.03;-0.03;-0.38;-0.22;-11.80;-9.62;-10.48
181;1;0.950;-0.050;-3.397;-0.56;-1.09;0.83;10.02;-3.83;-32.67;-36.35;-3.48
182;1;0.950;-0.150;-3.416;-0.73;-0.90;0.41;6.44;-2.79;-25.07;-33.51;-13.36
183;1;0.950;-0.250;-3.435;-0.72;-0.79;0.17;3.57;-2.09;-19.55;-28.19;-17.48
184;1;0.950;-0.350;-3.454;-0.63;-0.70;0.04;1.86;-1.63;-16.62;-23.58;-19.47
185;1;0.950;-0.450;-3.473;-0.53;-0.62;-0.03;0.90;-1.31;-15.24;-19.81;-20.15
186;1;0.950;-0.550;-3.492;-0.44;-0.56;-0.06;0.39;-1.14;-14.76;-16.75;-20.07
187;1;0.950;-0.650;-3.511;-0.37;-0.50;-0.07;0.14;-1.13;-14.68;-14.30;-19.63
188;1;0.950;-0.750;-3.530;-0.32;-0.45;-0.08;0.01;-1.12;-14.72;-12.42;-18.96
189;1;0.950;-0.850;-3.550;-0.28;-0.39;-0.08;-0.11;-1.05;-14.73;-11.06;-18.16
190;1;0.950;-0.950;-3.569;-0.23;-0.33;-0.08;-0.22;-0.95;-14.63;-10.10;-17.30
191;1;0.950;-1.050;-3.588;-0.18;-0.28;-0.08;-0.31;-0.84;-14.39;-9.44;-16.41
192;1;0.950;-1.150;-3.607;-0.13;-0.23;-0.07;-0.37;-0.74;-14.03;-9.02;-15.53
193;1;0.950;-1.250;-3.626;-0.08;-0.19;-0.06;-0.39;-0.65;-13.63;-8.79;-14.70
194;1;0.950;-1.350;-3.645;-0.03;-0.15;-0.06;-0.40;-0.57;-13.24;-8.70;-13.89
195;1;0.950;-1.450;-3.664;0.02;-0.12;-0.05;-0.40;-0.49;-12.83;-8.71;-13.12
196;1;0.950;-1.550;-3.683;0.06;-0.09;-0.05;-0.40;-0.42;-12.42;-8.78;-12.36
197;1;0.950;-1.650;-3.702;0.10;-0.07;-0.04;-0.39;-0.34;-11.98;-8.90;-11.61
198;1;0.950;-1.750;-3.721;0.14;-0.04;-0.04;-0.37;-0.28;-11.57;-9.02;-10.88
199;1;0.950;-1.850;-3.740;0.17;-0.03;-0.04;-0.35;-0.22;-11.16;-9.14;-10.17
200;1;0.950;-1.950;-3.759;0.19;-0.01;-0.04;-0.34;-0.17;-10.77;-9.23;-9.49
201;1;1.050;-0.050;-3.422;-0.24;-0.63;0.51;7.20;-2.37;-25.44;-30.32;-2.87
202;1;1.050;-0.150;-3.440;-0.41;-0.54;0.22;4.57;-1.61;-19.53;-29.00;-11.13
203;1;1.050;-0.250;-3.459;-0.45;-0.53;0.07;2.60;-1.30;-15.36;-25.44;-14.62
204;1;1.050;-0.350;-3.477;-0.43;-0.51;-0.01;1.44;-1.09;-13.40;-22.02;-16.46
205;1;1.050;-0.450;-3.495;-0.39;-0.47;-0.06;0.77;-0.97;-12.76;-18.90;-17.25
206;1;1.050;-0.550;-3.514;-0.35;-0.43;-0.08;0.43;-0.97;-12.73;-16.21;-17.41
207;1;1.050;-0.650;-3.532;-0.33;-0.40;-0.09;0.25;-0.99;-12.88;-14.03;-17.21
208;1;1.050;-0.750;-3.551;-0.30;-0.36;-0.09;0.11;-0.97;-13.03;-12.32;-16.78
209;1;1.050;-0.850;-3.569;-0.27;-0.31;-0.10;-0.05;-0.89;-13.08;-11.02;-16.19
210;1;1.050;-0.950;-3.588;-0.23;-0.27;-0.09;-0.18;-0.80;-13.00;-10.05;-15.52
211;1;1.050;-1.050;-3.606;-0.19;-0.23;-0.09;-0.27;-0.73;-12.81;-9.33;-14.81
212;1;1.050;-1.150;-3.625;-0.14;-0.19;-0.08;-0.32;-0.65;-12.55;-8.83;-14.09
213;1;1.050;-1.250;-3.643;-0.09;-0.15;-0.08;-0.35;-0.57;-12.26;-8.53;-13.37
214;1;1.050;-1.350;-3.661;-0.05;-0.12;-0.07;-0.37;-0.50;-11.93;-8.37;-12.65
215;1;1.050;-1.450;-3.680;0.00;-0.09;-0.06;-0.38;-0.43;-11.58;-8.33;-11.94
216;1;1.050;-1.550;-3.698;0.04;-0.07;-0.06;-0.39;-0.37;-11.22;-8.35;-11.23
217;1;1.050;-1.650;-3.717;0.07;-0.05;-0.05;-0.38;-0.31;-10.84;-8.42;-10.53
218;1;1.050;-1.750;-3.735;0.11;-0.03;-0.05;-0.36;-0.25;-10.48;-8.51;-9.84
219;1;1.050;-1.850;-3.754;0.14;-0.01;-0.05;-0.35;-0.20;-10.14;-8.61;-9.17
220;1;1.050;-1.950;-3.772;0.16;0.00;-0.04;-0.32;-0.15;-9.83;-8.70;-8.53
221;1;1.150;-0.050;-3.446;-0.06;-0.31;0.27;4.95;-1.27;-19.20;-24.18;-2.51
222;1;1.150;-0.150;-3.464;-0.22;-0.31;0.10;3.16;-0.78;-15.20;-24.21;-9.08
223;1;1.150;-0.250;-3.482;-0.29;-0.35;0.01;1.94;-0.75;-12.16;-22.21;-12.02
224;1;1.150;-0.350;-3.500;-0.31;-0.36;-0.05;1.16;-0.70;-10.98;-19.97;-13.69
225;1;1.150;-0.450;-3.518;-0.30;-0.35;-0.08;0.71;-0.75;-10.84;-17.54;-14.51
226;1;1.150;-0.550;-3.535;-0.30;-0.33;-0.10;0.49;-0.83;-11.03;-15.31;-14.83
227;1;1.150;-0.650;-3.553;-0.30;-0.31;-0.11;0.33;-0.83;-11.23;-13.45;-14.82
228;1;1.150;-0.750;-3.571;-0.29;-0.28;-0.11;0.14;-0.78;-11.38;-11.93;-14.58
229;1;1.150;-0.850;-3.589;-0.26;-0.25;-0.11;-0.03;-0.74;-11.44;-10.69;-14.18
230;1;1.150;-0.950;-3.607;-0.22;-0.21;-0.10;-0.15;-0.68;-11.39;-9.72;-13.69
231;1;1.150;-1.050;-3.625;-0.18;-0.18;-0.10;-0.22;-0.62;-11.27;-8.97;-13.14
232;1;1.150;-1.150;-3.642;-0.14;-0.15;-0.09;-0.27;-0.56;-11.10;-8.45;-12.56
233;1;1.150;-1.250;-3.660;-0.10;-0.12;-0.08;-0.31;-0.50;-10.88;-8.11;-11.96
234;1;1.150;-1.350;-3.678;-0.06;-0.09;-0.08;-0.34;-0.43;-10.61;-7.91;-11.34
235;1;1.150;-1.450;-3.696;-0.02;-0.07;-0.07;-0.36;-0.37;-10.32;-7.84;-10.71
236;1;1.150;-1.550;-3.714;0.01;-0.05;-0.07;-0.36;-0.31;-10.02;-7.84;-10.08
237;1;1.150;-1.650;-3.731;0.05;-0.03;-0.06;-0.36;-0.26;-9.72;-7.90;-9.45
238;1;1.150;-1.750;-3.749;0.08;-0.02;-0.06;-0.35;-0.22;-9.42;-7.98;-8.82
239;1;1.150;-1.850;-3.767;0.11;0.00;-0.05;-0.34;-0.18;-9.15;-8.07;-8.20
240;1;1.150;-1.950;-3.785;0.13;0.01;-0.05;-0.31;-0.14;-8.90;-8.16;-7.59
241;1;1.250;-0.050;-3.471;0.04;-0.12;0.12;3.27;-0.41;-14.26;-18.39;-2.46
242;1;1.250;-0.150;-3.488;-0.11;-0.17;0.02;2.25;-0.25;-11.98;-19.85;-7.35
243;1;1.250;-0.250;-3.505;-0.19;-0.21;-0.04;1.50;-0.32;-9.75;-18.90;-9.73
244;1;1.250;-0.350;-3.523;-0.22;-0.25;-0.08;0.97;-0.39;-9.08;-17.52;-11.13
