Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
49;1;0.250;-0.850;-3.412;-0.54;-0.01;-0.41;-2.79;-1.67;-18.80;-70.03;-14.18
50;1;0.250;-0.950;-3.435;-0.32;0.07;-0.34;-2.22;-1.22;-15.95;-66.19;-13.86
51;1;0.250;-1.050;-3.459;-0.18;0.11;-0.28;-1.72;-0.89;-13.60;-62.69;-13.36
52;1;0.250;-1.150;-3.482;-0.09;0.14;-0.23;-1.42;-0.67;-11.60;-59.37;-12.73
53;1;0.250;-1.250;-3.505;-0.03;0.14;-0.19;-1.14;-0.38;-10.05;-56.06;-12.15
54;1;0.250;-1.350;-3.529;0.01;0.15;-0.18;-0.86;-0.12;-8.79;-53.04;-11.41
55;1;0.250;-1.450;-3.552;0.04;0.15;-0.16;-0.78;0.01;-7.72;-49.99;-10.78
56;1;0.250;-1.550;-3.576;0.07;0.13;-0.15;-0.72;0.13;-6.93;-46.80;-10.15
57;1;0.250;-1.650;-3.599;0.09;0.12;-0.13;-0.65;0.19;-6.47;-43.68;-9.35
58;1;0.250;-1.750;-3.623;0.11;0.10;-0.12;-0.71;0.26;-6.21;-40.75;-8.41
59;1;0.250;-1.850;-3.646;0.13;0.09;-0.12;-0.74;0.33;-6.14;-38.10;-7.37
60;1;0.250;-1.950;-3.670;0.15;0.07;-0.11;-0.74;0.40;-6.23;-35.74;-6.29
61;1;0.350;-0.050;-3.249;-2.57;-1.39;-1.32;13.24;1.45;-73.23;-81.23;43.47
62;1;0.350;-0.150;-3.272;-3.46;-1.24;-0.97;11.83;-4.98;-57.18;-90.02;35.03
63;1;0.350;-0.250;-3.295;-3.45;-1.00;-0.69;6.74;-6.78;-43.24;-90.44;22.43
64;1;0.350;-0.350;-3.317;-2.90;-0.71;-0.54;2.19;-6.10;-33.39;-86.20;11.56
65;1;0.350;-0.450;-3.340;-2.22;-0.44;-0.46;-0.47;-4.70;-26.32;-80.59;3.92
66;1;0.350;-0.550;-3.363;-1.59;-0.22;-0.40;-1.65;-3.42;-21.01;-75.21;-1.01
67;1;0.350;-0.650;-3.386;-1.09;-0.07;-0.36;-1.96;-2.45;-16.97;-70.53;-4.03
68;1;0.350;-0.750;-3.409;-0.72;0.04;-0.31;-1.87;-1.75;-13.88;-66.54;-5.80
69;1;0.350;-0.850;-3.431;-0.47;0.10;-0.27;-1.60;-1.25;-11.53;-63.12;-6.77
70;1;0.350;-0.950;-3.454;-0.30;0.13;-0.23;-1.31;-0.88;-9.73;-60.13;-7.28
71;1;0.350;-1.050;-3.477;-0.19;0.15;-0.20;-1.10;-0.67;-8.29;-57.42;-7.46
72;1;0.350;-1.150;-3.500;-0.11;0.15;-0.17;-0.88;-0.39;-7.23;-54.66;-7.58
73;1;0.350;-1.250;-3.523;-0.07;0.15;-0.15;-0.71;-0.09;-6.37;-52.21;-7.49
74;1;0.350;-1.350;-3.545;-0.04;0.14;-0.15;-0.67;0.08;-5.67;-49.87;-7.30
75;1;0.350;-1.450;-3.568;-0.01;0.13;-0.14;-0.64;0.19;-5.09;-47.47;-7.01
76;1;0.350;-1.550;-3.591;0.01;0.11;-0.13;-0.61;0.26;-4.68;-44.94;-6.67
77;1;0.350;-1.650;-3.614;0.03;0.09;-0.12;-0.61;0.30;-4.43;-42.41;-6.17
78;1;0.350;-1.750;-3.637;0.05;0.07;-0.12;-0.65;0.32;-4.35;-39.90;-5.52
79;1;0.350;-1.850;-3.660;0.07;0.05;-0.11;-0.69;0.35;-4.44;-37.46;-4.72
80;1;0.350;-1.950;-3.682;0.09;0.03;-0.10;-0.71;0.39;-4.63;-35.15;-3.80
81;1;0.450;-0.050;-3.274;-1.32;-0.87;-0.49;7.65;1.01;-61.78;-67.21;43.08
82;1;0.450;-0.150;-3.296;-1.89;-0.75;-0.48;7.47;-2.48;-48.13;-72.62;36.13
83;1;0.450;-0.250;-3.318;-2.04;-0.54;-0.40;4.91;-3.62;-35.74;-74.14;26.91
84;1;0.450;-0.350;-3.340;-1.85;-0.32;-0.33;2.29;-3.55;-26.19;-72.54;18.04
85;1;0.450;-0.450;-3.362;-1.49;-0.15;-0.28;0.50;-2.96;-19.30;-69.47;10.97
86;1;0.450;-0.550;-3.385;-1.12;-0.02;-0.24;-0.47;-2.30;-14.37;-66.04;5.84
87;1;0.450;-0.650;-3.407;-0.80;0.07;-0.22;-0.86;-1.74;-10.94;-62.79;2.34
88;1;0.450;-0.750;-3.429;-0.55;0.13;-0.19;-0.92;-1.28;-8.56;-59.85;0.01
89;1;0.450;-0.850;-3.451;-0.38;0.15;-0.17;-0.85;-0.91;-6.94;-57.28;-1.51
90;1;0.450;-0.950;-3.473;-0.26;0.16;-0.15;-0.77;-0.68;-5.76;-54.95;-2.50
91;1;0.450;-1.050;-3.495;-0.18;0.15;-0.13;-0.65;-0.38;-5.02;-52.62;-3.21
92;1;0.450;-1.150;-3.518;-0.13;0.15;-0.13;-0.52;-0.08;-4.39;-50.62;-3.64
93;1;0.450;-1.250;-3.540;-0.10;0.13;-0.12;-0.51;0.10;-3.87;-48.66;-3.91
94;1;0.450;-1.350;-3.562;-0.08;0.12;-0.12;-0.53;0.22;-3.43;-46.71;-3.98
95;1;0.450;-1.450;-3.584;-0.06;0.10;-0.12;-0.55;0.31;-3.09;-44.78;-3.87
96;1;0.450;-1.550;-3.606;-0.04;0.08;-0.12;-0.54;0.34;-2.85;-42.75;-3.66
97;1;0.450;-1.650;-3.629;-0.03;0.06;-0.11;-0.57;0.35;-2.71;-40.63;-3.32
98;1;0.450;-1.750;-3.651;-0.01;0.04;-0.11;-0.61;0.36;-2.73;-38.48;-2.81
99;1;0.450;-1.850;-3.673;0.01;0.02;-0.10;-0.64;0.37;-2.89;-36.34;-2.17
100;1;0.450;-1.950;-3.695;0.03;0.00;-0.09;-0.66;0.41;-3.15;-34.24;-1.43
101;1;0.550;-0.050;-3.298;-0.68;-0.53;-0.09;4.58;0.47;-52.54;-58.34;41.74
102;1;0.550;-0.150;-3.320;-1.02;-0.42;-0.15;4.81;-1.52;-40.72;-61.49;35.53
103;1;0.550;-0.250;-3.341;-1.18;-0.25;-0.16;3.43;-2.11;-29.83;-62.69;28.10
104;1;0.550;-0.350;-3.363;-1.13;-0.09;-0.15;1.92;-2.12;-21.10;-62.17;20.89
105;1;0.550;-0.450;-3.385;-0.95;0.02;-0.14;0.79;-1.88;-14.71;-60.56;14.78
106;1;0.550;-0.550;-3.406;-0.74;0.10;-0.13;0.09;-1.55;-10.21;-58.38;9.98
107;1;0.550;-0.650;-3.428;-0.56;0.14;-0.12;-0.24;-1.21;-7.23;-56.19;6.50
108;1;0.550;-0.750;-3.449;-0.41;0.16;-0.11;-0.37;-0.89;-5.33;-54.12;4.00
109;1;0.550;-0.850;-3.471;-0.30;0.17;-0.10;-0.43;-0.68;-4.10;-52.22;2.21
110;1;0.550;-0.950;-3.492;-0.22;0.16;-0.10;-0.40;-0.37;-3.43;-50.26;0.90
111;1;0.550;-1.050;-3.514;-0.18;0.15;-0.10;-0.34;-0.05;-2.90;-48.61;-0.03
112;1;0.550;-1.150;-3.535;-0.15;0.13;-0.10;-0.35;0.13;-2.48;-47.04;-0.68
113;1;0.550;-1.250;-3.557;-0.13;0.11;-0.10;-0.38;0.24;-2.06;-45.44;-1.12
114;1;0.550;-1.350;-3.579;-0.12;0.09;-0.10;-0.42;0.32;-1.71;-43.85;-1.32
115;1;0.550;-1.450;-3.600;-0.10;0.08;-0.10;-0.47;0.36;-1.47;-42.23;-1.31
116;1;0.550;-1.550;-3.622;-0.09;0.05;-0.10;-0.49;0.37;-1.31;-40.55;-1.16
117;1;0.550;-1.650;-3.643;-0.07;0.03;-0.10;-0.52;0.37;-1.25;-38.76;-0.90
118;1;0.550;-1.750;-3.665;-0.06;0.01;-0.09;-0.56;0.38;-1.34;-36.92;-0.48
119;1;0.550;-1.850;-3.686;-0.04;-0.02;-0.09;-0.59;0.40;-1.55;-35.06;0.05
120;1;0.550;-1.950;-3.708;-0.02;-0.04;-0.08;-0.60;0.44;-1.82;-33.22;0.69
121;1;0.650;-0.050;-3.323;-0.31;-0.32;0.10;2.91;0.05;-45.17;-52.30;39.75
122;1;0.650;-0.150;-3.344;-0.53;-0.21;0.04;3.25;-1.09;-34.68;-53.93;33.92
123;1;0.650;-0.250;-3.365;-0.66;-0.07;-0.01;2.44;-1.33;-25.11;-54.63;27.61
124;1;0.650;-0.350;-3.386;-0.66;0.04;-0.03;1.53;-1.33;-17.38;-54.46;21.61
125;1;0.650;-0.450;-3.407;-0.59;0.11;-0.04;0.80;-1.21;-11.69;-53.61;16.44
126;1;0.650;-0.550;-3.428;-0.48;0.15;-0.05;0.33;-1.03;-7.68;-52.24;12.18
127;1;0.650;-0.650;-3.449;-0.38;0.17;-0.05;0.06;-0.81;-5.10;-50.82;8.95
128;1;0.650;-0.750;-3.470;-0.30;0.18;-0.06;-0.09;-0.64;-3.48;-49.39;6.51
129;1;0.650;-0.850;-3.490;-0.23;0.16;-0.06;-0.16;-0.35;-2.61;-47.79;4.68
130;1;0.650;-0.950;-3.511;-0.20;0.15;-0.06;-0.16;-0.04;-1.97;-46.47;3.31
131;1;0.650;-1.050;-3.532;-0.18;0.13;-0.07;-0.19;0.14;-1.49;-45.15;2.29
132;1;0.650;-1.150;-3.553;-0.17;0.11;-0.07;-0.23;0.26;-1.05;-43.86;1.56
133;1;0.650;-1.250;-3.574;-0.16;0.09;-0.08;-0.28;0.33;-0.64;-42.54;1.06
134;1;0.650;-1.350;-3.595;-0.15;0.07;-0.08;-0.34;0.37;-0.31;-41.24;0.80
135;1;0.650;-1.450;-3.616;-0.14;0.05;-0.09;-0.39;0.38;-0.11;-39.90;0.75
136;1;0.650;-1.550;-3.637;-0.13;0.02;-0.09;-0.43;0.39;-0.01;-38.50;0.86
137;1;0.650;-1.650;-3.658;-0.12;0.00;-0.09;-0.47;0.40;-0.01;-37.01;1.08
138;1;0.650;-1.750;-3.679;-0.10;-0.03;-0.08;-0.50;0.41;-0.15;-35.44;1.43
139;1;0.650;-1.850;-3.700;-0.08;-0.05;-0.08;-0.52;0.43;-0.37;-33.84;1.91
140;1;0.650;-1.950;-3.721;-0.07;-0.08;-0.07;-0.55;0.45;-0.63;-32.22;2.49
141;1;0.750;-0.050;-3.348;-0.11;-0.18;0.19;2.02;-0.22;-39.20;-47.95;37.33
142;1;0.750;-0.150;-3.368;-0.24;-0.09;0.13;2.32;-0.86;-29.73;-48.54;31.76
143;1;0.750;-0.250;-3.388;-0.35;0.03;0.08;1.79;-0.90;-21.33;-48.82;26.24
144;1;0.750;-0.350;-3.409;-0.38;0.10;0.04;1.20;-0.87;-14.59;-48.70;21.18
145;1;0.750;-0.450;-3.429;-0.36;0.15;0.02;0.73;-0.79;-9.64;-48.22;16.83
146;1;0.750;-0.550;-3.449;-0.31;0.17;0.00;0.41;-0.66;-6.14;-47.35;13.15
147;1;0.750;-0.650;-3.470;-0.26;0.18;-0.01;0.19;-0.55;-3.86;-46.42;10.25
148;1;0.750;-0.750;-3.490;-0.22;0.17;-0.02;0.07;-0.31;-2.56;-45.30;8.06
149;1;0.750;-0.850;-3.510;-0.20;0.15;-0.03;0.01;-0.04;-1.63;-44.27;6.29
150;1;0.750;-0.950;-3.530;-0.19;0.13;-0.04;-0.04;0.14;-0.98;-43.24;4.97
151;1;0.750;-1.050;-3.551;-0.18;0.11;-0.05;-0.09;0.27;-0.41;-42.17;3.95
152;1;0.750;-1.150;-3.571;-0.18;0.09;-0.06;-0.14;0.34;0.09;-41.11;3.22
153;1;0.750;-1.250;-3.591;-0.18;0.06;-0.06;-0.20;0.38;0.52;-40.03;2.72
154;1;0.750;-1.350;-3.612;-0.18;0.04;-0.07;-0.26;0.39;0.85;-38.92;2.42
155;1;0.750;-1.450;-3.632;-0.17;0.02;-0.07;-0.32;0.40;1.02;-37.81;2.36
156;1;0.750;-1.550;-3.652;-0.16;-0.01;-0.07;-0.37;0.41;1.08;-36.66;2.44
157;1;0.750;-1.650;-3.673;-0.15;-0.04;-0.07;-0.40;0.42;1.04;-35.40;2.64
158;1;0.750;-1.750;-3.693;-0.14;-0.06;-0.07;-0.43;0.44;0.89;-34.10;2.97
159;1;0.750;-1.850;-3.713;-0.13;-0.09;-0.07;-0.46;0.45;0.70;-32.72;3.42
160;1;0.750;-1.950;-3.734;-0.11;-0.12;-0.06;-0.50;0.46;0.48;-31.30;3.97
161;1;0.850;-0.050;-3.372;0.01;-0.09;0.22;1.53;-0.39;-34.23;-44.60;34.64
162;1;0.850;-0.150;-3.392;-0.09;-0.01;0.16;1.73;-0.72;-25.61;-44.52;29.32
163;1;0.850;-0.250;-3.412;-0.17;0.08;0.12;1.35;-0.66;-18.25;-44.51;24.46
164;1;0.850;-0.350;-3.431;-0.21;0.13;0.08;0.95;-0.59;-12.44;-44.35;20.16
165;1;0.850;-0.450;-3.451;-0.21;0.16;0.05;0.63;-0.51;-8.19;-44.07;16.51
166;1;0.850;-0.550;-3.471;-0.20;0.17;0.03;0.41;-0.44;-5.10;-43.49;13.33
167;1;0.850;-0.650;-3.490;-0.18;0.16;0.01;0.25;-0.25;-3.19;-42.70;10.89
168;1;0.850;-0.750;-3.510;-0.18;0.15;0.00;0.16;-0.01;-1.89;-42.05;8.91
169;1;0.850;-0.850;-3.530;-0.18;0.13;-0.01;0.09;0.15;-0.94;-41.26;7.31
170;1;0.850;-0.950;-3.550;-0.18;0.11;-0.02;0.04;0.28;-0.18;-40.46;6.06
171;1;0.850;-1.050;-3.569;-0.19;0.09;-0.03;-0.01;0.35;0.49;-39.64;5.09
172;1;0.850;-1.150;-3.589;-0.20;0.06;-0.04;-0.07;0.38;1.04;-38.77;4.39
173;1;0.850;-1.250;-3.609;-0.20;0.04;-0.05;-0.13;0.40;1.48;-37.87;3.90
174;1;0.850;-1.350;-3.628;-0.20;0.01;-0.05;-0.19;0.41;1.80;-36.93;3.61
175;1;0.850;-1.450;-3.648;-0.20;-0.01;-0.06;-0.25;0.42;1.96;-36.01;3.55
176;1;0.850;-1.550;-3.668;-0.19;-0.04;-0.06;-0.30;0.42;1.99;-35.03;3.63
177;1;0.850;-1.650;-3.687;-0.18;-0.07;-0.06;-0.33;0.44;1.95;-33.98;3.84
178;1;0.850;-1.750;-3.707;-0.17;-0.10;-0.06;-0.37;0.46;1.83;-32.88;4.17
179;1;0.850;-1.850;-3.727;-0.17;-0.13;-0.06;-0.41;0.46;1.68;-31.73;4.61
180;1;0.850;-1.950;-3.746;-0.16;-0.16;-0.05;-0.44;0.46;1.51;-30.49;5.14
181;1;0.950;-0.050;-3.397;0.08;-0.04;0.21;1.25;-0.48;-29.95;-41.82;31.83
182;1;0.950;-0.150;-3.416;0.00;0.04;0.16;1.33;-0.62;-22.11;-41.37;26.80
183;1;0.950;-0.250;-3.435;-0.07;0.10;0.12;1.03;-0.50;-15.69;-41.19;22.53
184;1;0.950;-0.350;-3.454;-0.11;0.14;0.09;0.74;-0.41;-10.73;-41.03;18.88
185;1;0.950;-0.450;-3.473;-0.12;0.16;0.07;0.54;-0.36;-7.04;-40.81;15.74
186;1;0.950;-0.550;-3.492;-0.13;0.16;0.04;0.38;-0.20;-4.43;-40.27;13.15
187;1;0.950;-0.650;-3.511;-0.14;0.15;0.03;0.27;0.02;-2.65;-39.85;11.00
188;1;0.950;-0.750;-3.530;-0.15;0.13;0.02;0.20;0.16;-1.38;-39.36;9.28
189;1;0.950;-0.850;-3.550;-0.16;0.11;0.00;0.15;0.28;-0.34;-38.77;7.84
190;1;0.950;-0.950;-3.569;-0.18;0.08;-0.01;0.10;0.35;0.51;-38.14;6.70
191;1;0.950;-1.050;-3.588;-0.19;0.06;-0.02;0.04;0.38;1.24;-37.47;5.80
192;1;0.950;-1.150;-3.607;-0.21;0.04;-0.03;-0.01;0.40;1.82;-36.76;5.15
193;1;0.950;-1.250;-3.626;-0.21;0.01;-0.03;-0.06;0.41;2.27;-36.03;4.69
194;1;0.950;-1.350;-3.645;-0.22;-0.02;-0.04;-0.12;0.42;2.59;-35.25;4.43
195;1;0.950;-1.450;-3.664;-0.22;-0.04;-0.04;-0.18;0.43;2.73;-34.48;4.38
196;1;0.950;-1.550;-3.683;-0.22;-0.07;-0.05;-0.23;0.44;2.78;-33.65;4.47
197;1;0.950;-1.650;-3.702;-0.21;-0.10;-0.05;-0.27;0.46;2.76;-32.79;4.69
198;1;0.950;-1.750;-3.721;-0.21;-0.13;-0.05;-0.31;0.47;2.70;-31.87;5.04
199;1;0.950;-1.850;-3.740;-0.20;-0.16;-0.05;-0.35;0.46;2.59;-30.87;5.49
200;1;0.950;-1.950;-3.759;-0.19;-0.19;-0.05;-0.39;0.46;2.48;-29.80;6.02
201;1;1.050;-0.050;-3.422;0.12;0.00;0.18;1.06;-0.49;-26.17;-39.35;28.98
202;1;1.050;-0.150;-3.440;0.05;0.06;0.15;1.04;-0.52;-19.07;-38.78;24.33
203;1;1.050;-0.250;-3.459;-0.01;0.11;0.12;0.78;-0.39;-13.53;-38.56;20.61
204;1;1.050;-0.350;-3.477;-0.05;0.14;0.10;0.61;-0.31;-9.26;-38.41;17.44
205;1;1.050;-0.450;-3.495;-0.07;0.14;0.07;0.45;-0.17;-6.11;-38.12;14.87
206;1;1.050;-0.550;-3.514;-0.09;0.14;0.05;0.34;0.03;-3.83;-37.84;12.63
207;1;1.050;-0.650;-3.532;-0.11;0.12;0.04;0.28;0.16;-2.19;-37.52;10.81
208;1;1.050;-0.750;-3.551;-0.13;0.11;0.03;0.23;0.27;-0.88;-37.13;9.27
209;1;1.050;-0.850;-3.569;-0.16;0.08;0.02;0.19;0.34;0.20;-36.70;7.99
210;1;1.050;-0.950;-3.588;-0.18;0.06;0.01;0.15;0.38;1.12;-36.20;6.95
211;1;1.050;-1.050;-3.606;-0.20;0.04;0.00;0.10;0.40;1.87;-35.64;6.14
212;1;1.050;-1.150;-3.625;-0.21;0.01;-0.01;0.05;0.42;2.46;-35.08;5.56
213;1;1.050;-1.250;-3.643;-0.22;-0.02;-0.02;-0.01;0.42;2.92;-34.47;5.14
214;1;1.050;-1.350;-3.661;-0.23;-0.05;-0.03;-0.06;0.43;3.22;-33.85;4.92
215;1;1.050;-1.450;-3.680;-0.23;-0.07;-0.03;-0.11;0.44;3.38;-33.19;4.89
216;1;1.050;-1.550;-3.698;-0.24;-0.10;-0.04;-0.16;0.46;3.47;-32.51;5.01
217;1;1.050;-1.650;-3.717;-0.24;-0.13;-0.04;-0.21;0.47;3.51;-31.81;5.25
218;1;1.050;-1.750;-3.735;-0.24;-0.16;-0.04;-0.25;0.47;3.50;-31.03;5.62
219;1;1.050;-1.850;-3.754;-0.23;-0.19;-0.04;-0.30;0.47;3.45;-30.18;6.08
220;1;1.050;-1.950;-3.772;-0.23;-0.23;-0.04;-0.33;0.46;3.40;-29.26;6.62
221;1;1.150;-0.050;-3.446;0.14;0.03;0.16;0.89;-0.46;-22.70;-36.98;26.17
222;1;1.150;-0.150;-3.464;0.08;0.08;0.13;0.80;-0.41;-16.40;-36.61;22.03
223;1;1.150;-0.250;-3.482;0.03;0.11;0.11;0.64;-0.32;-11.62;-36.37;18.73
224;1;1.150;-0.350;-3.500;-0.01;0.13;0.09;0.48;-0.18;-7.98;-36.19;16.12
225;1;1.150;-0.450;-3.518;-0.04;0.13;0.08;0.36;0.01;-5.30;-36.05;13.85
226;1;1.150;-0.550;-3.535;-0.06;0.12;0.06;0.32;0.15;-3.29;-35.87;11.97
227;1;1.150;-0.650;-3.553;-0.09;0.10;0.05;0.29;0.25;-1.71;-35.60;10.35
228;1;1.150;-0.750;-3.571;-0.12;0.08;0.04;0.26;0.32;-0.41;-35.30;8.99
229;1;1.150;-0.850;-3.589;-0.15;0.06;0.03;0.23;0.37;0.69;-34.97;7.84
230;1;1.150;-0.950;-3.607;-0.17;0.04;0.02;0.19;0.39;1.61;-34.56;6.90
231;1;1.150;-1.050;-3.625;-0.20;0.01;0.01;0.15;0.41;2.38;-34.13;6.16
232;1;1.150;-1.150;-3.642;-0.22;-0.02;0.00;0.10;0.42;2.97;-33.72;5.65
233;1;1.150;-1.250;-3.660;-0.23;-0.05;-0.01;0.06;0.42;3.42;-33.19;5.29
234;1;1.150;-1.350;-3.678;-0.24;-0.07;-0.02;0.00;0.44;3.73;-32.67;5.12
235;1;1.150;-1.450;-3.696;-0.25;-0.10;-0.02;-0.05;0.46;3.94;-32.14;5.12
236;1;1.150;-1.550;-3.714;-0.26;-0.13;-0.03;-0.10;0.47;4.10;-31.61;5.27
237;1;1.150;-1.650;-3.731;-0.26;-0.16;-0.03;-0.15;0.47;4.19;-31.01;5.54
238;1;1.150;-1.750;-3.749;-0.26;-0.19;-0.03;-0.19;0.47;4.23;-30.36;5.93
239;1;1.150;-1.850;-3.767;-0.26;-0.23;-0.04;-0.24;0.47;4.25;-29.65;6.41
240;1;1.150;-1.950;-3.785;-0.26;-0.26;-0.04;-0.28;0.46;4.27;-28.85;6.96
241;1;1.250;-0.050;-3.471;0.15;0.05;0.13;0.75;-0.43;-19.45;-34.53;23.49
242;1;1.250;-0.150;-3.488;0.09;0.09;0.12;0.66;-0.31;-14.03;-34.66;19.92
243;1;1.250;-0.250;-3.505;0.05;0.11;0.10;0.51;-0.20;-9.94;-34.42;17.08
244;1;1.250;-0.350;-3.523;0.01;0.12;0.09;0.38;-0.04;-6.90;-34.40;14.76
245;1;1.250;-0.450;-3.540;-0.02;0.11;0.08;0.34;0.10;-4.59;-34.33;12.82
246;1;1.250;-0.550;-3.557;-0.05;0.10;0.07;0.33;0.22;-2.76;-34.21;11.17
247;1;1.250;-0.650;-3.574;-0.08;0.08;0.06;0.31;0.29;-1.26;-34.00;9.72
248;1;1.250;-0.750;-3.591;-0.11;0.06;0.05;0.29;0.34;0.02;-33.77;8.48
249;1;1.250;-0.850;-3.609;-0.14;0.04;0.04;0.27;0.37;1.10;-33.50;7.45
250;1;1.250;-0.950;-3.626;-0.17;0.01;0.03;0.24;0.39;2.03;-33.19;6.61
