element_number;x[m];y[m];t[mm]
1394.0;-2.6;-3.4;61.8089575485
1395.0;-2.6;-3.8;61.8091262572
1396.0;-3.0;-0.2;62.8428098514
1397.0;-3.0;-0.6;61.7378431986
1398.0;-3.0;-1.0;61.077885918
1399.0;-3.0;-1.4;61.1374533865
1400.0;-3.0;-1.8;61.4280220648
1401.0;-3.0;-2.2;61.6349058102
1402.0;-3.0;-2.6;61.8089407344
1403.0;-3.0;-3.0;61.9446907591
1404.0;-3.0;-3.4;61.9449365332
1405.0;-3.0;-3.8;61.9449919236
1406.0;-3.4;-0.2;61.3747111212
1407.0;-3.4;-0.6;60.4325059956
1408.0;-3.4;-1.0;60.7086028237
1409.0;-3.4;-1.4;61.1469366486
1410.0;-3.4;-1.8;61.4173736494
1411.0;-3.4;-2.2;61.6316300222
1412.0;-3.4;-2.6;61.808960167
1413.0;-3.4;-3.0;61.9449774487
1414.0;-3.4;-3.4;62.0359441306
1415.0;-3.4;-3.8;62.0355666443
1416.0;-3.8;-0.2;60.3268823221
1417.0;-3.8;-0.6;60.3893146273
1418.0;-3.8;-1.0;60.8132761173
1419.0;-3.8;-1.4;61.1421030007
1420.0;-3.8;-1.8;61.407887478
1421.0;-3.8;-2.2;61.6292517326
1422.0;-3.8;-2.6;61.8091167111
1423.0;-3.8;-3.0;61.9448825647
1424.0;-3.8;-3.4;62.0356548709
1425.0;-3.8;-3.8;62.0816288958
1426.0;-0.05;0.05;309.240154083
1427.0;-0.05;0.15;312.044859901
1428.0;-0.05;0.25;309.55785679
1429.0;-0.05;0.35;289.742321988
1430.0;-0.05;0.45;262.704009795
1431.0;-0.05;0.55;237.108040678
1432.0;-0.05;0.65;213.25816995
1433.0;-0.05;0.75;189.684468517
1434.0;-0.05;0.85;166.369855966
1435.0;-0.05;0.95;144.414726731
1436.0;-0.05;1.05;124.508552709
1437.0;-0.05;1.15;107.846017748
1438.0;-0.05;1.25;96.4715252726
1439.0;-0.05;1.35;89.2752878467
1440.0;-0.05;1.45;81.368400433
1441.0;-0.05;1.55;70.9884164547
1442.0;-0.05;1.65;63.1884645844
1443.0;-0.05;1.75;61.2413827529
1444.0;-0.05;1.85;62.0467606367
1445.0;-0.05;1.95;62.6713246194
1446.0;-0.15;0.05;311.836255022
1447.0;-0.15;0.15;309.302534296
1448.0;-0.15;0.25;292.54009156
1449.0;-0.15;0.35;266.499882807
1450.0;-0.15;0.45;237.846395135
1451.0;-0.15;0.55;212.300245971
1452.0;-0.15;0.65;189.269879905
1453.0;-0.15;0.75;167.368221496
1454.0;-0.15;0.85;146.393683068
1455.0;-0.15;0.95;126.483090393
1456.0;-0.15;1.05;108.000968663
1457.0;-0.15;1.15;93.4410116274
1458.0;-0.15;1.25;85.846892089
1459.0;-0.15;1.35;83.1358689153
1460.0;-0.15;1.45;78.5686090629
1461.0;-0.15;1.55;69.6818215654
1462.0;-0.15;1.65;62.1480033795
1463.0;-0.15;1.75;60.2260859051
1464.0;-0.15;1.85;61.4728731584
1465.0;-0.15;1.95;62.4394350777
1466.0;-0.25;0.05;309.597173679
1467.0;-0.25;0.15;292.51915374
1468.0;-0.25;0.25;261.825464829
1469.0;-0.25;0.35;235.048542965
1470.0;-0.25;0.45;212.877306785
1471.0;-0.25;0.55;189.304575081
1472.0;-0.25;0.65;165.95205963
1473.0;-0.25;0.75;145.06161776
1474.0;-0.25;0.85;127.218784295
1475.0;-0.25;0.95;111.358197436
1476.0;-0.25;1.05;97.3704022977
1477.0;-0.25;1.15;86.4312833534
1478.0;-0.25;1.25;78.6152768839
1479.0;-0.25;1.35;73.4217174064
1480.0;-0.25;1.45;71.2549766949
1481.0;-0.25;1.55;71.9093462146
1482.0;-0.25;1.65;72.7273873706
1483.0;-0.25;1.75;72.1260262083
1484.0;-0.25;1.85;71.5274004328
1485.0;-0.25;1.95;71.0386935076
1486.0;-0.35;0.05;289.922881947
1487.0;-0.35;0.15;266.509378907
1488.0;-0.35;0.25;235.030092085
1489.0;-0.35;0.35;209.10466996
1490.0;-0.35;0.45;187.750138949
1491.0;-0.35;0.55;166.920739861
1492.0;-0.35;0.65;145.585845941
1493.0;-0.35;0.75;126.39343491
1494.0;-0.35;0.85;110.583297795
1495.0;-0.35;0.95;97.8463068783
1496.0;-0.35;1.05;87.8049225924
1497.0;-0.35;1.15;80.0696103666
1498.0;-0.35;1.25;73.8787372235
1499.0;-0.35;1.35;69.6746948876
1500.0;-0.35;1.45;69.2951927392
1501.0;-0.35;1.55;72.505778209
1502.0;-0.35;1.65;75.7068715337
1503.0;-0.35;1.75;76.2505760371
1504.0;-0.35;1.85;75.1262075001
1505.0;-0.35;1.95;73.898932487
1506.0;-0.45;0.05;262.771938452
1507.0;-0.45;0.15;237.8525649
1508.0;-0.45;0.25;212.875435467
1509.0;-0.45;0.35;187.759441769
1510.0;-0.45;0.45;165.839095676
1511.0;-0.45;0.55;146.22505984
1512.0;-0.45;0.65;127.83033034
1513.0;-0.45;0.75;111.091764875
1514.0;-0.45;0.85;97.0384137235
1515.0;-0.45;0.95;86.446956506
1516.0;-0.45;1.05;79.205738344
1517.0;-0.45;1.15;74.5383044535
1518.0;-0.45;1.25;71.9734600932
1519.0;-0.45;1.35;71.144631713
1520.0;-0.45;1.45;71.2188158503
1521.0;-0.45;1.55;71.3319259234
1522.0;-0.45;1.65;71.3625659317
1523.0;-0.45;1.75;71.2372920321
1524.0;-0.45;1.85;70.5451942815
1525.0;-0.45;1.95;69.7714142003
1526.0;-0.55;0.05;237.04293108
1527.0;-0.55;0.15;212.271252731
1528.0;-0.55;0.25;189.309602967
1529.0;-0.55;0.35;166.939156847
1530.0;-0.55;0.45;146.234577914
1531.0;-0.55;0.55;128.037559648
1532.0;-0.55;0.65;111.870209189
1533.0;-0.55;0.75;97.7448033609
1534.0;-0.55;0.85;86.4073353366
1535.0;-0.55;0.95;78.5363228785
1536.0;-0.55;1.05;73.969227376
1537.0;-0.55;1.15;71.9310533454
1538.0;-0.55;1.25;71.7474038691
1539.0;-0.55;1.35;72.3419318894
1540.0;-0.55;1.45;72.0140008878
1541.0;-0.55;1.55;70.1429555058
1542.0;-0.55;1.65;68.113508483
1543.0;-0.55;1.75;67.0740776557
1544.0;-0.55;1.85;66.5777367054
1545.0;-0.55;1.95;66.2347478322
1546.0;-0.65;0.05;213.210147679
1547.0;-0.65;0.15;189.244071882
1548.0;-0.65;0.25;165.953487257
1549.0;-0.65;0.35;145.599327406
1550.0;-0.65;0.45;127.837307389
1551.0;-0.65;0.55;111.869676379
1552.0;-0.65;0.65;97.8804531482
1553.0;-0.65;0.75;86.627566899
1554.0;-0.65;0.85;78.8382667262
1555.0;-0.65;0.95;74.2731886276
1556.0;-0.65;1.05;72.2059062334
1557.0;-0.65;1.15;71.7120225554
1558.0;-0.65;1.25;71.8065945291
1559.0;-0.65;1.35;71.7216338332
1560.0;-0.65;1.45;71.0550197457
1561.0;-0.65;1.55;69.867077831
1562.0;-0.65;1.65;68.5866652879
1563.0;-0.65;1.75;67.6473050303
1564.0;-0.65;1.85;67.1481314831
1565.0;-0.65;1.95;66.7636051732
1566.0;-0.75;0.05;189.70544501
1567.0;-0.75;0.15;167.371003577
1568.0;-0.75;0.25;145.063960893
1569.0;-0.75;0.35;126.398243954
1570.0;-0.75;0.45;111.091063153
1571.0;-0.75;0.55;97.7395826641
1572.0;-0.75;0.65;86.6241718219
1573.0;-0.75;0.75;78.853533575
1574.0;-0.75;0.85;74.4474417301
1575.0;-0.75;0.95;72.5657026971
1576.0;-0.75;1.05;72.0398743414
1577.0;-0.75;1.15;71.9456983129
1578.0;-0.75;1.25;71.5373191499
1579.0;-0.75;1.35;70.7145883109
1580.0;-0.75;1.45;70.0602916436
1581.0;-0.75;1.55;69.8940652022
1582.0;-0.75;1.65;69.7810101279
1583.0;-0.75;1.75;69.384027432
1584.0;-0.75;1.85;68.9181609508
1585.0;-0.75;1.95;68.3731396066
1586.0;-0.85;0.05;166.402769577
1587.0;-0.85;0.15;146.404984233
1588.0;-0.85;0.25;127.222486928
1589.0;-0.85;0.35;110.585700731
1590.0;-0.85;0.45;97.0363320529
1591.0;-0.85;0.55;86.4020921285
1592.0;-0.85;0.65;78.8346165874
1593.0;-0.85;0.75;74.4467236955
1594.0;-0.85;0.85;72.6573661398
1595.0;-0.85;0.95;72.1593542582
1596.0;-0.85;1.05;71.9944826249
1597.0;-0.85;1.15;71.635630632
1598.0;-0.85;1.25;70.9752203882
1599.0;-0.85;1.35;70.1968747128
1600.0;-0.85;1.45;69.6661303071
1601.0;-0.85;1.55;69.5128709989
1602.0;-0.85;1.65;69.4465383374
1603.0;-0.85;1.75;69.174193559
1604.0;-0.85;1.85;68.6921882996
1605.0;-0.85;1.95;68.1123501345
1606.0;-0.95;0.05;144.416838259
1607.0;-0.95;0.15;126.480520395
1608.0;-0.95;0.25;111.358979221
1609.0;-0.95;0.35;97.8496827204
1610.0;-0.95;0.45;86.4477291776
1611.0;-0.95;0.55;78.5344380453
1612.0;-0.95;0.65;74.2720613876
1613.0;-0.95;0.75;72.5664319949
1614.0;-0.95;0.85;72.1602661267
1615.0;-0.95;0.95;72.0868243567
1616.0;-0.95;1.05;71.6768935301
1617.0;-0.95;1.15;71.0196474903
1618.0;-0.95;1.25;70.3949889215
1619.0;-0.95;1.35;69.8980169925
1620.0;-0.95;1.45;69.3958555665
1621.0;-0.95;1.55;68.8165446794
1622.0;-0.95;1.65;68.2514278326
1623.0;-0.95;1.75;67.7343131887
1624.0;-0.95;1.85;67.1676405327
1625.0;-0.95;1.95;66.6190470831
1626.0;-1.05;0.05;124.495308206
1627.0;-1.05;0.15;107.990077634
1628.0;-1.05;0.25;97.3682892416
1629.0;-1.05;0.35;87.8083325862
1630.0;-1.05;0.45;79.2078593808
1631.0;-1.05;0.55;73.9690565839
1632.0;-1.05;0.65;72.2061091079
1633.0;-1.05;0.75;72.0413651197
1634.0;-1.05;0.85;71.9959225003
1635.0;-1.05;0.95;71.6773665646
1636.0;-1.05;1.05;71.1486941499
1637.0;-1.05;1.15;70.4920151108
1638.0;-1.05;1.25;69.9516306443
1639.0;-1.05;1.35;69.5060212694
1640.0;-1.05;1.45;68.9653246824
1641.0;-1.05;1.55;68.2515163531
1642.0;-1.05;1.65;67.5037815359
1643.0;-1.05;1.75;66.8430791523
1644.0;-1.05;1.85;66.2493894142
1645.0;-1.05;1.95;65.7138955459
1646.0;-1.15;0.05;107.842387055
1647.0;-1.15;0.15;93.435628838
1648.0;-1.15;0.25;86.4308494899
1649.0;-1.15;0.35;80.0725972326
1650.0;-1.15;0.45;74.5393714346
1651.0;-1.15;0.55;71.9300027031
1652.0;-1.15;0.65;71.7115330352
1653.0;-1.15;0.75;71.9465381068
1654.0;-1.15;0.85;71.6365403176
1655.0;-1.15;0.95;71.0197649089
1656.0;-1.15;1.05;70.4917719446
1657.0;-1.15;1.15;70.0698913232
1658.0;-1.15;1.25;69.5691167986
1659.0;-1.15;1.35;69.0405885606
1660.0;-1.15;1.45;68.4902335271
1661.0;-1.15;1.55;67.918175224
1662.0;-1.15;1.65;67.3283350036
1663.0;-1.15;1.75;66.7445924445
1664.0;-1.15;1.85;66.2033005226
1665.0;-1.15;1.95;65.6685642431
1666.0;-1.25;0.05;96.4783015406
1667.0;-1.25;0.15;85.8483015373
1668.0;-1.25;0.25;78.6172948434
1669.0;-1.25;0.35;73.8815268875
1670.0;-1.25;0.45;71.9736043897
1671.0;-1.25;0.55;71.745466654
1672.0;-1.25;0.65;71.8052850976
1673.0;-1.25;0.75;71.5373987663
1674.0;-1.25;0.85;70.9755249256
1675.0;-1.25;0.95;70.3946983708
1676.0;-1.25;1.05;69.9510879059
1677.0;-1.25;1.15;69.5688527569
1678.0;-1.25;1.25;69.1350592141
1679.0;-1.25;1.35;68.5756194899
1680.0;-1.25;1.45;68.0486854219
1681.0;-1.25;1.55;67.5812604698
1682.0;-1.25;1.65;67.121655952
1683.0;-1.25;1.75;66.6309022039
1684.0;-1.25;1.85;66.1279895179
1685.0;-1.25;1.95;65.5993398482
1686.0;-1.35;0.05;89.2805913832
1687.0;-1.35;0.15;83.1369292401
1688.0;-1.35;0.25;73.4233797354
1689.0;-1.35;0.35;69.6771020191
1690.0;-1.35;0.45;71.1448566685
1691.0;-1.35;0.55;72.340332821
1692.0;-1.35;0.65;71.7205382962
1693.0;-1.35;0.75;70.7147002157
1694.0;-1.35;0.85;70.1971754516
1695.0;-1.35;0.95;69.8977913696
1696.0;-1.35;1.05;69.5055609762
1697.0;-1.35;1.15;69.0403779903
1698.0;-1.35;1.25;68.5756460966
1699.0;-1.35;1.35;68.1186693424
1700.0;-1.35;1.45;67.5937696136
1701.0;-1.35;1.55;67.0935667239
1702.0;-1.35;1.65;66.6074735963
1703.0;-1.35;1.75;66.1088094585
1704.0;-1.35;1.85;65.5854486591
1705.0;-1.35;1.95;65.0561794666
1706.0;-1.45;0.05;81.3678485362
1707.0;-1.45;0.15;78.5660568746
1708.0;-1.45;0.25;71.2549245918
1709.0;-1.45;0.35;69.2970010533
1710.0;-1.45;0.45;71.2193163011
1711.0;-1.45;0.55;72.0130936571
1712.0;-1.45;0.65;71.0545364134
1713.0;-1.45;0.75;70.0607806905
1714.0;-1.45;0.85;69.6666912727
1715.0;-1.45;0.95;69.3958796478
1716.0;-1.45;1.05;68.9651082083
1717.0;-1.45;1.15;68.4902119807
1718.0;-1.45;1.25;68.0488547221
1719.0;-1.45;1.35;67.5938914333
1720.0;-1.45;1.45;67.1042314471
1721.0;-1.45;1.55;66.5374579747
1722.0;-1.45;1.65;65.9969924867
1723.0;-1.45;1.75;65.4612516652
1724.0;-1.45;1.85;64.9040696339
1725.0;-1.45;1.95;64.3547557844
1726.0;-1.55;0.05;70.9867865472
1727.0;-1.55;0.15;69.6785718015
1728.0;-1.55;0.25;71.9087363075
1729.0;-1.55;0.35;72.5072631798
1730.0;-1.55;0.45;71.3324452192
1731.0;-1.55;0.55;70.1422627405
1732.0;-1.55;0.65;69.8667622484
1733.0;-1.55;0.75;69.894600444
1734.0;-1.55;0.85;69.5134572734
1735.0;-1.55;0.95;68.8166375573
1736.0;-1.55;1.05;68.251374428
1737.0;-1.55;1.15;67.9181914608
1738.0;-1.55;1.25;67.5814509267
1739.0;-1.55;1.35;67.0937114842
1740.0;-1.55;1.45;66.5374826819
1741.0;-1.55;1.55;66.0310113914
1742.0;-1.55;1.65;65.5092919095
1743.0;-1.55;1.75;64.9828138597
1744.0;-1.55;1.85;64.418598025
1745.0;-1.55;1.95;63.8409838322
1746.0;-1.65;0.05;63.1891052386
1747.0;-1.65;0.15;62.146556803
1748.0;-1.65;0.25;72.7277038192
1749.0;-1.65;0.35;75.7085300333
1750.0;-1.65;0.45;71.3629342969
1751.0;-1.65;0.55;68.1126450621
1752.0;-1.65;0.65;68.586165379
1753.0;-1.65;0.75;69.7813304065
1754.0;-1.65;0.85;69.4469359917
1755.0;-1.65;0.95;68.2513923456
1756.0;-1.65;1.05;67.5035598062
1757.0;-1.65;1.15;67.3282808769
1758.0;-1.65;1.25;67.1217636798
1759.0;-1.65;1.35;66.6075460239
1760.0;-1.65;1.45;65.9969603174
1761.0;-1.65;1.55;65.5092395105
1762.0;-1.65;1.65;65.1117503976
1763.0;-1.65;1.75;64.6167056186
1764.0;-1.65;1.85;64.0541537336
1765.0;-1.65;1.95;63.4654946315
1766.0;-1.75;0.05;61.2433118563
1767.0;-1.75;0.15;60.2257851839
1768.0;-1.75;0.25;72.1268218462
1769.0;-1.75;0.35;76.2522909095
1770.0;-1.75;0.45;71.237634858
1771.0;-1.75;0.55;67.0731742356
1772.0;-1.75;0.65;67.6467067746
1773.0;-1.75;0.75;69.3842016019
1774.0;-1.75;0.85;69.1744691442
1775.0;-1.75;0.95;67.7342158386
1776.0;-1.75;1.05;66.8428225322
1777.0;-1.75;1.15;66.7444891987
1778.0;-1.75;1.25;66.6309581792
1779.0;-1.75;1.35;66.1088395239
1780.0;-1.75;1.45;65.4611863679
1781.0;-1.75;1.55;64.9827442646
1782.0;-1.75;1.65;64.6166885935
1783.0;-1.75;1.75;64.1874367266
1784.0;-1.75;1.85;63.6105623063
1785.0;-1.75;1.95;63.042375322
1786.0;-1.85;0.05;62.0478388167
1787.0;-1.85;0.15;61.4721038009
1788.0;-1.85;0.25;71.5278850534
1789.0;-1.85;0.35;75.127690017
1790.0;-1.85;0.45;70.5455077467
1791.0;-1.85;0.55;66.5769509452
1792.0;-1.85;0.65;67.1476492699
1793.0;-1.85;0.75;68.9183808608
1794.0;-1.85;0.85;68.6924846452
1795.0;-1.85;0.95;67.1675865783
1796.0;-1.85;1.05;66.2491777755
1797.0;-1.85;1.15;66.2032322214
1798.0;-1.85;1.25;66.1280615673
1799.0;-1.85;1.35;65.5854879941
1800.0;-1.85;1.45;64.9040243082
1801.0;-1.85;1.55;64.4185438862
1802.0;-1.85;1.65;64.0541447257
1803.0;-1.85;1.75;63.6105796858
1804.0;-1.85;1.85;63.0877432316
1805.0;-1.85;1.95;62.5679260888
1806.0;-1.95;0.05;62.6714901613
1807.0;-1.95;0.15;62.438014748
1808.0;-1.95;0.25;71.0387272671
1809.0;-1.95;0.35;73.9001396746
1810.0;-1.95;0.45;69.7717027831
1811.0;-1.95;0.55;66.2340810349
1812.0;-1.95;0.65;66.7632421442
1813.0;-1.95;0.75;68.3734262985
1814.0;-1.95;0.85;68.112702072
1815.0;-1.95;0.95;66.6190448652
1816.0;-1.95;1.05;65.7137436172
1817.0;-1.95;1.15;65.6685316181
1818.0;-1.95;1.25;65.5994365843
1819.0;-1.95;1.35;65.0562365976
1820.0;-1.95;1.45;64.354727772
1821.0;-1.95;1.55;63.8409634155
1822.0;-1.95;1.65;63.4655134105
1823.0;-1.95;1.75;63.0424216177
1824.0;-1.95;1.85;62.5679315034
1825.0;-1.95;1.95;62.1775596317
1826.0;-0.2;2.2;65.5601938305
1827.0;-0.2;2.6;64.2941392701
1828.0;-0.2;3.0;62.843236608
1829.0;-0.2;3.4;61.374955453
1830.0;-0.2;3.8;60.3270304152
1831.0;-0.6;2.2;65.1804609097
1832.0;-0.6;2.6;63.4754508601
1833.0;-0.6;3.0;61.7382451874
1834.0;-0.6;3.4;60.4327981247
1835.0;-0.6;3.8;60.3898822723
1836.0;-1.0;2.2;64.7892168427
1837.0;-1.0;2.6;62.7189540101
1838.0;-1.0;3.0;61.0779946684
1839.0;-1.0;3.4;60.7086493394
1840.0;-1.0;3.8;60.8133886926
1841.0;-1.4;2.2;63.3305787823
1842.0;-1.4;2.6;61.5946368885
1843.0;-1.4;3.0;61.1374485447
1844.0;-1.4;3.4;61.1469070744
1845.0;-1.4;3.8;61.1420209754
1846.0;-1.8;2.2;61.8802208336
1847.0;-1.8;2.6;61.4169550636
1848.0;-1.8;3.0;61.4280209052
1849.0;-1.8;3.4;61.4173427077
1850.0;-1.8;3.8;61.4077937111
1851.0;-2.2;0.2;65.5597705833
1852.0;-2.2;0.6;65.1798402316
1853.0;-2.2;1.0;64.7890826638
1854.0;-2.2;1.4;63.3305748415
1855.0;-2.2;1.8;61.8802270167
1856.0;-2.2;2.2;61.623314037
1857.0;-2.2;2.6;61.6356731605
1858.0;-2.2;3.0;61.6348973647
1859.0;-2.2;3.4;61.6316567724
1860.0;-2.2;3.8;61.6293126148
1861.0;-2.6;0.2;64.2937154253
1862.0;-2.6;0.6;63.4749270928
1863.0;-2.6;1.0;62.718845385
1864.0;-2.6;1.4;61.5946616333
1865.0;-2.6;1.8;61.4169944884
1866.0;-2.6;2.2;61.6356809123
1867.0;-2.6;2.6;61.8103065205
1868.0;-2.6;3.0;61.8089654736
1869.0;-2.6;3.4;61.8089575485
1870.0;-2.6;3.8;61.8091262572
1871.0;-3.0;0.2;62.8428098514
1872.0;-3.0;0.6;61.7378431986
1873.0;-3.0;1.0;61.077885918
1874.0;-3.0;1.4;61.1374533865
1875.0;-3.0;1.8;61.4280220648
1876.0;-3.0;2.2;61.6349058102
1877.0;-3.0;2.6;61.8089407344
1878.0;-3.0;3.0;61.9446907591
1879.0;-3.0;3.4;61.9449365332
1880.0;-3.0;3.8;61.9449919236
1881.0;-3.4;0.2;61.3747111212
1882.0;-3.4;0.6;60.4325059956
1883.0;-3.4;1.0;60.7086028237
1884.0;-3.4;1.4;61.1469366486
1885.0;-3.4;1.8;61.4173736494
1886.0;-3.4;2.2;61.6316300222
1887.0;-3.4;2.6;61.808960167
1888.0;-3.4;3.0;61.9449774487
1889.0;-3.4;3.4;62.0359441306
1890.0;-3.4;3.8;62.0355666443
1891.0;-3.8;0.2;60.3268823221
1892.0;-3.8;0.6;60.3893146273
1893.0;-3.8;1.0;60.8132761173
1894.0;-3.8;1.4;61.1421030007
1895.0;-3.8;1.8;61.407887478
1896.0;-3.8;2.2;61.6292517326
1897.0;-3.8;2.6;61.8091167111
1898.0;-3.8;3.0;61.9448825647
1899.0;-3.8;3.4;62.0356548709
1900.0;-3.8;3.8;62.0816288958
